Month,Harmonised System Code,Harmonised System Description,Unit Qty,Country,Exports ($NZD fob),Exports Qty,Re-exports ($NZD fob),Re-exports Qty,Total Exports ($NZD fob),Total Exports Qty,Status,,,
202206,4811491119,"Paper and paperboard; gummed or adhesive paper other than self-adhesive, for printing and writing, other than in strips or rolls, other than goods of heading no. 4803, 4809, or 4810",KGM,Cook Islands,"12,440","3,728",0,0,"12,440","3,728",Final,,,
202206,4811590055,"Paper and paperboard; coated, covered or impregnated with plastics (excluding adhesives), other than bleached and weighing more than 150g/m2, (not printed), n.e.c. in item no. 4811.59, in rolls or sheets",KGM,Australia,"515,830","224,885",0,0,"515,830","224,885",Final,,,
202206,4811590055,"Paper and paperboard; coated, covered or impregnated with plastics (excluding adhesives), other than bleached and weighing more than 150g/m2, (not printed), n.e.c. in item no. 4811.59, in rolls or sheets",KGM,United States of America,0,0,66,1,66,1,Final,,,
202206,4811600021,"Paper and paperboard; wrapping paper and paperboard; coated, impregnated or covered with wax, paraffin wax, stearin, oil, glycerol, (not printed), in rolls or sheets, other than goods of heading no. 4803, 4809, or 4810",KGM,Australia,0,0,"48,342",935,"48,342",935,Final,,,
202206,4811900019,"Paper and paperboard; printed, wrapping paper and paperboard (other than fruit wrapping tissue paper), coated, impregnated, covered, surface-decorated or surface-coloured, n.e.c. in heading no. 4811, in rolls or sheets",KGM,Australia,"1,469",158,0,0,"1,469",158,Final,,,
202206,4811900042,"Paper and paperboard, unprinted, printing and writing paper and paperboard, coated, impregnated, covered, surface-decorated or surface-coloured, n.e.c. in heading no. 4811, continuous computer listing paper, in rolls or sheets",KGM,Samoa,0,0,"2,007",81,"2,007",81,Final,,,
202206,4811900045,"Paper and paperboard; unprinted, printing and writing paper and paperboard, coated, impregnated, covered, surface-decorated or surface-coloured, n.e.c. in heading no. 4811, (other than continuous computer paper), in rolls or sheets",KGM,Niue,0,0,903,100,903,100,Final,,,
202206,4811900045,"Paper and paperboard; unprinted, printing and writing paper and paperboard, coated, impregnated, covered, surface-decorated or surface-coloured, n.e.c. in heading no. 4811, (other than continuous computer paper), in rolls or sheets",KGM,Samoa,41,6,0,0,41,6,Final,,,
202206,4811900049,"Paper and paperboard; unprinted, wrapping paper and paperboard, (other than fruit wrapping tissue paper), coated, impregnated, covered, surface-decorated, or surface- coloured, n.e.c. in heading no. 4811, in rolls or sheets",KGM,Australia,"132,904","44,800",0,0,"132,904","44,800",Final,,,
202206,4811900065,"Paper and paperboard; cellulose wadding and webs of cellulose fibres, unprinted, coated, impregnated, covered, surface-decorated or surface-coloured, n.e.c. in item no. 4811.90, in rolls or sheets",KGM,Australia,"9,271",702,0,0,"9,271",702,Final,,,
202206,4811900065,"Paper and paperboard; cellulose wadding and webs of cellulose fibres, unprinted, coated, impregnated, covered, surface-decorated or surface-coloured, n.e.c. in item no. 4811.90, in rolls or sheets",KGM,Canada,"11,366",494,0,0,"11,366",494,Final,,,
202206,4811900065,"Paper and paperboard; cellulose wadding and webs of cellulose fibres, unprinted, coated, impregnated, covered, surface-decorated or surface-coloured, n.e.c. in item no. 4811.90, in rolls or sheets",KGM,"Korea, Republic of",264,16,0,0,264,16,Final,,,
202206,4811900065,"Paper and paperboard; cellulose wadding and webs of cellulose fibres, unprinted, coated, impregnated, covered, surface-decorated or surface-coloured, n.e.c. in item no. 4811.90, in rolls or sheets",KGM,Taiwan,66,4,0,0,66,4,Final,,,
202206,4811900065,"Paper and paperboard; cellulose wadding and webs of cellulose fibres, unprinted, coated, impregnated, covered, surface-decorated or surface-coloured, n.e.c. in item no. 4811.90, in rolls or sheets",KGM,Samoa,0,0,"3,978",6,"3,978",6,Final,,,
202206,4812000000,"Paper pulp; filter blocks, slabs and plates of paper pulp",KGM,Fiji,278,10,"1,260",66,"1,538",76,Final,,,
202206,4813100000,"Paper, cigarette; in the form of booklets or tubes",MIL,Cook Islands,0,0,"3,116",8,"3,116",8,Final,,,
202206,4813100000,"Paper, cigarette; in the form of booklets or tubes",MIL,Tonga,0,0,"75,720",200,"75,720",200,Final,,,
202206,4814200901,"Wallpaper and similar wall coverings; vinyl coated on the face side, with a grained, embossed, coloured, design-printed or otherwise decorated layer of plastics, not laminated",NRL,Australia,"1,131",1,0,0,"1,131",1,Final,,,
202206,4814200909,"Wallpaper and similar wall coverings; coated or covered on the face side, with a grained, embossed, coloured, design-printed or otherwise decorated layer of plastics, not laminated, other than vinyl",NRL,Australia,0,0,798,4,798,4,Final,,,
202206,4814200909,"Wallpaper and similar wall coverings; coated or covered on the face side, with a grained, embossed, coloured, design-printed or otherwise decorated layer of plastics, not laminated, other than vinyl",NRL,United States of America,0,0,383,1,383,1,Final,,,
202206,4814900013,"Wallpaper and similar wall coverings; consisting of paper covered on the face side with plaiting material, whether or not bound together in parallel strands or woven",NRL,Australia,"1,101",5,0,0,"1,101",5,Final,,,
202206,4814900013,"Wallpaper and similar wall coverings; consisting of paper covered on the face side with plaiting material, whether or not bound together in parallel strands or woven",NRL,United States of America,0,0,"1,200",3,"1,200",3,Final,,,
202206,4814900017,"Wallpaper and similar wall coverings; other than consisting of paper covered on the face side with plaiting material, whether or not bound together in parallel strands or woven",NRL,Australia,"2,079",60,"3,791",31,"5,870",91,Final,,,
202206,4814900029,Wallpaper and similar wall coverings and window transparencies of paper; n.e.c. in item no. 4814.90,KGM,Australia,0,0,"5,328",44,"5,328",44,Final,,,
202206,4814900029,Wallpaper and similar wall coverings and window transparencies of paper; n.e.c. in item no. 4814.90,KGM,Latvia,0,0,234,7,234,7,Final,,,
202206,4814900029,Wallpaper and similar wall coverings and window transparencies of paper; n.e.c. in item no. 4814.90,KGM,United States of America,0,0,"34,879",89,"34,879",89,Final,,,
202206,4816902100,"Paper; transfer paper n.e.c. in item no. 4816.90, (other than of heading no. 4809)",KGM,Samoa,0,0,"1,449",30,"1,449",30,Final,,,
202206,4816902939,"Paper; copying papers n.e.c. in item no. 4816.90, (other than those of heading no. 4809)",KGM,Tonga,"2,809",205,0,0,"2,809",205,Final,,,
202206,4817100000,Paper and paperboard; envelopes,CEN,Australia,"751,689","381,100",0,0,"751,689","381,100",Final,,,
202206,4817100000,Paper and paperboard; envelopes,CEN,Cook Islands,0,0,278,0,278,0,Final,,,
202206,4817100000,Paper and paperboard; envelopes,CEN,Niue,0,0,274,65,274,65,Final,,,
202206,4817100000,Paper and paperboard; envelopes,CEN,Tonga,"1,714",1,0,0,"1,714",1,Final,,,
202206,4817100000,Paper and paperboard; envelopes,CEN,Samoa,0,0,"1,554",2,"1,554",2,Final,,,
202206,4817300029,"Paper and paperboard; boxes, pouches containing an assortment of paper stationery",,Tonga,50,,0,,50,,Final,,,
202206,4818100000,Paper articles; toilet paper,,Australia,"2,956,059",,0,,"2,956,059",,Final,,,
202206,4818100000,Paper articles; toilet paper,,Cook Islands,"40,682",,"24,969",,"65,651",,Final,,,
202206,4818100000,Paper articles; toilet paper,,"China, People's Republic of",0,,81,,81,,Final,,,
202206,4818100000,Paper articles; toilet paper,,Kiribati,"3,975",,0,,"3,975",,Final,,,
202206,4818100000,Paper articles; toilet paper,,Niue,"2,259",,0,,"2,259",,Final,,,
202206,4818100000,Paper articles; toilet paper,,Solomon Islands,"1,988",,0,,"1,988",,Final,,,
202206,4818200000,"Paper articles; handkerchiefs, cleansing or facial tissues and towels",,Australia,"2,781,884",,0,,"2,781,884",,Final,,,
202206,4818200000,"Paper articles; handkerchiefs, cleansing or facial tissues and towels",,Cook Islands,"3,234",,"5,718",,"8,952",,Final,,,
202206,4818200000,"Paper articles; handkerchiefs, cleansing or facial tissues and towels",,"China, People's Republic of",0,,503,,503,,Final,,,
202206,4818200000,"Paper articles; handkerchiefs, cleansing or facial tissues and towels",,Fiji,"6,752",,0,,"6,752",,Final,,,
202206,4818200000,"Paper articles; handkerchiefs, cleansing or facial tissues and towels",,Hong Kong (Special Administrative Region),0,,286,,286,,Final,,,
202206,4818200000,"Paper articles; handkerchiefs, cleansing or facial tissues and towels",,Niue,893,,0,,893,,Final,,,
202206,4818200000,"Paper articles; handkerchiefs, cleansing or facial tissues and towels",,Solomon Islands,"1,009",,950,,"1,959",,Final,,,
202206,4818200000,"Paper articles; handkerchiefs, cleansing or facial tissues and towels",,Tonga,413,,0,,413,,Final,,,
202206,4818200000,"Paper articles; handkerchiefs, cleansing or facial tissues and towels",,United States of America,0,,320,,320,,Final,,,
202206,4818200000,"Paper articles; handkerchiefs, cleansing or facial tissues and towels",,Vanuatu,"1,047",,0,,"1,047",,Final,,,
202206,4818300001,"Paper articles; of paper, cellulose wadding or fibres, tablecloths",,French Polynesia,0,,"2,313",,"2,313",,Final,,,
202206,4818300009,"Paper articles; of paper, cellulose wadding or fibres, serviettes",CEN,Australia,778,86,245,"7,380","1,023","7,466",Final,,,
202206,4818300009,"Paper articles; of paper, cellulose wadding or fibres, serviettes",CEN,Cook Islands,"1,777","3,000","1,440",1,"3,217","3,001",Final,,,
202206,4818300009,"Paper articles; of paper, cellulose wadding or fibres, serviettes",CEN,Fiji,0,0,30,30,30,30,Final,,,
202206,4818300009,"Paper articles; of paper, cellulose wadding or fibres, serviettes",CEN,Hong Kong (Special Administrative Region),0,0,90,90,90,90,Final,,,
202206,4818300009,"Paper articles; of paper, cellulose wadding or fibres, serviettes",CEN,Kiribati,116,120,0,0,116,120,Final,,,
202206,4818300009,"Paper articles; of paper, cellulose wadding or fibres, serviettes",CEN,Nauru,203,1,0,0,203,1,Final,,,
202206,4818300009,"Paper articles; of paper, cellulose wadding or fibres, serviettes",CEN,Niue,140,0,0,0,140,0,Final,,,
202206,4818300009,"Paper articles; of paper, cellulose wadding or fibres, serviettes",CEN,French Polynesia,0,0,600,280,600,280,Final,,,
202206,4818300009,"Paper articles; of paper, cellulose wadding or fibres, serviettes",CEN,Samoa,0,0,425,10,425,10,Final,,,
202206,4818500000,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",,Cook Islands,"11,482",,0,,"11,482",,Final,,,
202206,4818500000,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",,Niue,"4,776",,0,,"4,776",,Final,,,
202206,4818900000,"Paper articles; articles of paper, cellulose wadding or fibres n.e.c. in heading no. 4818",,Australia,"6,560",,400,,"6,960",,Final,,,
202206,4818900000,"Paper articles; articles of paper, cellulose wadding or fibres n.e.c. in heading no. 4818",,Canada,0,,620,,620,,Final,,,
202206,4818900000,"Paper articles; articles of paper, cellulose wadding or fibres n.e.c. in heading no. 4818",,Cook Islands,"5,786",,"1,133",,"6,919",,Final,,,
202206,4818900000,"Paper articles; articles of paper, cellulose wadding or fibres n.e.c. in heading no. 4818",,Fiji,"1,205",,70,,"1,275",,Final,,,
202206,4818900000,"Paper articles; articles of paper, cellulose wadding or fibres n.e.c. in heading no. 4818",,Japan,0,,830,,830,,Final,,,
202206,4818900000,"Paper articles; articles of paper, cellulose wadding or fibres n.e.c. in heading no. 4818",,"Korea, Republic of",0,,140,,140,,Final,,,
202206,4818900000,"Paper articles; articles of paper, cellulose wadding or fibres n.e.c. in heading no. 4818",,Niue,93,,0,,93,,Final,,,
202206,4818900000,"Paper articles; articles of paper, cellulose wadding or fibres n.e.c. in heading no. 4818",,Solomon Islands,"1,058",,0,,"1,058",,Final,,,
202206,4818900000,"Paper articles; articles of paper, cellulose wadding or fibres n.e.c. in heading no. 4818",,Singapore,0,,420,,420,,Final,,,
202206,4818900000,"Paper articles; articles of paper, cellulose wadding or fibres n.e.c. in heading no. 4818",,United States of America,0,,330,,330,,Final,,,
202206,4818900000,"Paper articles; articles of paper, cellulose wadding or fibres n.e.c. in heading no. 4818",,Samoa,0,,500,,500,,Final,,,
202206,4819100000,"Paper and paperboard; cartons, boxes and cases, of corrugated paper or paperboard",MIL,Austria,18,0,0,0,18,0,Final,,,
202206,4819100000,"Paper and paperboard; cartons, boxes and cases, of corrugated paper or paperboard",MIL,Australia,"10,745","2,003",391,0,"11,136","2,003",Final,,,
202206,4819100000,"Paper and paperboard; cartons, boxes and cases, of corrugated paper or paperboard",MIL,Canada,23,0,0,0,23,0,Final,,,
202206,4819100000,"Paper and paperboard; cartons, boxes and cases, of corrugated paper or paperboard",MIL,Cook Islands,178,0,0,0,178,0,Final,,,
202206,4819100000,"Paper and paperboard; cartons, boxes and cases, of corrugated paper or paperboard",MIL,"China, People's Republic of",359,500,0,0,359,500,Final,,,
202206,4819100000,"Paper and paperboard; cartons, boxes and cases, of corrugated paper or paperboard",MIL,Fiji,"59,399",158,0,0,"59,399",158,Final,,,
202206,4819100000,"Paper and paperboard; cartons, boxes and cases, of corrugated paper or paperboard",MIL,France,45,0,0,0,45,0,Final,,,
202206,4819100000,"Paper and paperboard; cartons, boxes and cases, of corrugated paper or paperboard",MIL,Japan,"1,029",1,0,0,"1,029",1,Final,,,
202206,4819100000,"Paper and paperboard; cartons, boxes and cases, of corrugated paper or paperboard",MIL,New Caledonia,"9,226",40,0,0,"9,226",40,Final,,,
202206,4819100000,"Paper and paperboard; cartons, boxes and cases, of corrugated paper or paperboard",MIL,Netherlands,"2,582",6,0,0,"2,582",6,Final,,,
202206,4819100000,"Paper and paperboard; cartons, boxes and cases, of corrugated paper or paperboard",MIL,Singapore,483,325,0,0,483,325,Final,,,
202206,4819100000,"Paper and paperboard; cartons, boxes and cases, of corrugated paper or paperboard",MIL,Thailand,"1,120",420,0,0,"1,120",420,Final,,,
202206,4819100000,"Paper and paperboard; cartons, boxes and cases, of corrugated paper or paperboard",MIL,United States of America,491,120,0,0,491,120,Final,,,
202206,4819100000,"Paper and paperboard; cartons, boxes and cases, of corrugated paper or paperboard",MIL,Vanuatu,"11,922",11,0,0,"11,922",11,Final,,,
202206,4819100000,"Paper and paperboard; cartons, boxes and cases, of corrugated paper or paperboard",MIL,Wallis and Futuna,"2,629",60,0,0,"2,629",60,Final,,,
202206,4819100000,"Paper and paperboard; cartons, boxes and cases, of corrugated paper or paperboard",MIL,Samoa,0,0,"2,665",5,"2,665",5,Final,,,
202206,4819200001,"Paper and paperboard; folding cartons, boxes and cases, of solid fibreboard",MIL,Australia,"57,331","1,500","42,041",426,"99,372","1,926",Final,,,
202206,4819200001,"Paper and paperboard; folding cartons, boxes and cases, of solid fibreboard",MIL,Hong Kong (Special Administrative Region),"5,031",203,0,0,"5,031",203,Final,,,
202206,4819200001,"Paper and paperboard; folding cartons, boxes and cases, of solid fibreboard",MIL,Japan,"18,541",4,0,0,"18,541",4,Final,,,
202206,4819200009,"Paper and paperboard; folding cartons, boxes and cases, of non-corrugated paper or paperboard, other than solid fibreboard",MIL,Australia,"9,345",44,"4,681",0,"14,026",44,Final,,,
202206,4819200009,"Paper and paperboard; folding cartons, boxes and cases, of non-corrugated paper or paperboard, other than solid fibreboard",MIL,Cook Islands,"2,659",201,"1,040",2,"3,699",203,Final,,,
202206,4819200009,"Paper and paperboard; folding cartons, boxes and cases, of non-corrugated paper or paperboard, other than solid fibreboard",MIL,Chile,"1,027",0,0,0,"1,027",0,Final,,,
202206,4819200009,"Paper and paperboard; folding cartons, boxes and cases, of non-corrugated paper or paperboard, other than solid fibreboard",MIL,Fiji,"40,354",480,0,0,"40,354",480,Final,,,
202206,4819200009,"Paper and paperboard; folding cartons, boxes and cases, of non-corrugated paper or paperboard, other than solid fibreboard",MIL,United Kingdom,"13,501",18,0,0,"13,501",18,Final,,,
202206,4819200009,"Paper and paperboard; folding cartons, boxes and cases, of non-corrugated paper or paperboard, other than solid fibreboard",MIL,Hong Kong (Special Administrative Region),806,1,0,0,806,1,Final,,,
202206,4819200009,"Paper and paperboard; folding cartons, boxes and cases, of non-corrugated paper or paperboard, other than solid fibreboard",MIL,Japan,"3,527",6,0,0,"3,527",6,Final,,,
202206,4819200009,"Paper and paperboard; folding cartons, boxes and cases, of non-corrugated paper or paperboard, other than solid fibreboard",MIL,New Caledonia,"39,263",767,544,2,"39,807",769,Final,,,
202206,4819200009,"Paper and paperboard; folding cartons, boxes and cases, of non-corrugated paper or paperboard, other than solid fibreboard",MIL,Niue,0,0,960,0,960,0,Final,,,
202206,4819200009,"Paper and paperboard; folding cartons, boxes and cases, of non-corrugated paper or paperboard, other than solid fibreboard",MIL,French Polynesia,"133,624",649,"2,240",16,"135,864",665,Final,,,
202206,4819200009,"Paper and paperboard; folding cartons, boxes and cases, of non-corrugated paper or paperboard, other than solid fibreboard",MIL,United States of America,"1,465",0,0,0,"1,465",0,Final,,,
202206,4819200009,"Paper and paperboard; folding cartons, boxes and cases, of non-corrugated paper or paperboard, other than solid fibreboard",MIL,Vanuatu,"2,830",0,0,0,"2,830",0,Final,,,
202206,4819200009,"Paper and paperboard; folding cartons, boxes and cases, of non-corrugated paper or paperboard, other than solid fibreboard",MIL,Wallis and Futuna,"2,023",13,0,0,"2,023",13,Final,,,
202206,4819200009,"Paper and paperboard; folding cartons, boxes and cases, of non-corrugated paper or paperboard, other than solid fibreboard",MIL,Samoa,600,0,0,0,600,0,Final,,,
202206,4819300001,"Paper and paperboard; sacks and bags, multi-ply, having a base width of 40cm or more",MIL,Argentina,"701,821",509,0,0,"701,821",509,Final,,,
202206,4819300001,"Paper and paperboard; sacks and bags, multi-ply, having a base width of 40cm or more",MIL,Australia,"156,395",414,0,0,"156,395",414,Final,,,
202206,4819300001,"Paper and paperboard; sacks and bags, multi-ply, having a base width of 40cm or more",MIL,Chile,"186,554",120,0,0,"186,554",120,Final,,,
202206,4819300001,"Paper and paperboard; sacks and bags, multi-ply, having a base width of 40cm or more",MIL,Malaysia,0,0,121,1,121,1,Final,,,
202206,4819300001,"Paper and paperboard; sacks and bags, multi-ply, having a base width of 40cm or more",MIL,Uruguay,"547,076",470,0,0,"547,076",470,Final,,,
202206,4819300009,"Paper and paperboard; sacks and bags, (other than multi-ply), having a base width of 40cm or more",MIL,Australia,"2,249",13,0,0,"2,249",13,Final,,,
202206,4819300009,"Paper and paperboard; sacks and bags, (other than multi-ply), having a base width of 40cm or more",MIL,Cook Islands,34,1,0,0,34,1,Final,,,
202206,4819400001,"Paper and paperboard; sacks and bags, multi-ply, having a base width less than 40cm",MIL,Fiji,"8,196",145,0,0,"8,196",145,Final,,,
202206,4819400001,"Paper and paperboard; sacks and bags, multi-ply, having a base width less than 40cm",MIL,French Polynesia,398,20,0,0,398,20,Final,,,
202206,4819400009,"Paper and paperboard; sacks and bags, (other than multi-ply), having a base width less than 40cm",MIL,Australia,0,0,"23,119",14,"23,119",14,Final,,,
202206,4819400009,"Paper and paperboard; sacks and bags, (other than multi-ply), having a base width less than 40cm",MIL,Cook Islands,"5,438",180,"2,090",45,"7,528",225,Final,,,
202206,4819400009,"Paper and paperboard; sacks and bags, (other than multi-ply), having a base width less than 40cm",MIL,Fiji,"3,700",0,0,0,"3,700",0,Final,,,
202206,4819400009,"Paper and paperboard; sacks and bags, (other than multi-ply), having a base width less than 40cm",MIL,France,"4,932",46,0,0,"4,932",46,Final,,,
202206,4819400009,"Paper and paperboard; sacks and bags, (other than multi-ply), having a base width less than 40cm",MIL,Hong Kong (Special Administrative Region),202,5,0,0,202,5,Final,,,
202206,4819400009,"Paper and paperboard; sacks and bags, (other than multi-ply), having a base width less than 40cm",MIL,Japan,"1,180",20,0,0,"1,180",20,Final,,,
202206,4819400009,"Paper and paperboard; sacks and bags, (other than multi-ply), having a base width less than 40cm",MIL,French Polynesia,0,0,"5,271",25,"5,271",25,Final,,,
202206,4819400009,"Paper and paperboard; sacks and bags, (other than multi-ply), having a base width less than 40cm",MIL,Thailand,"22,184",24,0,0,"22,184",24,Final,,,
202206,4819400009,"Paper and paperboard; sacks and bags, (other than multi-ply), having a base width less than 40cm",MIL,Tonga,0,0,550,24,550,24,Final,,,
202206,4819400009,"Paper and paperboard; sacks and bags, (other than multi-ply), having a base width less than 40cm",MIL,United States of America,20,1,0,0,20,1,Final,,,
202206,4819400009,"Paper and paperboard; sacks and bags, (other than multi-ply), having a base width less than 40cm",MIL,Vanuatu,0,0,679,1,679,1,Final,,,
202206,4819400009,"Paper and paperboard; sacks and bags, (other than multi-ply), having a base width less than 40cm",MIL,Samoa,0,0,"5,215",0,"5,215",0,Final,,,
202206,4819500009,"Paper and paperboard; packing containers, n.e.c. in heading no. 4819, of paper, paperboard, cellulose wadding or webs of cellulose fibres",,Australia,"29,705",,379,,"30,084",,Final,,,
202206,4819500009,"Paper and paperboard; packing containers, n.e.c. in heading no. 4819, of paper, paperboard, cellulose wadding or webs of cellulose fibres",,Brunei Darussalam,384,,0,,384,,Final,,,
202206,4819500009,"Paper and paperboard; packing containers, n.e.c. in heading no. 4819, of paper, paperboard, cellulose wadding or webs of cellulose fibres",,"China, People's Republic of",11,,0,,11,,Final,,,
202206,4819500009,"Paper and paperboard; packing containers, n.e.c. in heading no. 4819, of paper, paperboard, cellulose wadding or webs of cellulose fibres",,France,20,,0,,20,,Final,,,
202206,4819500009,"Paper and paperboard; packing containers, n.e.c. in heading no. 4819, of paper, paperboard, cellulose wadding or webs of cellulose fibres",,Hong Kong (Special Administrative Region),0,,"1,034",,"1,034",,Final,,,
202206,4819500009,"Paper and paperboard; packing containers, n.e.c. in heading no. 4819, of paper, paperboard, cellulose wadding or webs of cellulose fibres",,Sri Lanka,5,,0,,5,,Final,,,
202206,4819500009,"Paper and paperboard; packing containers, n.e.c. in heading no. 4819, of paper, paperboard, cellulose wadding or webs of cellulose fibres",,New Caledonia,"11,154",,0,,"11,154",,Final,,,
202206,4819600000,"Paper and paperboard; box files, letter trays, storage boxes and similar articles, used in offices, shops or the like of paper, paperboard, cellulose wadding or webs of cellulose fibres",,Cook Islands,131,,0,,131,,Final,,,
202206,4819600000,"Paper and paperboard; box files, letter trays, storage boxes and similar articles, used in offices, shops or the like of paper, paperboard, cellulose wadding or webs of cellulose fibres",,Samoa,"2,335",,0,,"2,335",,Final,,,
202206,4820100002,Paper and paperboard; diaries,NMB,Singapore,0,0,949,11,949,11,Final,,,
202206,4820100009,"Paper and paperboard; receipt books, invoice books and like books designed for use with carbon paper",CEN,Cook Islands,0,0,390,50,390,50,Final,,,
202206,4820100009,"Paper and paperboard; receipt books, invoice books and like books designed for use with carbon paper",CEN,Niue,0,0,104,0,104,0,Final,,,
202206,4820100021,Paper and paperboard; writing blocks,CEN,Australia,0,0,5,0,5,0,Final,,,
202206,4820100021,Paper and paperboard; writing blocks,CEN,Cook Islands,36,0,332,55,368,55,Final,,,
202206,4820100029,"Paper and paperboard; note books, letter pads and memorandum pads, excluding writing blocks",,Australia,"60,150",,"306,496",,"366,646",,Final,,,
202206,4820100029,"Paper and paperboard; note books, letter pads and memorandum pads, excluding writing blocks",,Cook Islands,"1,214",,"5,147",,"6,361",,Final,,,
202206,4820100029,"Paper and paperboard; note books, letter pads and memorandum pads, excluding writing blocks",,Niue,"13,928",,0,,"13,928",,Final,,,
202206,4820100029,"Paper and paperboard; note books, letter pads and memorandum pads, excluding writing blocks",,French Polynesia,0,,"2,063",,"2,063",,Final,,,
202206,4820100029,"Paper and paperboard; note books, letter pads and memorandum pads, excluding writing blocks",,Tonga,"5,414",,133,,"5,547",,Final,,,
202206,4820100029,"Paper and paperboard; note books, letter pads and memorandum pads, excluding writing blocks",,United States of America,"10,664",,0,,"10,664",,Final,,,
202206,4820100029,"Paper and paperboard; note books, letter pads and memorandum pads, excluding writing blocks",,Vanuatu,299,,"13,305",,"13,604",,Final,,,
202206,4820100029,"Paper and paperboard; note books, letter pads and memorandum pads, excluding writing blocks",,Samoa,0,,"5,422",,"5,422",,Final,,,
202206,4820200000,Paper and paperboard; exercise books,CEN,Cook Islands,127,2,442,2,569,4,Final,,,
202206,4820200000,Paper and paperboard; exercise books,CEN,Niue,0,0,237,4,237,4,Final,,,
202206,4820200000,Paper and paperboard; exercise books,CEN,Vanuatu,0,0,"8,800",200,"8,800",200,Final,,,
202206,4820300001,"Paper and paperboard; ring binders (loose leaf type), plastic covered",NMB,Vanuatu,0,0,390,200,390,200,Final,,,
202206,4820300001,"Paper and paperboard; ring binders (loose leaf type), plastic covered",NMB,Samoa,0,0,"4,384","6,540","4,384","6,540",Final,,,
202206,4820300019,"Paper and paperboard; binders (loose leaf type), other than plastic covered",NMB,Cook Islands,303,80,0,0,303,80,Final,,,
202206,4820300021,Paper and paperboard; file covers,NMB,Tonga,0,0,120,448,120,448,Final,,,
202206,4820300021,Paper and paperboard; file covers,NMB,Vanuatu,0,0,"2,279",305,"2,279",305,Final,,,
202206,4820300021,Paper and paperboard; file covers,NMB,Samoa,0,0,"3,329","10,000","3,329","10,000",Final,,,
202206,4820300029,Paper and paperboard; folders,NMB,Cook Islands,465,74,"5,177","1,015","5,642","1,089",Final,,,
202206,4820300029,Paper and paperboard; folders,NMB,Tonga,"10,302","1,480",0,0,"10,302","1,480",Final,,,
202206,4820400009,"Paper and paperboard; manifold business forms, other than continuous",,Solomon Islands,"10,950",,0,,"10,950",,Final,,,
202206,4820500000,Paper and paperboard; albums for samples or for collections,,Australia,"805,048",,0,,"805,048",,Final,,,
202206,4820500000,Paper and paperboard; albums for samples or for collections,,Cook Islands,0,,402,,402,,Final,,,
202206,4820900929,"Paper and paperboard; stationery articles n.e.c. in heading no. 4820, other than coupons for football pools and similar competitions",,Australia,0,,"3,093",,"3,093",,Final,,,
202206,4820900929,"Paper and paperboard; stationery articles n.e.c. in heading no. 4820, other than coupons for football pools and similar competitions",,Cook Islands,471,,76,,547,,Final,,,
202206,4820900929,"Paper and paperboard; stationery articles n.e.c. in heading no. 4820, other than coupons for football pools and similar competitions",,Tonga,"13,145",,"4,408",,"17,553",,Final,,,
202206,4820900929,"Paper and paperboard; stationery articles n.e.c. in heading no. 4820, other than coupons for football pools and similar competitions",,Samoa,"1,798",,"2,016",,"3,814",,Final,,,
202206,4821100001,"Paper and paperboard; labels of all kinds, printed, self-adhesive",,Australia,"676,211",,"8,058",,"684,269",,Final,,,
202206,4821100001,"Paper and paperboard; labels of all kinds, printed, self-adhesive",,Cook Islands,"1,415",,0,,"1,415",,Final,,,
202206,4821100001,"Paper and paperboard; labels of all kinds, printed, self-adhesive",,"China, People's Republic of","4,500",,0,,"4,500",,Final,,,
202206,4821100001,"Paper and paperboard; labels of all kinds, printed, self-adhesive",,Germany,100,,0,,100,,Final,,,
202206,4821100001,"Paper and paperboard; labels of all kinds, printed, self-adhesive",,Fiji,"29,219",,0,,"29,219",,Final,,,
202206,4821100001,"Paper and paperboard; labels of all kinds, printed, self-adhesive",,United Kingdom,"11,904",,0,,"11,904",,Final,,,
202206,4821100001,"Paper and paperboard; labels of all kinds, printed, self-adhesive",,Hong Kong (Special Administrative Region),"7,616",,0,,"7,616",,Final,,,
202206,4821100001,"Paper and paperboard; labels of all kinds, printed, self-adhesive",,Hungary,240,,0,,240,,Final,,,
202206,4821100001,"Paper and paperboard; labels of all kinds, printed, self-adhesive",,Indonesia,16,,0,,16,,Final,,,
202206,4821100001,"Paper and paperboard; labels of all kinds, printed, self-adhesive",,Japan,596,,0,,596,,Final,,,
202206,4821100001,"Paper and paperboard; labels of all kinds, printed, self-adhesive",,Mexico,0,,192,,192,,Final,,,
202206,4821100001,"Paper and paperboard; labels of all kinds, printed, self-adhesive",,New Caledonia,"14,004",,0,,"14,004",,Final,,,
202206,4821100001,"Paper and paperboard; labels of all kinds, printed, self-adhesive",,Netherlands,12,,143,,155,,Final,,,
202206,4821100001,"Paper and paperboard; labels of all kinds, printed, self-adhesive",,Peru,0,,60,,60,,Final,,,
202206,4821100001,"Paper and paperboard; labels of all kinds, printed, self-adhesive",,French Polynesia,"29,292",,0,,"29,292",,Final,,,
202206,4821100001,"Paper and paperboard; labels of all kinds, printed, self-adhesive",,Papua New Guinea,"30,759",,0,,"30,759",,Final,,,
