Month,Harmonised System Code,Harmonised System Description,Unit Qty,Exports ($NZD fob),Exports Qty,Re-exports ($NZD fob),Re-exports Qty,Total Exports ($NZD fob),Total Exports Qty,Status,,,,
202212,101210015,"Horses; live, pure-bred breeding animals, thoroughbred, race breeding stock, mares",NMB,0,0,"56,180",1,"56,180",1,Provisional,,,,
202212,3811900000,"Oxidation and gum inhibitors, viscosity improvers, anti-corrosive preparations, other prepared additives for mineral oils or liquids used as mineral oils (including gasoline), n.e.c. in heading no. 3811",,"75,667",,"65,345",,"141,012",,Provisional,,,,
202212,3813000059,Fire-extinguishers; charged fire-extinguishing grenades n.e.c. in heading no. 3813,,"3,950",,0,,"3,950",,Provisional,,,,
202212,3814000025,"Solvents and thinners, organic composite types n.e.c. or included, prepared paint or varnish removers, in aerosol containers, n.e.c. in heading no. 3814",NMB,76,12,0,0,76,12,Provisional,,,,
202212,3814000039,"Solvents and thinners; organic composite types n.e.c. or included, prepared paint or varnish removers, not in aerosol containers n.e.c. in heading no. 3814",LTR,"433,009","36,297","2,435",24,"435,444","36,321",Provisional,,,,
202212,3815190000,"Catalysts, supported; reaction initiators, reaction accelerators, and catalytic preparations, with an active substance other than nickel or precious metals or their compounds, n.e.c. or included",,"47,185",,0,,"47,185",,Provisional,,,,
202212,3816002036,"Refractory cements, mortars, concretes and similar compositions, including dolomite ramming mix, other than products of heading 38.01, containing by weight of alumina more than 80%",KGM,"10,086",105,0,0,"10,086",105,Provisional,,,,
202212,3816002040,"Refractory cements, mortars, concretes and similar compositions, including dolomite ramming mix, other than products of heading 38.01, n.e.c. in item no. 3816.00",KGM,"33,632","7,157","3,528",576,"37,160","7,733",Provisional,,,,
202212,3818000000,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",,0,,207,,207,,Provisional,,,,
202212,3819000000,"Hydraulic fluids; for brakes and other prepared liquids for hydraulic transmission, not containing or containing less than 70% by weight of petroleum oils or oils obtained from bituminous minerals",,933,,192,,"1,125",,Provisional,,,,
202212,3820000000,Anti-freezing preparations and prepared de-icing fluids,,"18,509",,928,,"19,437",,Provisional,,,,
202212,3821000010,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",,"27,406",,0,,"27,406",,Provisional,,,,
202212,3822190000,"Reagents; diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, whether or not put up in the form of kits; n.e.c.in item 3822.1",,"151,760",,"669,091",,"820,851",,Provisional,,,,
202212,3822900000,"Reagents; diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, or put up in the form of kits, other than those of heading 30.06; certified reference materials, n.e.c. in heading 3822",,"229,113",,"313,618",,"542,731",,Provisional,,,,
202212,3823130000,"Industrial monocarboxylic fatty acids, acid oils from refining; tall oil fatty acids",KGM,"84,254","38,080",0,0,"84,254","38,080",Provisional,,,,
202212,3823199000,"Acid oils from refining; (other than stearic acid, oleic acid or tall oil fatty acids)",KGM,"20,701","21,470",0,0,"20,701","21,470",Provisional,,,,
202212,3823700009,Industrial fatty alcohols; other than having a waxy character,LTR,"2,066",222,0,0,"2,066",222,Provisional,,,,
202212,3824400000,"Cements, mortars or concretes; their prepared additives",,"126,338",,0,,"126,338",,Provisional,,,,
202212,3824500000,Mortars and concretes; non-refractory,,"20,908",,"6,402",,"27,310",,Provisional,,,,
202212,3824890000,"Chemical products, mixtures and preparations; containing goods specified in Subheading Note 3 to this Chapter; containing short-chain chlorinated paraffins",,"21,624",,0,,"21,624",,Provisional,,,,
202212,3824991100,"Chemical products, mixtures and preparations; saccharin and other synthetic sweetening substances in tablets or other dispensable forms",GRM,"7,781",250,0,0,"7,781",250,Provisional,,,,
202212,3824992100,"Chemical products, mixtures and preparations; fusel oil, ion exchangers, fire retardant preparations for timber, metal-workers' surface-hardening and case-hardening preparations",,0,,470,,470,,Provisional,,,,
202212,3824992515,"Chemical products, mixtures and preparations; inorganic composite solvents, in aerosol containers, other than containing acyclic hydrocarbons perhalogenated only with fluorine and chlorine",NMB,489,10,0,0,489,10,Provisional,,,,
202212,3824993900,"Ethyl alcohol, to which has been added ethyl ether, benzol or approved petroleum products, other than blends of heading 2207 or 2710, not for manufacture, not aviation spirit, not further blended",LTR,"17,540","17,000",0,0,"17,540","17,000",Provisional,,,,
202212,3824994911,"Chemical products, mixtures and preparations; containing halogenated derivatives of acyclic hydrocarbons containing two or more different halogens, halogenated other than with fluorine and chlorine only",KGM,107,0,0,0,107,0,Provisional,,,,
202212,3824994930,"Chemical products, mixtures and preparations; n.e.c. in heading 3824",,"1,401,726",,"120,040",,"1,521,766",,Provisional,,,,
202212,3825300000,"Residual products of chemical or allied industries, not elsewhere specified or included; clinical waste (contaminated medical, dental, pharmaceutical, veterinary waste e.g. used gloves, syringes and dressings)",,"1,530",,0,,"1,530",,Provisional,,,,
202212,3827630000,"Mixtures containing halogenated derivatives; other mixtures not included in the subheadings above, containing 40% or more by mass of pentafluoroethane (HFC-125)",KGM,"38,999","3,390",0,0,"38,999","3,390",Provisional,,,,
202212,3901100001,"Ethylene polymers; in primary forms, polyethylene having a specific gravity of less than 0.94, ground polyethylene, rotational moulding grade",KGM,"22,255","2,754",0,0,"22,255","2,754",Provisional,,,,
202212,3901100005,"Ethylene polymers; in primary forms, having a specific gravity of less than 0.94, (other than ground polyethylene, rotational moulding grade), linear low density polyethylene (LLPDE)",KGM,"107,103","28,505","156,000","48,000","263,103","76,505",Provisional,,,,
202212,3901100010,"Ethylene polymers; in primary forms, polyethylene having a specific gravity of less than 0.94, (other than ground polyethylene, rotational moulding grade) and other than linear low density polyethylene (LLDPE)",KGM,"11,855","1,063",0,0,"11,855","1,063",Provisional,,,,
202212,3901200001,"Ethylene polymers; in primary forms, polyethylene having a specific gravity of 0.94 or more, ground polyethylene, rotational moulding grade",KGM,"37,904","11,971",0,0,"37,904","11,971",Provisional,,,,
202212,3901200009,"Ethylene polymers; in primary forms, polyethylene having a specific gravity of 0.94 or more, other than ground polyethylene, rotational moulding grade",KGM,"58,027","55,500",0,0,"58,027","55,500",Provisional,,,,
202212,3901900010,"Ethylene polymers; in primary forms, n.e.c. in heading no. 3901",KGM,"61,277","282,730","2,652",100,"63,929","282,830",Provisional,,,,
202212,3902100000,"Propylene, other olefin polymers; polypropylene in primary forms",KGM,"27,036","55,700",0,0,"27,036","55,700",Provisional,,,,
202212,3902900000,"Propylene, other olefin polymers; n.e.c. in heading no. 3902, in primary forms",KGM,"47,007","26,540",0,0,"47,007","26,540",Provisional,,,,
202212,3903190000,"Styrene polymers; (other than expansible polystyrene), in primary forms",KGM,"78,091","131,190",0,0,"78,091","131,190",Provisional,,,,
202212,3903900909,"Styrene polymers; in primary forms, (other than liquids and pastes), other than styrene copolymers",KGM,"5,057","16,857",0,0,"5,057","16,857",Provisional,,,,
202212,3904220000,"Vinyl chloride, other halogenated olefin polymers; plasticised poly(vinyl chloride), in primary forms, mixed with other substances",KGM,"17,018","1,010",0,0,"17,018","1,010",Provisional,,,,
202212,3904500001,"Vinyl chloride, other halogenated olefin polymers; vinylidene chloride polymers, in primary forms, liquids and pastes, including dispersions (emulsions and suspensions) and solutions",KGM,"3,117",48,0,0,"3,117",48,Provisional,,,,
202212,3905120000,"Poly(vinyl acetate); in aqueous dispersion, in primary forms",KGM,"122,757","26,000",0,0,"122,757","26,000",Provisional,,,,
202212,3905990000,"Vinyl acetate, vinyl ester polymers, vinyl polymers; n.e.c. in heading no. 3905, in primary forms, other than copolymers",KGM,"7,497",140,0,0,"7,497",140,Provisional,,,,
202212,3906900101,"Acrylic polymers; in primary forms, (excluding polymethyl methacrylate), liquids and pastes, acrylic copolymers",KGM,"413,511","91,260",0,0,"413,511","91,260",Provisional,,,,
202212,3906900901,"Acrylic polymers; in primary forms, (excluding polymethyl methacrylate), (not liquids or pastes), acrylic copolymers",KGM,"183,420","51,011",0,0,"183,420","51,011",Provisional,,,,
202212,3906900909,"Acrylic polymers; in primary forms, (excluding polymethyl methacrylate), (not liquids or pastes), other than acrylic copolymers",KGM,0,0,"3,838","1,050","3,838","1,050",Provisional,,,,
202212,3907290900,"Polyethers other than polyacetals and bis(polyoxyethylene) methylphosphonate; in primary forms, n.e.c. in item no. 3907.2",KGM,0,0,"6,877",450,"6,877",450,Provisional,,,,
202212,3907300901,"Epoxide resins; in primary forms, in aqueous dispersion, excluding those of item no. 3907.30.01",KGM,"30,130",784,0,0,"30,130",784,Provisional,,,,
202212,3907300909,"Epoxide resins; in primary forms, excluding those of item no. 3907.30.01 and those in aqueous dispersion",KGM,"317,605","57,515",0,0,"317,605","57,515",Provisional,,,,
202212,3907400100,"Polycarbonates; in primary forms, blocks of irregular shape, lumps, powders (including moulding powders), granules, flakes and similar bulk forms",KGM,"20,209","22,590",0,0,"20,209","22,590",Provisional,,,,
202212,3907400900,"Polycarbonates; in primary forms, (excluding those of item no. 3907.40.01)",KGM,"18,673","56,929",0,0,"18,673","56,929",Provisional,,,,
202212,3907910100,"Polyesters; n.e.c. in heading no. 3907, unsaturated, in primary forms, blocks of irregular shape, lumps, powders (including moulding powders), granules, flakes and similar bulk forms",KGM,"57,823","4,061",0,0,"57,823","4,061",Provisional,,,,
202212,3907910900,"Polyesters; n.e.c. in heading no. 3907, unsaturated, in primary forms, excluding those of heading no. 3907.91.01",KGM,60,3,479,37,539,40,Provisional,,,,
202212,3907990110,"Polyesters; n.e.c. in heading no. 3907, saturated, in primary forms, blocks of irregular shape, lumps, powders (including moulding powders), granules, flakes and similar bulk forms",KGM,"18,139","1,320",0,0,"18,139","1,320",Provisional,,,,
202212,3907999010,"Polyesters; n.e.c. in heading no. 3907, saturated, in primary forms, excluding those of heading no. 3907.99.01 and 3907.99.10",KGM,"6,663",538,0,0,"6,663",538,Provisional,,,,
202212,3908900100,"Polyamides; in primary forms, (excluding those of item no. 3908.10), blocks of irregular shape, lumps, powders (including moulding powders), granules, flakes and similar bulk forms",KGM,"56,403","8,100",0,0,"56,403","8,100",Provisional,,,,
202212,3908900900,"Polyamides; in primary forms, (excluding those of item no. 3908.10 and of item no. 3908.90.01)",KGM,"1,138",377,0,0,"1,138",377,Provisional,,,,
202212,3909100900,"Amino-resins; urea and thiourea resins, in primary forms other than those of item no. 3909.10.01",KGM,"41,805","22,500",0,0,"41,805","22,500",Provisional,,,,
202212,3909200909,"Amino-resins; melamine resins, in primary forms n.e.c. in item no. 3909.20",KGM,"22,704","3,600",0,0,"22,704","3,600",Provisional,,,,
202212,3909400900,Phenolic resins; in primary forms other than those of item no. 3909.40.01,KGM,"476,934","175,000",0,0,"476,934","175,000",Provisional,,,,
202212,3909500100,"Polyurethanes; blocks of irregular shape, lumps, powders (including moulding powders), granules, flakes and similar bulk forms, in primary forms",KGM,0,0,"1,635",2,"1,635",2,Provisional,,,,
202212,3909500990,"Polyurethanes; in primary forms other than those of item no. 3909.50.01, other than containing hydrofluorocarbons",KGM,"6,223",215,0,0,"6,223",215,Provisional,,,,
202212,3910000908,"Silicones; in primary forms, (other than those of item no. 3910.00.01), in aerosol containers, not containing chlorofluorocarbons",NMB,525,102,0,0,525,102,Provisional,,,,
202212,3910000919,"Silicones; in primary forms, (other than those in item no. 3910.00.01), not in aerosol containers",KGM,"117,813","7,660","25,181","11,114","142,994","18,774",Provisional,,,,
202212,3912390001,"Cellulose ethers; (other than carboxymethylcellulose and its salts), non-plasticised, in primary forms",KGM,"6,858",680,0,0,"6,858",680,Provisional,,,,
202212,3912900011,"Cellulose and its chemical derivatives; n.e.c. in heading no. 3912, non-plasticised, in primary forms",KGM,248,25,0,0,248,25,Provisional,,,,
202212,3912900019,"Cellulose and its chemical derivatives; n.e.c. in heading no. 3912, plasticised, in primary forms",KGM,"7,737",5,0,0,"7,737",5,Provisional,,,,
202212,3913900009,"Polymers, natural and modified natural; in primary forms, n.e.c. in heading no. 3913",KGM,"266,318","21,857","2,050",26,"268,368","21,883",Provisional,,,,
202212,3915100000,"Ethylene polymers; waste, parings and scrap",KGM,"505,547","912,020",0,0,"505,547","912,020",Provisional,,,,
202212,3915200000,"Styrene polymers; waste, parings and scrap",KGM,"15,849","17,660",0,0,"15,849","17,660",Provisional,,,,
202212,3915900000,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",KGM,"97,333","708,313",0,0,"97,333","708,313",Provisional,,,,
202212,3916100000,"Ethylene polymers; monofilament, of which any cross-sectional dimension exceeds 1mm, rods, sticks and profile shapes, whether or not surface-worked but not otherwise worked",KGM,0,0,"5,558",622,"5,558",622,Provisional,,,,
202212,3916200000,"Vinyl chloride polymers; monofilament, of which any cross-sectional dimension exceeds 1mm, rods, sticks and profile shapes, whether or not surface-worked but not otherwise worked",KGM,0,0,"17,788","1,401","17,788","1,401",Provisional,,,,
202212,3916900009,"Plastics n.e.c. in heading no. 3916; monofilament, of which any cross-sectional dimension exceeds 1mm, rods, sticks and profile shapes, whether or not surface-worked but not otherwise worked",KGM,"22,623",794,"8,917",411,"31,540","1,205",Provisional,,,,
202212,3917100100,Plastics; artificial guts (sausage casings) of hardened protein,KGM,"105,266","3,800",0,0,"105,266","3,800",Provisional,,,,
202212,3917100901,"Plastics; artificial guts (sausage casings), of regenerated cellulose",KGM,0,0,"3,464",295,"3,464",295,Provisional,,,,
202212,3917100909,"Plastics; artificial guts (sausage casings), of cellulose materials other than regenerated cellulose",KGM,"6,509",5,"2,112",59,"8,621",64,Provisional,,,,
202212,3917210000,"Plastics; tubes, pipes and hoses thereof, rigid, of polymers of ethylene",KGM,"70,479","15,836","8,106",205,"78,585","16,041",Provisional,,,,
202212,3917230000,"Plastics; tubes, pipes and hoses thereof, rigid, of polymers of vinyl chloride",KGM,"123,088","19,066","9,708","2,292","132,796","21,358",Provisional,,,,
202212,3917292909,"Plastics; tubes, pipes and hoses thereof, rigid, of plastics n.e.c. in heading no. 3917",KGM,"21,837",538,763,2,"22,600",540,Provisional,,,,
202212,3917310018,"Plastics; tubes, pipes and hoses thereof, flexible, having a minimum burst pressure of 27.6MPa, of polymers of vinyl chloride, other than convoluted or corrugated tubes",KGM,0,0,398,5,398,5,Provisional,,,,
202212,3917310059,"Plastics; tubes, pipes and hoses thereof, flexible, having a minimum burst pressure of 27.6MPa, of other plastics n.e.c. in item no. 3917.31.00",KGM,"36,535","2,000","18,716",30,"55,251","2,030",Provisional,,,,
202212,3917320805,"Plastics; tubes, pipes and hoses, not reinforced or otherwise combined with other materials, without fittings, (other than sausage casings), layflat, of polymers of ethylene, not convoluted or corrugated tubes",KGM,0,0,"9,702",224,"9,702",224,Provisional,,,,
202212,3917320835,"Plastics; tubes, pipes and hoses, not reinforced or otherwise combined with other materials, without fittings, (other than sausage casings), layflat, of polyamides, not convoluted or corrugated tubes",KGM,"35,460",848,0,0,"35,460",848,Provisional,,,,
202212,3917320855,"Plastics; tubes, pipes and hoses, not reinforced or otherwise combined with other materials, without fittings, (not sausage casings, not layflat), of polymers of ethylene, not convoluted or corrugated tubes",KGM,"135,094","11,506",998,21,"136,092","11,527",Provisional,,,,
202212,3917320861,"Plastics; tubes, pipes and hoses, not reinforced or otherwise combined with other materials, without fittings, (not sausage casings, not layflat), of polymers of vinyl chloride, convoluted or corrugated tubes",KGM,663,33,0,0,663,33,Provisional,,,,
202212,3917320865,"Plastics; tubes, pipes and hoses, not reinforced or otherwise combined with other materials, without fittings, (not sausage casings, not layflat), of polymers of vinyl chloride, not convoluted or corrugated tubes",KGM,"53,542","6,174","4,922",197,"58,464","6,370",Provisional,,,,
202212,3917320899,"Plastics; tubes, pipes and hoses, not reinforced or otherwise combined with other materials, without fittings, (not sausage casings, not layflat), of other plastics n.e.c. in item no. 3917.32.08",KGM,"300,808","1,946","33,437","1,760","334,245","3,706",Provisional,,,,
202212,3917330000,"Plastics; tubes, pipes and hoses thereof, other than those of item no. 3917.31, not reinforced or otherwise combined with other materials, with fittings",KGM,"100,786",10,"1,791",22,"102,577",33,Provisional,,,,
202212,3917390200,"Plastics; tubes, pipes and hoses, reinforced or combined with other materials, unprinted sausage casings",KGM,0,0,"73,376","3,078","73,376","3,078",Provisional,,,,
202212,3917390821,"Plastics; tubes, pipes and hoses, reinforced or combined with other materials, (other than layflat), of polymers of ethylene",KGM,0,0,"10,156",78,"10,156",78,Provisional,,,,
202212,3917390831,"Plastics; tubes, pipes and hoses, reinforced or combined with other materials, (other than layflat), of polymers of vinyl chloride",KGM,"3,087",17,300,14,"3,387",31,Provisional,,,,
202212,3917390839,"Plastics; tubes, pipes and hoses, reinforced or combined with other materials, (other than layflat), of plastics other than polymers of ethylene or vinyl chloride",KGM,"20,963",507,"27,941",211,"48,904",718,Provisional,,,,
202212,3917400002,Plastics; tube and pipe fittings of polymers of ethylene,KGM,"36,101","3,732",925,22,"37,026","3,754",Provisional,,,,
202212,3917400008,Plastics; tube and pipe fittings of polymers of propylene,KGM,"51,124","3,421","3,429",65,"54,553","3,486",Provisional,,,,
202212,3917400011,Plastics; tube and pipe fittings of polymers of vinyl chloride,KGM,"468,316","49,084",405,63,"468,721","49,147",Provisional,,,,
202212,3917400019,"Plastics; tube and pipe fittings of plastics (other than polymers of ethylene, propylene or vinyl chloride)",KGM,"496,942","10,461","3,969",139,"500,911","10,600",Provisional,,,,
202212,3917400029,"Plastics; hose fittings, n.e.c. in item no. 3917.40.00",KGM,"1,071,200","17,337",149,4,"1,071,349","17,341",Provisional,,,,
202212,3918100901,"Floor coverings; of polymers of vinyl chloride, whether or not self-adhesive, in the form of tiles",MTK,"12,055",578,"2,354",53,"14,409",631,Provisional,,,,
202212,3918100909,"Floor coverings; of polymers of vinyl chloride, whether or not self-adhesive, in rolls",MTK,"46,761","16,030","163,967",54,"210,728","16,084",Provisional,,,,
202212,3918900909,"Floor coverings; of plastics n.e.c. in item no. 3918.10, whether or not self-adhesive, in rolls",MTK,"1,678",4,"2,796",7,"4,474",12,Provisional,,,,
202212,3918903929,"Wall or ceiling coverings; of plastics, excluding those of alkyds or polyamides, (other than self-adhesive or worked), in rolls of a width not less than 45cm",KGM,"1,733",165,0,0,"1,733",165,Provisional,,,,
202212,3919100101,"Plastics; polymers of ethylene, self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes of a thickness not exceeding 0.5mm, in rolls of a width not exceeding 20cm",MTK,"2,533","10,091","2,576",364,"5,109","10,455",Provisional,,,,
202212,3919100111,"Plastics; polymers of propylene, self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of a thickness not exceeding 0.5mm, in rolls of a width not exceeding 20cm",MTK,"13,672","22,512","11,276","9,331","24,948","31,843",Provisional,,,,
202212,3919100121,"Plastics; polymers and copolymers of styrene, self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of a thickness not exceeding 0.5mm, in rolls of a width not exceeding 20cm",MTK,0,0,180,36,180,36,Provisional,,,,
202212,3919100131,"Plastics; polymers of vinyl chloride, self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes of a thickness not exceeding 0.5mm, in rolls of a width not exceeding 20cm",MTK,"1,377","1,441","11,777","1,645","13,154","3,086",Provisional,,,,
202212,3919100141,"Plastics; polyesters, self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of a thickness not exceeding 0.5mm, in rolls of a width not exceeding 20cm",MTK,437,40,217,"2,500",654,"2,540",Provisional,,,,
202212,3919100151,"Plastics; regenerated cellulose, self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of a thickness not exceeding 0.5mm, in rolls of a width not exceeding 20cm",MTK,"1,568",993,0,0,"1,568",993,Provisional,,,,
202212,3919100161,"Plastics; chemical derivatives of cellulose (other than regenerated), self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of thickness not exceeding 0.5mm, in rolls of width not exceeding 20cm",MTK,413,0,"5,151","6,213","5,564","6,213",Provisional,,,,
202212,3919100169,"Plastics; n.e.c. in item no. 3919.10, self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of a thickness not exceeding 0.5mm, in rolls of a width not exceeding 20cm",MTK,"3,288",498,"23,628","3,504","26,916","4,002",Provisional,,,,
202212,3919100901,"Plastics; polymers of ethylene, self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of a thickness exceeding 0.5mm, in rolls of a width not exceeding 20cm",MTK,"12,422",317,0,0,"12,422",317,Provisional,,,,
202212,3919100931,"Plastics; polymers of vinyl chloride, self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of a thickness exceeding 0.5mm, in rolls of a width not exceeding 20cm",MTK,"4,357",221,0,0,"4,357",221,Provisional,,,,
202212,3919100941,"Plastics; polyesters, self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes of a thickness exceeding 0.5mm, in rolls of a width not exceeding 20cm",MTK,46,1,0,0,46,1,Provisional,,,,
202212,3919100951,"Plastics; regenerated cellulose, self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of a thickness exceeding 0.5mm, in rolls of a width not exceeding 20cm",MTK,46,20,0,0,46,20,Provisional,,,,
202212,3919100969,"Plastics; n.e.c. in item no. 3919.10, self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, exceeding 0.5mm thick, in rolls of width not exceeding 20cm",MTK,"74,447","13,935","2,129",329,"76,576","14,264",Provisional,,,,
202212,3919900100,"Plastics; laminated fibre reinforced sheets, self-adhesive, in rolls of a width exceeding 20 cm",MTK,51,1,0,0,51,1,Provisional,,,,
202212,3919900906,"Plastics; in rolls, (of a width exceeding 20cm, but not exceeding 60cm), of a thickness exceeding 0.02mm but not exceeding 0.25mm, of polymers of ethylene",MTK,"2,369","10,000",0,0,"2,369","10,000",Provisional,,,,
202212,3919900908,"Plastics; in rolls, (of a width exceeding 20cm, but not exceeding 60cm), of a thickness exceeding 0.02mm but not exceeding 0.25mm, of polymers of propylene",MTK,"64,757","28,992","6,028","1,254","70,785","30,246",Provisional,,,,
202212,3919900916,"Plastics; in rolls, (of a width exceeding 20cm, but not exceeding 60cm), of a thickness exceeding 0.02mm but not exceeding 0.25mm, of polymers of vinyl chloride",MTK,472,"2,880",0,0,472,"2,880",Provisional,,,,
202212,3919900922,"Plastics; in rolls, (of a width exceeding 20cm, but not exceeding 60cm), of a thickness exceeding 0.02mm but not exceeding 0.25mm, of polymers of vinyl acetate",MTK,33,1,0,0,33,1,Provisional,,,,
202212,3919900924,"Plastics; in rolls, (of a width exceeding 20cm, but not exceeding 60cm), of a thickness exceeding 0.02mm but not exceeding 0.25mm, of polyurethanes",MTK,"1,466",602,0,0,"1,466",602,Provisional,,,,
202212,3919900938,"Plastics; in rolls, (of a width exceeding 20cm, but not exceeding 60cm), of a thickness exceeding 0.02mm but not exceeding 0.25mm, of plastics n.e.c. in heading no. 3919",MTK,0,0,"20,977",760,"20,977",760,Provisional,,,,
202212,3919900942,"Plastics; in rolls, (of a width exceeding 20cm, but not exceeding 60cm), of a thickness exceeding 0.25mm, of polymers of ethylene",MTK,586,945,0,0,586,945,Provisional,,,,
202212,3919900946,"Plastics; in rolls, (of a width exceeding 20cm, but not exceeding 60cm), of a thickness exceeding 0.25mm, of polymers of propylene",MTK,0,0,948,190,948,190,Provisional,,,,
202212,3919900953,"Plastics; in rolls, (of a width exceeding 20cm, but not exceeding 60cm), of a thickness exceeding 0.25mm, of polymers of vinyl chloride",MTK,"12,579","1,394",0,0,"12,579","1,394",Provisional,,,,
202212,3919900969,"Plastics; in rolls, (of a width exceeding 20cm, but not exceeding 60cm), of a thickness exceeding 0.25mm, of plastics n.e.c. in heading no. 3919",MTK,588,106,"1,709",915,"2,297","1,021",Provisional,,,,
202212,3919900971,"Plastics; in rolls, (of a width exceeding 60cm), n.e.c. in item no. 3919.90, of polymers of ethylene",MTK,"3,073",380,"4,280",396,"7,353",776,Provisional,,,,
202212,3919900973,"Plastics; in rolls, (of a width exceeding 60cm), n.e.c. in item no. 3919.90, of polymers of propylene",MTK,"13,045",84,0,0,"13,045",84,Provisional,,,,
202212,3919900975,"Plastics; in rolls, (of a width exceeding 60cm), n.e.c. in item no. 3919.90, of polymers and copolymers of styrene",MTK,"1,503",112,0,0,"1,503",112,Provisional,,,,
202212,3919900978,"Plastics; in rolls, (of a width exceeding 60cm), n.e.c. in item no. 3919.90, of polymers of vinyl chloride",MTK,"45,007","4,433","9,933",283,"54,940","4,716",Provisional,,,,
202212,3919900983,"Plastics; in rolls, (of a width exceeding 60cm), n.e.c. in item no. 3919.90, of polymers of vinyl acetate",MTK,670,137,0,0,670,137,Provisional,,,,
202212,3919900985,"Plastics; in rolls, (of a width exceeding 60cm), n.e.c. in item no. 3919.90, of polyurethanes",MTK,209,0,0,0,209,0,Provisional,,,,
202212,3919900987,"Plastics; in rolls, (of a width exceeding 60cm), n.e.c. in item no. 3919.90, of polyesters",MTK,"2,490",224,"2,068",216,"4,558",440,Provisional,,,,
202212,3919900999,"Plastics; in rolls, (of a width exceeding 60cm), n.e.c. in item no. 3919.90, of plastics n.e.c. in heading no. 3919",MTK,"11,697","3,088","12,578",810,"24,275","3,898",Provisional,,,,
202212,3920100110,"Plastics; of polymers of ethylene, plates, sheets, film, foil and strip (not self-adhesive), non-cellular, not combined with other materials, of thickness not exceeding 0.5mm and of width not exceeding 20cm",MTK,115,8,0,0,115,8,Provisional,,,,
202212,3920100910,"Plastics; of polymers of ethylene, plates, sheets, film, foil and strip (not self-adhesive), non-cellular, not combined with other materials, of thickness exceeding 0.5mm or of width exceeding 20cm",KGM,"4,142,309","816,475","148,607","21,291","4,290,916","837,766",Provisional,,,,
202212,3920200210,"Plastics; of polymers of propylene, plates, sheets, film, foil and strip (not self-adhesive), non-cellular, not combined with other materials, biaxially oriented, printed",KGM,"8,883",91,0,0,"8,883",91,Provisional,,,,
202212,3920200510,"Plastics; of polymers of propylene, plates, sheets, film, foil and strip (not self-adhesive), non-cellular, not combined with other materials, biaxially oriented, other than printed",KGM,"3,595",255,"3,535",349,"7,130",604,Provisional,,,,
202212,3920200910,"Plastics; of polymers of propylene, plates, sheets, film, foil and strip (not self-adhesive), non-cellular, not combined with other materials, of thickness not exceeding 0.25mm, width exceeding 20cm, (not biaxially oriented)",MTK,0,0,"6,900","2,366","6,900","2,366",Provisional,,,,
202212,3920202903,"Plastics; of polymers of propylene, strapping tape (not self-adhesive), thickness not over 0.5mm and width not over 20cm",KGM,847,115,0,0,847,115,Provisional,,,,
202212,3920202929,"Plastics; of polymers of propylene, plates, sheets, film, foil and strip (not self-adhesive), non-cellular, not combined with other materials, n.e.c. in item no. 3920.20, other than strapping tape, (not biaxially oriented)",KGM,"186,352","30,150","1,845",143,"188,197","30,293",Provisional,,,,
202212,3920430015,"Plastics; of polymers of vinyl chloride, containing not less than 6% by weight of plasticisers, plates, sheets, film, foil and strip (not self-adhesive), non-cellular, not combined with other materials, thickness exceeding 1mm",KGM,"23,525",445,0,0,"23,525",445,Provisional,,,,
202212,3920430029,"Plastics; of polymers of vinyl chloride, containing not less than 6% by weight of plasticisers, plates, sheets, film, foil and strip (not self-adhesive), non-cellular, not combined with other materials, n.e.c. in item no. 3920.43",KGM,"5,366",210,0,0,"5,366",210,Provisional,,,,
202212,3920491110,"Plastics; of polymers of vinyl chloride, less than 6% plasticisers by weight, plates, sheets, film, foil and strip (not self-adhesive), non-cellular, not combined with other materials, thickness not exceeding 0.5mm and of width not exceeding 20cm",MTK,"10,204","12,610",0,0,"10,204","12,610",Provisional,,,,
202212,3920491529,"Plastics; of polymers of vinyl chloride, less than 6% plasticisers by weight, plates, sheets, film, foil and strip (not self-adhesive), non-cellular, not combined with other materials, of thickness not exceeding 0.25mm, width exceeding 20cm, not printed",KGM,"68,400",300,507,20,"68,907",320,Provisional,,,,
