Month,Harmonised System Code,Harmonised System Description,Unit Qty,Exports ($NZD fob),Exports Qty,Re-exports ($NZD fob),Re-exports Qty,Total Exports ($NZD fob),Total Exports Qty,Status,,,,
201911,101210015,"Horses; live, pure-bred breeding animals, thoroughbred, race breeding stock, mares",NMB,0,0,"38,030",2,"38,030",2,Provisional,,,,
201911,1515190000,"Vegetable oils; linseed oil and its fractions, other than crude, whether or not refined, but not chemically modified",LTR,"37,861","3,325",0,0,"37,861","3,325",Provisional,,,,
201911,1515300000,"Vegetable oils; castor oil and its fractions, whether or not refined, but not chemically modified",LTR,"8,609",203,0,0,"8,609",203,Provisional,,,,
201911,1515500000,"Vegetable oils; sesame oil and its fractions, whether or not refined, but not chemically modified",LTR,"2,872",150,211,19,"3,083",169,Provisional,,,,
201911,1515900021,"Fixed vegetable fats and oils and their fractions; avocado oil, whether or not refined, but not chemically modified",LTR,"550,025","28,912","28,064","2,392","578,089","31,304",Provisional,,,,
201911,1515900023,"Fixed vegetable fats and oils and their fractions; other than linseed, maize (corn), castor, tung, sesame, jojoba and avocado oils, whether or not refined, but not chemically modified",LTR,"339,254","285,026",0,0,"339,254","285,026",Provisional,,,,
201911,1516100009,"Animal fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinised, whether or not refined but not further prepared, other than of whale",KGM,"19,314","7,220",0,0,"19,314","7,220",Provisional,,,,
201911,1517100001,"Margarine; polyunsaturated, table, excluding liquid",KGM,"98,383","44,822","1,353",576,"99,736","45,398",Provisional,,,,
201911,1517100009,"Margarine; saturated, table, excluding liquid",KGM,"172,431","44,205",0,0,"172,431","44,205",Provisional,,,,
201911,1517100029,"Margarine; other than polyunsaturated or saturated, other than table, excluding liquid",KGM,"781,921","214,815",0,0,"781,921","214,815",Provisional,,,,
201911,1517900108,"Animal or vegetable fats or oils; edible mixtures or preparations of a kind used as mould release preparations, in aerosol containers, no chlorofluorocarbons",NMB,"1,272",264,0,0,"1,272",264,Provisional,,,,
201911,1517901908,"Animal or vegetable fats or oils; edible mixtures or preparations of animal or vegetable fats or oils or fractions of this chapter, n.e.c. in heading no. 1517, in aerosol containers, no chlorofluorocarbons",NMB,"10,353","1,204",0,0,"10,353","1,204",Provisional,,,,
201911,1517901919,"Animal or vegetable fats or oils; edible mixtures or preparations of animal or vegetable fats or oils or fractions of this chapter, n.e.c. in heading no. 1517, not in aerosol containers",LTR,"390,269","35,892",115,12,"390,384","35,904",Provisional,,,,
201911,1518000900,"Animal or vegetable fats or oils; or of fractions of different fats or oils of this chapter, inedible mixtures or preparations n.e.c. or included",LTR,"250,065","303,530",0,0,"250,065","303,530",Provisional,,,,
201911,1521900100,Beeswax; whether or not refined or coloured,KGM,"241,125","10,781",77,6,"241,202","10,787",Provisional,,,,
201911,1601000001,"Meat preparations; sausages and similar products of meat, meat offal or blood, and food preparations based on these products, with a chicken base",KGM,893,162,0,0,893,162,Provisional,,,,
201911,1601000019,"Meat preparations; sausages and similar products of meat, meat offal or blood, and food preparations based on these products, with a poultry base (excluding chicken, turkey or duck)",KGM,"2,069",101,0,0,"2,069",101,Provisional,,,,
201911,1601000029,"Meat preparations; sausages and similar products of meat, meat offal or blood, and food preparations based on these products, with a base other than of poultry",KGM,"615,448","34,626",0,0,"615,448","34,626",Provisional,,,,
201911,1602100100,"Meat preparations; homogenised, meat pastes and other preparations of meat, meat offal or blood, prepared in combination with vegetables or other food substances, preserved in airtight cans or jars",KGM,"1,172",61,0,0,"1,172",61,Provisional,,,,
201911,1602100901,"Meat preparations; corned beef, homogenised, prepared without other food substances, preserved in airtight cans or jars",KGM,847,3,0,0,847,3,Provisional,,,,
201911,1602100909,"Meat preparations; tongues, of sheep and lamb, homogenised, prepared without other food substances, preserved in airtight cans or jars",KGM,41,4,0,0,41,4,Provisional,,,,
201911,1602200900,Meat preparations; of the prepared or preserved liver of any animal (excluding pates de foie gras and homogenised preparations),KGM,"50,085","5,938",0,0,"50,085","5,938",Provisional,,,,
201911,1602310000,"Meat preparations; of turkeys, prepared or preserved meat or meat offal (excluding livers and homogenised preparations)",KGM,"2,095",33,0,0,"2,095",33,Provisional,,,,
201911,1602321000,"Meat preparations; of fowls of the species Gallus domesticus, preserved in airtight containers or jars, in combination with vegetables or other food substances; meat pastes",KGM,389,87,0,0,389,87,Provisional,,,,
201911,1602322000,"Meat preparations; of fowls of the species Gallus domesticus, preserved in airtight containers or jars, other than meat pastes or in combination with vegetables or other substances",KGM,"1,840",32,0,0,"1,840",32,Provisional,,,,
201911,1602329001,"Meat preparations; of fowls of the species Gallus domesticus, (packed other than in airtight containers or jars), chicken",KGM,"559,497","92,511",0,0,"559,497","92,511",Provisional,,,,
201911,1602391901,"Meat preparations; of chicken meat or meat offal (excluding livers and homogenised preparations), packed other than in airtight cans or jars",KGM,"67,360","12,046",0,0,"67,360","12,046",Provisional,,,,
201911,1602411900,"Meat preparations; of swine, hams and cuts thereof, prepared or preserved, packed other than in airtight cans or jars (excluding homogenised preparations)",KGM,"36,887","4,031",408,14,"37,295","4,045",Provisional,,,,
201911,1602421900,"Meat preparations; of swine, shoulders and cuts thereof, prepared or preserved, packed other than in airtight cans or jars (excluding homogenised preparations)",KGM,251,17,0,0,251,17,Provisional,,,,
201911,1602490900,"Meat preparations; of swine, meat or meat offal (including mixtures), prepared without other food substances, preserved in airtight cans or jars, n.e.c. in heading no. 1602",KGM,"80,265","9,471","96,620","6,607","176,885","16,078",Provisional,,,,
201911,1602491900,"Meat preparations; of swine, meat or meat offal (including mixtures), prepared or preserved, packed other than in airtight cans or jars, n.e.c. in heading no. 1602",KGM,"84,843","18,028",0,0,"84,843","18,028",Provisional,,,,
201911,1602500100,"Meat preparations; of bovine animals, meat pastes and other preparations of meat or meat offal, prepared with vegetables or other food substances, in airtight cans or jars, n.e.c. in heading no. 1602",KGM,"181,500","17,609",0,0,"181,500","17,609",Provisional,,,,
201911,1602500901,"Meat preparations; of bovine animals, corned beef, prepared without other food substances, preserved in airtight cans or jars (excluding homogenised preparations)",KGM,"3,165,551","260,074","70,008","5,302","3,235,559","265,377",Provisional,,,,
201911,1602500919,"Meat preparations; of bovine animals, meat or meat offal, prepared without other food substances, preserved in airtight cans or jars, n.e.c. in heading no. 1602",KGM,"220,659","26,449",0,0,"220,659","26,449",Provisional,,,,
201911,1602501900,"Meat preparations; of bovine animals, meat or meat offal, prepared or preserved, packed other than in airtight cans or jars, n.e.c. in heading no. 1602",KGM,"13,710,800","838,067",883,16,"13,711,683","838,083",Provisional,,,,
201911,1602900100,Meat preparations; of the blood of any animal,KGM,"21,973",20,0,0,"21,973",20,Provisional,,,,
201911,1602901909,"Meat preparations; mutton, prepared without other food substances, preserved in airtight cans or jars (excluding homogenised preparations)",KGM,"884,150","43,209",0,0,"884,150","43,209",Provisional,,,,
201911,1602902900,"Meat preparations; of meat or meat offal n.e.c. in heading no. 1602, prepared or preserved, packed other than in airtight cans or jars",KGM,"350,175","53,050",0,0,"350,175","53,050",Provisional,,,,
201911,1603000101,Extracts; of meat,KGM,"989,304","190,876",0,0,"989,304","190,876",Provisional,,,,
201911,1603000111,Extracts and juices; of fish,KGM,"3,524",22,0,0,"3,524",22,Provisional,,,,
201911,1603000121,"Extracts and juices; of crustaceans or molluscs, mussel oil",KGM,"2,445,288","1,347",0,0,"2,445,288","1,347",Provisional,,,,
201911,1603000129,"Extracts and juices; of crustaceans or molluscs, other than mussel oil",KGM,"3,161,374","21,431",0,0,"3,161,374","21,431",Provisional,,,,
201911,1604110001,"Fish preparations; salmon, prepared or preserved, whole or in pieces (but not minced), in airtight cans or jars, whether or not with added liquor, oil or sauce",KGM,"6,831",233,0,0,"6,831",233,Provisional,,,,
201911,1604110009,"Fish preparations; salmon, prepared or preserved, whole or in pieces (but not minced), other than in airtight cans or jars",KGM,"5,389",140,0,0,"5,389",140,Provisional,,,,
201911,1604130100,"Fish preparations; sardines, brisling, prepared or preserved, whole or in pieces (but not minced), in airtight cans or jars, whether or not with added liquor, oil or sauce",KGM,"2,927",265,"2,938",566,"5,865",831,Provisional,,,,
201911,1604130900,"Fish preparations; sardinella and sprats, prepared or preserved, whole or in pieces (but not minced), in airtight cans or jars, whether or not with added liquor, oil or sauce",KGM,172,16,0,0,172,16,Provisional,,,,
201911,1604140100,"Fish preparations; tunas, skipjack and Atlantic bonito (sarda spp.), prepared or preserved, whole or in pieces (but not minced), in airtight cans or jars, whether or not with added liquor, oil or sauce",KGM,"10,742",880,"4,096",369,"14,838","1,249",Provisional,,,,
201911,1604150100,"Fish preparations; mackerel, prepared or preserved, whole or in pieces (but not minced), in airtight cans or jars, whether or not with added liquor, oil or sauce",KGM,"4,461",471,"8,185","1,225","12,646","1,696",Provisional,,,,
201911,1604160100,"Fish preparations; anchovies, prepared or preserved, whole or in pieces (but not minced), in airtight cans or jars, whether or not with added liquor, oil or sauce",KGM,"1,270",37,0,0,"1,270",37,Provisional,,,,
201911,1604181010,"Fish preparations; shark fins, prepared or preserved, whole or in pieces (but not minced), in airtight cans or jars, whether or not with added liquor, oil or sauce",KGM,451,43,0,0,451,43,Provisional,,,,
201911,1604191911,"Fish preparations; fish prepared or preserved, whole or in pieces (but not minced), packed other than in airtight cans or jars, n.e.c. in heading 1604",KGM,"411,331","40,288","31,139","2,607","442,470","42,895",Provisional,,,,
201911,1604200901,Fish preparations; pate,KGM,545,14,0,0,545,14,Provisional,,,,
201911,1604200909,Fish preparations; fish fingers,KGM,"1,856",190,596,80,"2,452",270,Provisional,,,,
201911,1604200911,Fish preparations; prepared dinners containing fish,KGM,"27,733","4,919",0,0,"27,733","4,919",Provisional,,,,
201911,1604200919,Fish preparations; fish cakes,KGM,"30,634","5,941",423,38,"31,057","5,979",Provisional,,,,
201911,1604200929,"Fish preparations; sausages, prepared meals and the like, n.e.c. in item no. 1604.20",KGM,"2,186,484","185,931","12,725","2,407","2,199,209","188,338",Provisional,,,,
201911,1604203900,"Fish preparations; fish, minced or in forms n.e.c. in item no. 1604.1, packed other than in airtight cans or jars",KGM,"3,117",94,0,0,"3,117",94,Provisional,,,,
201911,1604310000,Fish preparations; caviar,KGM,"25,489",171,0,0,"25,489",171,Provisional,,,,
201911,1605100909,"Crustacean preparations; crabs, sausages, prepared meals and the like, excluding pastes and pate",KGM,"22,655","3,609",0,0,"22,655","3,609",Provisional,,,,
201911,1605101919,"Crustacean preparations; crab, prepared or preserved in ways n.e.c. in item no. 1605.10, packed other than in airtight cans or jars",KGM,136,12,0,0,136,12,Provisional,,,,
201911,1605211000,"Crustacean preparations; shrimps and prawns, pastes, not in airtight containers",KGM,424,42,0,0,424,42,Provisional,,,,
201911,1605219000,"Crustacean preparations; shrimps and prawns, prepared in was n.e.c. in item no. 1605.21.10 and 1605.21.20, not in airtight containers",KGM,"16,027","1,289","7,469",420,"23,496","1,709",Provisional,,,,
201911,1605299000,"Crustacean preparations; shrimps and prawns, prepared or preserved in ways n.e.c. in item no. 1605.29.10 and 1605.29.20, in airtight containers",KGM,"1,933",18,0,0,"1,933",18,Provisional,,,,
201911,1605401919,"Crustacean preparations; crustaceans, excluding crab, shrimps, prawns and lobster, prepared or preserved in ways n.e.c. in item no. 1605.40.01 and 1605.40.09, packed other than in airtight cans or jars",KGM,130,12,0,0,130,12,Provisional,,,,
201911,1605519010,"Mollusc preparations; oysters, prepared or preserved in ways n.e.c. in item no. 1605.51.10 and 1605.51.20, preserved in airtight cans or jars",KGM,0,0,185,5,185,5,Provisional,,,,
201911,1605519019,"Mollusc preparations; oysters, prepared or preserved in ways n.e.c. in item no. 1605.51.10 and 1605.51.20, packed other than in airtight cans or jars",KGM,750,25,0,0,750,25,Provisional,,,,
201911,1605529019,"Mollusc preparations; scallops, including queen scallops, prepared or preserved in ways n.e.c. in item no. 1605.52.10 and 1605.52.20, packed other than in airtight cans or jars",KGM,552,60,0,0,552,60,Provisional,,,,
201911,1605532019,"Mollusc preparations; mussels, sausages, prepared meals and the like, excluding pastes or pate",KGM,"10,458",468,0,0,"10,458",468,Provisional,,,,
201911,1605539015,"Mollusc preparations; mussels, crumbed or battered, packed other than in airtight cans or jars",KGM,735,40,0,0,735,40,Provisional,,,,
201911,1605539029,"Mollusc preparations; mussels, prepared or preserved in ways n.e.c. in item no. 1605.53.90, packed other than in airtight cans or jars",KGM,"929,632","149,785",0,0,"929,632","149,785",Provisional,,,,
201911,1605542029,"Mollusc preparations; cuttle fish and squid, sausages, prepared meals and the like, excluding pastes or pate",KGM,"3,160",450,0,0,"3,160",450,Provisional,,,,
201911,1605549029,"Mollusc preparations; cuttle fish and squid, prepared or preserved in ways n.e.c. in item no. 1605.54.10 and 1605.54.20, packed other than in airtight cans or jars",KGM,"111,146","15,197","2,200",150,"113,346","15,347",Provisional,,,,
201911,1605569019,"Mollusc preparations; clams, cockles and arkshells, prepared or preserved in ways n.e.c. in item no. 1605.56.10 and 1605.56.20, packed other than in airtight cans or jars",KGM,"5,299",333,"3,948",320,"9,247",653,Provisional,,,,
201911,1605579010,"Mollusc preparations; abalone, paua, prepared in ways n.e.c. in item no. 1605.57.10 and 1605.57.20, preserved in airtight cans or jars",KGM,"9,646,377","182,302",0,0,"9,646,377","182,302",Provisional,,,,
201911,1605592029,"Mollusc preparations; n.e.c. in item no. 1605.5, sausages, prepared meals and the like",KGM,"1,286",116,0,0,"1,286",116,Provisional,,,,
201911,1605611000,"Aquatic invertebrates; sea cucumbers, preserved in airtight cans or jars, prepared in combination with vegetables or other food substances",KGM,"2,400",24,0,0,"2,400",24,Provisional,,,,
201911,1605691000,"Aquatic invertebrates; other than crustaceans, molluscs, sea cucumbers, sea urchins, and jellyfish, preserved in airtight cans or jars, prepared in combination with vegetables or other food substances",KGM,0,0,"6,639","1,461","6,639","1,461",Provisional,,,,
201911,1605699000,"Aquatic invertebrates; other than crustaceans, molluscs, sea cucumbers, sea urchins, and jellyfish, prepared or preserved, packed other than in airtight cans or jars",KGM,"3,201",430,0,0,"3,201",430,Provisional,,,,
201911,1701140019,"Sugars; cane sugar, raw, in solid form, other than as specified in Subheading Note 2 to this chapter, not containing added flavouring or colouring matter, of a polarisation of 99 degrees or more",KGM,"2,722","2,150",196,29,"2,918","2,179",Provisional,,,,
201911,1701910001,"Sugars; sucrose, chemically pure, in solid form, containing added flavouring or colouring matter, brown sugar, in packs not exceeding 5kg",KGM,789,347,559,90,"1,348",437,Provisional,,,,
201911,1701910009,"Sugars; sucrose, chemically pure, in solid form, containing added flavouring or colouring matter, brown sugar, in packs exceeding 5kg",KGM,"42,682","1,391","111,204","2,495","153,886","3,886",Provisional,,,,
201911,1701910019,"Sugars; sucrose; chemically pure, in solid form, containing added flavouring or colouring matter, other than brown sugar",KGM,488,109,0,0,488,109,Provisional,,,,
201911,1701990001,"Sugars; sucrose, chemically pure, in solid form, not containing added flavouring or colouring matter, icing sugar, in packs not exceeding 5kg",KGM,"72,426","43,797",0,0,"72,426","43,797",Provisional,,,,
201911,1701990009,"Sugars; sucrose, chemically pure, in solid form, not containing added flavouring or colouring matter, icing sugar, in packs exceeding 5kg",KGM,"4,685","2,281",0,0,"4,685","2,281",Provisional,,,,
201911,1701990011,"Sugars; sucrose, chemically pure, in solid form, not containing added flavouring or colouring matter, white sugar, other than icing sugar, in packs not exceeding 5kg",KGM,"819,819","920,348",0,0,"819,819","920,348",Provisional,,,,
201911,1701990021,"Sugars; sucrose, chemically pure, in solid form, not containing added flavouring or colouring matter, white sugar, other than icing sugar, in packs exceeding 5kg but not exceeding 15kg",KGM,"1,031",450,0,0,"1,031",450,Provisional,,,,
201911,1701990029,"Sugars; sucrose, chemically pure, in solid form, not containing added flavouring or colouring matter, white sugar, other than icing sugar, in packs exceeding 15kg",KGM,"511,766","720,157","22,705","31,005","534,471","751,162",Provisional,,,,
201911,1701990032,"Sugars; sucrose, chemically pure, in solid form, not containing added flavouring or colouring matter, brown sugar, in packs not exceeding 5kg",KGM,400,150,0,0,400,150,Provisional,,,,
201911,1701990038,"Sugars; sucrose, chemically pure, in solid form, not containing added flavouring or colouring matter, brown sugar, in packs of over 5kg",KGM,"14,459","5,906",0,0,"14,459","5,906",Provisional,,,,
201911,1701990041,"Sugars; sucrose, chemically pure, in solid form, not containing added flavouring or colouring matter, other than brown sugar, in packs not exceeding 5kg",KGM,517,303,0,0,517,303,Provisional,,,,
201911,1701990049,"Sugars; sucrose, chemically pure, in solid form, not containing added flavouring or colouring matter, other than brown sugar, in packs exceeding 5kg",KGM,"9,660","7,057",0,0,"9,660","7,057",Provisional,,,,
201911,1702110000,"Sugars; lactose and lactose syrup, containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",KGM,"5,001,262","1,851,088","107,104","40,000","5,108,366","1,891,088",Provisional,,,,
201911,1702190000,"Sugars; lactose and lactose syrup, containing by weight less than 99% lactose, expressed as anhydrous lactose, calculated on the dry matter",KGM,"791,041","368,000",0,0,"791,041","368,000",Provisional,,,,
201911,1702200000,"Sugars; maple sugar, chemically pure, in solid form; maple syrup not containing added flavouring or colouring matter",KGM,"3,786","1,141",0,0,"3,786","1,141",Provisional,,,,
201911,1702300001,"Sugars; glucose, chemically pure, in solid form, containing less than 20% by weight of fructose",KGM,"204,151","202,790",0,0,"204,151","202,790",Provisional,,,,
201911,1702300009,"Sugars; glucose syrup, not containing fructose, added flavouring or colouring matter",KGM,"27,383","24,575","9,203","5,637","36,586","30,212",Provisional,,,,
201911,1702500000,"Sugars; fructose, chemically pure, in solid form",KGM,888,49,0,0,888,49,Provisional,,,,
201911,1702600000,"Sugars; fructose, in the solid form, other than chemically pure fructose, and fructose syrup, (containing in the dry state more than 50% by weight of fructose, but not containing added flavouring or artificial matter), excluding invert sugar",KGM,"3,669","1,096",0,0,"3,669","1,096",Provisional,,,,
201911,1702901100,Sugars; caramel,KGM,"35,806","7,017",0,0,"35,806","7,017",Provisional,,,,
201911,1702901801,"Sugars; n.e.c. in heading no. 1702, including invert sugar, chemically pure maltose",,"8,276",,0,,"8,276",,Provisional,,,,
201911,1702901809,"Sugars; including invert sugar and other sugar and sugar syrup blends containing, in the dry state, 50% by weight of fructose; n.e.c. in item 1702.90",KGM,"48,570","18,505","43,969","11,341","92,539","29,847",Provisional,,,,
201911,1703100001,"Sugars; molasses, from sugar cane, refined",KGM,212,11,0,0,212,11,Provisional,,,,
201911,1703100011,"Sugars; molasses, from sugar cane, unrefined, stock food",KGM,989,25,0,0,989,25,Provisional,,,,
201911,1703100019,"Sugars; molasses, from sugar cane, unrefined, other than stock food",KGM,"10,746","2,268",0,0,"10,746","2,268",Provisional,,,,
201911,1703900009,"Sugars; molasses, from sugar beet, other than stock food",KGM,"39,818","4,228",308,44,"40,126","4,272",Provisional,,,,
201911,1704100000,"Sugar confectionery; chewing gum, whether or not sugar-coated, not containing cocoa",KGM,"7,987",313,0,0,"7,987",313,Provisional,,,,
201911,1704900000,"Sugar confectionery; (excluding chewing gum, including white chocolate), not containing cocoa",KGM,"6,085,131","850,261","14,071","2,746","6,099,202","853,007",Provisional,,,,
201911,1801000000,"Cocoa beans; whole or broken, raw or roasted",KGM,81,3,0,0,81,3,Provisional,,,,
201911,1803200000,"Cocoa; paste, wholly or partly defatted",KGM,205,24,"13,860","3,306","14,065","3,330",Provisional,,,,
201911,1805000000,"Cocoa; powder, not containing added sugar or other sweetening matter",KGM,"10,013",949,"11,655","2,625","21,668","3,574",Provisional,,,,
201911,1806100000,"Cocoa; powder, containing added sugar or other sweetening matter",KGM,"6,819",569,565,178,"7,384",747,Provisional,,,,
201911,1806200010,"Chocolate & other food preparations containing cocoa; in blocks/slabs/bars of more than 2kg or in liquid/paste/powder/granular or other bulk form in containers/packings, content exceeding 2kg, containing by weight 30% or more dairy product (milk powder)",KGM,35,2,0,0,35,2,Provisional,,,,
201911,1806200090,"Chocolate & other food preparations containing cocoa; in blocks/slabs/bars of more than 2kg or in liquid/paste/powder/granular or other bulk form in containers/packings, content exceeding 2kg, containing by weight less than 30% dairy (milk powder)",KGM,"59,993","8,171",0,0,"59,993","8,171",Provisional,,,,
201911,1806310001,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, moulded, filled, exceeding 15g but not exceeding 2kg",KGM,"288,708","12,317",500,31,"289,208","12,348",Provisional,,,,
201911,1806310011,"Chocolate and other food preparations containing cocoa; chocolate coated (enrobed) bars, filled, wrapped, exceeding 15g but not exceeding 2kg",KGM,"803,509","97,332","10,398",650,"813,907","97,982",Provisional,,,,
201911,1806310019,"Chocolate and other food preparations containing cocoa; chocolate coated (enrobed) bars, filled, unwrapped, exceeding 15g but not exceeding 2kg",KGM,"150,245","18,456",0,0,"150,245","18,456",Provisional,,,,
201911,1806310029,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 15g or less",KGM,477,40,"106,965","10,317","107,442","10,357",Provisional,,,,
201911,1806320001,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, moulded, (not filled), exceeding 15g but not exceeding 2kg",KGM,"1,146,147","119,778",0,0,"1,146,147","119,778",Provisional,,,,
201911,1806320011,"Chocolate and other food preparations containing cocoa; chocolate coated (enrobed) bars, (not filled), wrapped, exceeding 15g but not exceeding 2kg",KGM,"2,780,912","168,375",0,0,"2,780,912","168,375",Provisional,,,,
201911,1806320029,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 15g or less",KGM,"8,496",450,0,0,"8,496",450,Provisional,,,,
201911,1806900001,"Chocolate and other food preparations containing cocoa; (in forms other than blocks, slabs or bars), weight exceeding 15g",KGM,"987,791","82,053",0,0,"987,791","82,053",Provisional,,,,
201911,1806900011,"Chocolate and other food preparations containing cocoa; chocolate pieces (creams, liqueurs, assortments and the like), weighing 15g or less, in retail packs",KGM,"126,367","22,146",724,29,"127,091","22,175",Provisional,,,,
201911,1806900019,"Chocolate and other food preparations containing cocoa; chocolate pieces (creams, liqueurs, assortments and the like), weighing 15g or less, other than in retail packs",KGM,"6,440",860,773,26,"7,213",886,Provisional,,,,
201911,1806900029,"Chocolate and other food preparations containing cocoa; in forms n.e.c. in heading no. 1806, weighing 15g or less",KGM,"575,949","274,986","2,297",239,"578,246","275,225",Provisional,,,,
201911,1901100900,"Food preparations; of flour, meal, starch, malt extract or milk products, (not containing cocoa), suitable for infants or young children, put up for retail sale",KGM,"118,760,377","7,850,032","7,448",486,"118,767,825","7,850,518",Provisional,,,,
201911,1901200100,"Food preparations; mixes and doughs for the preparation of bread, pastry, cakes, biscuits and other bakers' wares, containing cocoa",KGM,"8,337","2,168",0,0,"8,337","2,168",Provisional,,,,
201911,1901200900,"Food preparations; mixes and doughs for the preparation of bread, pastry, cakes, biscuits and other bakers' wares, not containing cocoa",KGM,"3,206,530","1,148,471","16,395","7,040","3,222,925","1,155,511",Provisional,,,,
201911,1901900100,"Food preparations; of flour, meal, starch, malt extract or milk products, containing cocoa, for uses n.e.c. in heading no. 1901",KGM,"142,595","51,714",0,0,"142,595","51,714",Provisional,,,,
201911,1901900903,"Food preparations; malt extract for use in home brewing, in retail packs",KGM,"88,790","25,441","6,143",731,"94,933","26,172",Provisional,,,,
201911,1901900905,"Food preparations; malt extract for use in home brewing, other than in retail packs",KGM,"1,843",284,0,0,"1,843",284,Provisional,,,,
201911,1901900912,Food preparations; malt extract for use in commercial brewing,KGM,"26,345","3,600","1,749",620,"28,094","4,220",Provisional,,,,
201911,1901900928,"Food preparations; of flour, meal, starch or milk products, (other than malt extract), not containing cocoa, for uses n.e.c. in heading 1901",KGM,"18,897,402","2,789,510",21,3,"18,897,423","2,789,513",Provisional,,,,
201911,1902110000,"Food preparations; pasta, containing eggs, uncooked, not stuffed or otherwise prepared",KGM,"10,834","2,726",11,5,"10,845","2,731",Provisional,,,,
201911,1902190000,"Food preparations; pasta (excluding that containing eggs), uncooked, not stuffed or otherwise prepared",KGM,"20,012","3,611",0,0,"20,012","3,611",Provisional,,,,
201911,1902200000,"Food preparations; pasta, stuffed (with meat or other substances), whether or not cooked or otherwise prepared",KGM,"5,547",841,487,15,"6,034",856,Provisional,,,,
201911,1902300101,"Food preparations; pasta (excluding stuffed), cooked, prepared in combination with other food substances, dried noodle cake with flavour sachet",KGM,"10,234","1,488","6,383","2,242","16,617","3,730",Provisional,,,,
201911,1902300109,"Food preparations; pasta (excluding stuffed), cooked, prepared in combination with other food substances, (other than dried noodle cake with flavour sachet)",KGM,"1,649,073","762,462",11,5,"1,649,084","762,467",Provisional,,,,
201911,1902300901,"Food preparations; pasta (excluding stuffed), dried noodle cake, cooked, not prepared in combination with other food substances",KGM,10,1,0,0,10,1,Provisional,,,,
201911,1902300909,"Food preparations; pasta (excluding stuffed), (other than dried noodle cake), cooked, not prepared in combination with other food substances",KGM,"64,501","11,251","1,850",860,"66,351","12,111",Provisional,,,,
201911,1902400000,Food preparations; couscous,KGM,506,63,447,97,953,160,Provisional,,,,
201911,1903000000,"Food preparations; tapioca and substitutes therefor, prepared from starch, in the form of flakes, grains, pearls, siftings or similar",KGM,"1,030",190,470,160,"1,500",350,Provisional,,,,
201911,1904100902,"Food preparations; breakfast cereals, obtained by the swelling or roasting of cereals or cereal products, (not coated with chocolate or cocoa), in packs not exceeding 1 kg, mainly of maize",KGM,"24,904","7,754","3,694",895,"28,598","8,649",Provisional,,,,
201911,1904100905,"Food preparations; breakfast cereals, obtained by the swelling or roasting of cereals or cereal products, (not coated with chocolate or cocoa), in packs not exceeding 1 kg, mainly of oats",KGM,"171,131","23,729",802,300,"171,933","24,029",Provisional,,,,
201911,1904100911,"Food preparations; breakfast cereals, obtained by the swelling or roasting of cereals or cereal products, (not coated with chocolate or cocoa), in packs not exceeding 1 kg, mainly of rice",KGM,"10,447","1,844",315,40,"10,762","1,884",Provisional,,,,
201911,1904100915,"Food preparations; breakfast cereals, obtained by the swelling or roasting of cereals or cereal products, (not coated with chocolate or cocoa), in packs not exceeding 1 kg, mainly of wheat",KGM,"74,519","22,116",258,28,"74,777","22,144",Provisional,,,,
201911,1904100919,"Food preparations; breakfast cereals, obtained by the swelling or roasting of cereals or cereal products, (not coated with chocolate or cocoa), in packs not exceeding 1 kg, n.e.c. in item no. 1904.10",KGM,"39,103","4,758",42,4,"39,145","4,762",Provisional,,,,
201911,1904100925,"Food preparations; breakfast cereals, obtained by the swelling or roasting of cereals or cereal products, (not coated with chocolate or cocoa), in packs exceeding 1 kg, mainly of oats",KGM,"6,360","1,500",0,0,"6,360","1,500",Provisional,,,,
201911,1904100931,"Food preparations; breakfast cereals, obtained by the swelling or roasting of cereals or cereal products, (not coated with chocolate or cocoa), in packs exceeding 1 kg, mainly of rice",KGM,"21,756","5,650",0,0,"21,756","5,650",Provisional,,,,
201911,1904100935,"Food preparations; breakfast cereals, obtained by the swelling or roasting of cereals or cereal products, (not coated with chocolate or cocoa), in packs exceeding 1 kg, mainly of wheat",KGM,"290,686","55,142",207,38,"290,893","55,180",Provisional,,,,
201911,1904100939,"Food preparations; breakfast cereals, obtained by the swelling or roasting of cereals or cereal products, (not coated with chocolate or cocoa), in packs exceeding 1 kg, n.e.c. in item no. 1904.10",KGM,"87,189","15,286",0,0,"87,189","15,286",Provisional,,,,
201911,1904100941,"Food preparations; obtained by the swelling or roasting of cereals or cereal products (excluding breakfast cereals), (not coated with chocolate or cocoa), maize",KGM,"29,579","2,137",0,0,"29,579","2,137",Provisional,,,,
201911,1904100945,"Food preparations; obtained by the swelling or roasting of cereals or cereal products (excluding breakfast cereals), (not coated with chocolate or cocoa), oats",KGM,672,273,0,0,672,273,Provisional,,,,
201911,1904100951,"Food preparations; obtained by the swelling or roasting of cereals or cereal products (excluding breakfast cereals), (not coated with chocolate or cocoa), rice",KGM,"12,407",374,472,110,"12,879",484,Provisional,,,,
