Month,Harmonised System Code,Harmonised System Description,Unit Qty,Exports ($NZD fob),Exports Qty,Re-exports ($NZD fob),Re-exports Qty,Total Exports ($NZD fob),Total Exports Qty,Status,,,,
202202,101210015,"Horses; live, pure-bred breeding animals, thoroughbred, race breeding stock, mares",NMB,"2,000",1,"60,000",1,"62,000",2,Final,,,,
202202,603190021,"Flowers, cut; proteaceae (including all proteas and leucadendrons), flowers and buds of a kind suitable for bouquets or ornamental purposes, fresh",NMB,192,120,0,0,192,120,Final,,,,
202202,603190030,"Flowers, cut; spring bulbs, flowers and buds of a kind suitable for bouquets or ornamental purposes, fresh",NMB,"2,300","3,800",0,0,"2,300","3,800",Final,,,,
202202,603190039,"Flowers, cut; nerines, flowers and buds of a kind suitable for bouquets or ornamental purposes, fresh",NMB,"1,200","2,000",0,0,"1,200","2,000",Final,,,,
202202,603190048,"Flowers, cut; paeonies, flowers and buds of a kind suitable for bouquets or ornamental purposes, fresh",NMB,"31,456","12,180",0,0,"31,456","12,180",Final,,,,
202202,603190063,"Flowers, cut; hydrangea, flowers and buds of a kind suitable for bouquets or ornamental purposes, fresh",NMB,"230,753","71,721",0,0,"230,753","71,721",Final,,,,
202202,603190069,"Flowers, cut; viburnum, flowers and buds of a kind suitable for bouquets or ornamental purposes, fresh",NMB,"2,873","1,580",0,0,"2,873","1,580",Final,,,,
202202,603190072,"Flowers, cut; phormium, flowers and buds of a kind suitable for bouquets or ornamental purposes, fresh",NMB,585,"1,050",0,0,585,"1,050",Final,,,,
202202,603190075,"Flowers, cut; pittosporum, flowers and buds of a kind suitable for bouquets or ornamental purposes, fresh",NMB,"15,033","23,200",0,0,"15,033","23,200",Final,,,,
202202,603190078,"Flowers, cut; n.e.c. in item no. 0603.19, flowers and buds of a kind suitable for bouquets or ornamental purposes, fresh",NMB,"28,084","15,141",0,0,"28,084","15,141",Final,,,,
202202,603900101,"Flowers, cut; paeonies, flowers and buds of a kind suitable for bouquets or ornamental purposes, dried or bleached",NMB,"4,909",455,0,0,"4,909",455,Final,,,,
202202,604200019,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses and lichens; other than sphagnum moss and proteaceae, suitable for bouquets or for ornamental purposes, fresh",,"2,082",,0,,"2,082",,Final,,,,
202202,604909000,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses and lichens; suitable for bouquets or for ornamental purposes, other than dried or bleached",,"3,087",,0,,"3,087",,Final,,,,
202202,701900000,"Vegetables; potatoes (other than seed), fresh or chilled",KGM,"1,989,604","2,030,850",0,0,"1,989,604","2,030,850",Final,,,,
202202,702000000,"Vegetables; tomatoes, fresh or chilled",KGM,"694,159","157,953",0,0,"694,159","157,953",Final,,,,
202202,703100100,"Vegetables, alliaceous; onions, fresh or chilled",TNE,"15,521,318","17,819",0,0,"15,521,318","17,819",Final,,,,
202202,703100900,"Vegetables, alliaceous; shallots, fresh or chilled",KGM,"16,828","3,175",0,0,"16,828","3,175",Final,,,,
202202,703200000,"Vegetables, alliaceous; garlic, fresh or chilled",KGM,"32,504","8,190","100,324","26,316","132,828","34,506",Final,,,,
202202,703900000,"Vegetables, alliaceous; leeks and other kinds n.e.c. in heading no. 0703, fresh or chilled",KGM,"60,516","8,702",0,0,"60,516","8,702",Final,,,,
202202,704100010,"Vegetables, brassica; cauliflowers, fresh or chilled",KGM,"52,195","7,445",0,0,"52,195","7,445",Final,,,,
202202,704100020,"Vegetables, brassica; broccoli, fresh or chilled",KGM,"29,873","4,028",0,0,"29,873","4,028",Final,,,,
202202,704900001,"Vegetables, brassica; cabbages, fresh or chilled",KGM,"334,295","167,404",0,0,"334,295","167,404",Final,,,,
202202,704900010,"Vegetables, brassica; edible, n.e.c. in heading no. 0704, fresh or chilled",KGM,"24,386","8,770",0,0,"24,386","8,770",Final,,,,
202202,705110000,"Vegetables; cabbage (head) lettuce (lactuca sativa), fresh or chilled",KGM,"25,564","3,822",0,0,"25,564","3,822",Final,,,,
202202,705190000,"Vegetables; lettuce (lactuca sativa), (other than cabbage lettuce), fresh or chilled",KGM,"15,556","2,082",0,0,"15,556","2,082",Final,,,,
202202,705210000,"Vegetables; witloof chicory (cichorium intybus var. foliosum), fresh or chilled",KGM,"1,574",144,0,0,"1,574",144,Final,,,,
202202,705290000,"Vegetables; chicory (cichorium spp.), (other than witloof chicory), fresh or chilled",KGM,"3,519","1,000",0,0,"3,519","1,000",Final,,,,
202202,706100001,"Vegetables, root; carrots, fresh or chilled",KGM,"683,057","473,141",0,0,"683,057","473,141",Final,,,,
202202,706100009,"Vegetables, root; turnips, fresh or chilled",KGM,"1,617",389,0,0,"1,617",389,Final,,,,
202202,706900000,"Vegetables, root; salad beetroot, salsify, celeric, radishes and similar edible roots, fresh or chilled",KGM,"24,314","5,586",0,0,"24,314","5,586",Final,,,,
202202,707000000,"Vegetables; cucumbers and gherkins, fresh or chilled",KGM,"21,935","3,735",0,0,"21,935","3,735",Final,,,,
202202,708200000,"Vegetables, leguminous; beans (vigna spp., phaseolus spp.), shelled or unshelled, fresh or chilled",KGM,"1,406",133,0,0,"1,406",133,Final,,,,
202202,708900000,"Vegetables, leguminous; (other than peas and beans), shelled or unshelled, fresh or chilled",KGM,71,18,0,0,71,18,Final,,,,
202202,709300000,"Vegetables; aubergines, (e.g. plants), fresh or chilled",KGM,"2,762",485,0,0,"2,762",485,Final,,,,
202202,709400000,"Vegetables; celery (other than celeriac), fresh or chilled",KGM,"99,995","49,058",0,0,"99,995","49,058",Final,,,,
202202,709511000,"Vegetables; mushrooms of the genus Agaricus, fresh or chilled",KGM,"63,852","4,604",0,0,"63,852","4,604",Final,,,,
202202,709600000,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",KGM,"2,390,053","418,735",0,0,"2,390,053","418,735",Final,,,,
202202,709700000,"Vegetables; spinach, New Zealand spinach and orache spinach (garden spinach), fresh or chilled",KGM,"1,004",91,0,0,"1,004",91,Final,,,,
202202,709920000,"Vegetables; olives, fresh or chilled",KGM,165,2,0,0,165,2,Final,,,,
202202,709930010,"Vegetables; squash, fresh or chilled",KGM,"10,888,088","13,210,430",0,0,"10,888,088","13,210,430",Final,,,,
202202,709930019,"Vegetables; pumpkins, fresh or chilled",KGM,"904,883","1,509,600",0,0,"904,883","1,509,600",Final,,,,
202202,709990015,"Vegetables; sweetcorn, fresh or chilled",KGM,"4,294",705,0,0,"4,294",705,Final,,,,
202202,709990019,"Vegetables; n.e.c. in heading no. 0709, fresh or chilled",KGM,"44,020","1,293",0,0,"44,020","1,293",Final,,,,
202202,710100000,"Vegetables; potatoes, uncooked or cooked by steaming or boiling in water, frozen",KGM,"52,903","25,670",0,0,"52,903","25,670",Final,,,,
202202,710210001,"Vegetables, leguminous; peas (pisum sativum), shelled or unshelled, uncooked, frozen",KGM,"53,694","26,853",0,0,"53,694","26,853",Final,,,,
202202,710210009,"Vegetables, leguminous; peas (pisum sativum), shelled or unshelled, cooked by steaming or boiling in water, frozen",KGM,"6,436,270","3,980,151",0,0,"6,436,270","3,980,151",Final,,,,
202202,710220001,"Vegetables, leguminous; green beans, shelled or unshelled, uncooked, frozen",KGM,653,133,0,0,653,133,Final,,,,
202202,710220009,"Vegetables, leguminous; green beans, shelled or unshelled, cooked by steaming or boiling in water, frozen",KGM,"312,194","184,653",0,0,"312,194","184,653",Final,,,,
202202,710220011,"Vegetables, leguminous; broad beans, shelled or unshelled, uncooked or cooked by steaming or boiling in water, frozen",KGM,"120,217","52,080",0,0,"120,217","52,080",Final,,,,
202202,710220019,"Vegetables, leguminous; beans (vigna spp., phaseolus spp.), n.e.c. in item no. 0710.22, shelled or unshelled, uncooked or cooked by steaming or boiling in water, frozen",KGM,0,0,155,26,155,26,Final,,,,
202202,710290000,"Vegetables, leguminous; (other than peas or beans), shelled or unshelled, uncooked or cooked by steaming or boiling in water, frozen",KGM,681,180,0,0,681,180,Final,,,,
202202,710300000,"Vegetables; spinach, New Zealand spinach and orache spinach (garden spinach), uncooked or cooked by steaming or boiling in water, frozen",KGM,"26,097","11,446",784,230,"26,881","11,676",Final,,,,
202202,710400000,"Vegetables; sweetcorn, uncooked or cooked by steaming or boiling in water, frozen",KGM,"1,440,857","811,238",0,0,"1,440,857","811,238",Final,,,,
202202,710800001,"Vegetables; carrots, uncooked or cooked by steaming or boiling in water, frozen",KGM,"155,147","101,203",0,0,"155,147","101,203",Final,,,,
202202,710800009,"Vegetables; asparagus, uncooked or cooked by steaming or boiling in water, frozen",KGM,551,60,"2,092",250,"2,643",310,Final,,,,
202202,710800019,"Vegetables; other than carrots and asparagus, n.e.c. in heading no. 0710, uncooked or cooked by steaming or boiling in water, frozen",KGM,"342,275","99,581","24,986","7,150","367,261","106,731",Final,,,,
202202,710900009,"Vegetable mixtures; beans, uncooked or cooked by steaming or boiling in water, frozen",KGM,"62,509","16,625",0,0,"62,509","16,625",Final,,,,
202202,710900019,"Vegetable mixtures; n.e.c. in item no. 0710.90, uncooked or cooked by steaming or boiling in water, frozen",KGM,"1,018,988","610,008","1,828",510,"1,020,816","610,518",Final,,,,
202202,711200000,"Vegetables; olives, provisionally preserved but unsuitable in that state for immediate consumption",KGM,0,0,"1,412",91,"1,412",91,Final,,,,
202202,711590020,"Vegetables; truffles, provisionally preserved but unsuitable in that state for immediate consumption",KGM,0,0,68,1,68,1,Final,,,,
202202,711900090,"Vegetables; other kinds n.e.c. in heading no. 0711, provisionally preserved but unsuitable in that state for immediate consumption",KGM,"12,347","5,041",129,2,"12,476","5,043",Final,,,,
202202,712200000,"Vegetables; onions, whole, cut, sliced, broken or in powder but not further prepared, dried",KGM,"3,219",278,"13,952","1,127","17,171","1,405",Final,,,,
202202,712391910,"Vegetables; mushrooms n.e.c. in item 0712.3, whole, cut, sliced, broken or in powder but not further prepared, dried",KGM,0,0,391,2,391,2,Final,,,,
202202,712900100,"Vegetables; corn, whole, cut, sliced, broken or in powder but not further prepared, dried",KGM,"639,509","49,383",0,0,"639,509","49,383",Final,,,,
202202,712900900,"Vegetables; herbs (including mixtures), whole, cut, sliced, broken or in powder but not further prepared, dried",KGM,"75,494","9,671",563,125,"76,057","9,796",Final,,,,
202202,712901901,"Vegetables; potatoes whether or not cut or sliced (but not further prepared), dried",KGM,"49,056","3,228",0,0,"49,056","3,228",Final,,,,
202202,712901909,"Vegetables; other kinds and mixtures n.e.c. in item no. 0712.90, whole, cut, sliced, broken or in powder (but not further prepared), dried",KGM,"721,694","74,921","3,580",60,"725,274","74,981",Final,,,,
202202,713100100,"Vegetables, leguminous; peas (pisum sativum), shelled, whether or not skinned or split, dried",KGM,261,66,0,0,261,66,Final,,,,
202202,713100809,"Vegetables, leguminous; peas (pisum sativum), shelled, whether or not skinned, other than split, dried, for sowing, other than packed for retail sale",KGM,"706,565","408,000",0,0,"706,565","408,000",Final,,,,
202202,713100811,"Vegetables, leguminous; peas (pisum sativum), shelled, whether or not skinned, other than split, artificially dried or dehydrated, other than for sowing",KGM,"421,208","77,229",0,0,"421,208","77,229",Final,,,,
202202,713100819,"Vegetables, leguminous; peas (pisum sativum), shelled, whether or not skinned, other than split, dried but not artificially, other than for sowing",KGM,"792,832","536,500",74,10,"792,906","536,510",Final,,,,
202202,713200811,"Vegetables, leguminous; chickpeas (garbanzos), shelled, whether or not skinned, artificially dried or dehydrated, not for sowing",KGM,111,19,0,0,111,19,Final,,,,
202202,713200819,"Vegetables, leguminous; chickpeas (garbanzos), n.e.c. in item no. 0713.20, shelled, whether or not skinned, dried, not for sowing",KGM,0,0,310,49,310,49,Final,,,,
202202,713310011,"Vegetables, leguminous; beans vigna mungo (l.) hepper or vigna radiata (l.) wilczek, shelled, whether or not skinned or split, artificially dried or dehydrated, other than for sowing",KGM,"2,930",180,0,0,"2,930",180,Final,,,,
202202,713320011,"Vegetables, leguminous; small red (adzuki) beans (phaseolus or vigna angularis), shelled, whether or not skinned or split, artificially dried or dehydrated, other than for sowing",KGM,14,5,0,0,14,5,Final,,,,
202202,713330019,"Vegetables, leguminous; kidney beans, including white pea beans (phaseolus vulgaris), shelled, whether or not skinned or split, dried but not artificially, other than for sowing",KGM,232,70,0,0,232,70,Final,,,,
202202,713400000,"Vegetables, leguminous; lentils, shelled, whether or not skinned or split, dried",KGM,859,120,481,75,"1,340",195,Final,,,,
202202,714201000,"Vegetable roots and tubers; sweet potatoes, with high starch or inulin content, cooked and preserved by freezing, not containing added sugar, whether or not sliced or in the form of pellets",KGM,238,17,0,0,238,17,Final,,,,
202202,714209000,"Vegetable roots and tubers; sweet potatoes, n.e.c. in item no. 0714.20, with high starch or inulin content, fresh, chilled or dried, frozen, whether or not sliced or in pellet form",,"7,607",,0,,"7,607",,Final,,,,
202202,801110000,"Nuts, edible; coconuts, desiccated",KGM,"17,971","3,024",376,29,"18,347","3,053",Final,,,,
202202,801190010,"Nuts, edible; coconuts, fresh or dried, other than desiccated or in the inner shell (endocarp)",KGM,180,1,0,0,180,1,Final,,,,
202202,801310000,"Nuts, edible; cashew nuts, fresh or dried, in shell",KGM,315,95,765,23,"1,080",118,Final,,,,
202202,801320000,"Nuts, edible; cashew nuts, fresh or dried, shelled",KGM,"1,501",130,"10,350",680,"11,851",810,Final,,,,
202202,802110000,"Nuts, edible; almonds, fresh or dried, in shell",KGM,224,14,0,0,224,14,Final,,,,
202202,802120000,"Nuts, edible; almonds, fresh or dried, shelled",KGM,"2,770",383,"4,983",363,"7,753",746,Final,,,,
202202,802220000,"Nuts, edible; hazelnuts or filberts (corylus spp.), fresh or dried, shelled",KGM,465,123,0,0,465,123,Final,,,,
202202,802320000,"Nuts, edible; walnuts, fresh or dried, shelled",KGM,414,16,"8,919",757,"9,333",773,Final,,,,
202202,802510000,"Nuts, edible; pistachios, fresh or dried, in shell",KGM,854,43,0,0,854,43,Final,,,,
202202,802520000,"Nuts, edible; pistachios, fresh or dried, shelled",KGM,"4,605",387,0,0,"4,605",387,Final,,,,
202202,802620000,"Nuts, edible; macadamia, fresh or dried, shelled",KGM,0,0,"5,100",170,"5,100",170,Final,,,,
202202,802920000,"Nuts, edible; pine nuts, fresh or dried, shelled",KGM,90,2,"1,975",70,"2,065",72,Final,,,,
202202,802990020,"Nuts, edible; n.e.c. in heading 0801 and 0802, fresh or dried, shelled",KGM,202,36,0,0,202,36,Final,,,,
202202,804100001,"Fruit, edible; dates, fresh",KGM,552,45,452,16,"1,004",61,Final,,,,
202202,804100009,"Fruit, edible; dates, dried",KGM,"10,203","2,811","3,450",289,"13,653","3,100",Final,,,,
202202,804200001,"Fruit, edible; figs, fresh",KGM,"1,943",300,0,0,"1,943",300,Final,,,,
202202,804200009,"Fruit, edible; figs, dried",KGM,837,35,0,0,837,35,Final,,,,
202202,804300001,"Fruit, edible; pineapples, fresh",KGM,0,0,240,66,240,66,Final,,,,
202202,804300009,"Fruit, edible; pineapples, dried",KGM,"3,270",32,0,0,"3,270",32,Final,,,,
202202,804400001,"Fruit, edible; avocados, fresh",KGM,"6,424,018","1,668,639","134,587","37,310","6,558,605","1,705,949",Final,,,,
202202,804500001,"Fruit, edible; guavas, mangoes and mangosteens, fresh",KGM,345,38,0,0,345,38,Final,,,,
202202,804500009,"Fruit, edible; guavas, mangoes and mangosteens, dried",KGM,0,0,57,1,57,1,Final,,,,
202202,805100001,"Fruit, edible; oranges, whole, fresh",KGM,"19,676","5,995",623,162,"20,299","6,157",Final,,,,
202202,805100009,"Fruit, edible; oranges, other than whole, dried",KGM,"1,193",6,0,0,"1,193",6,Final,,,,
202202,805210000,"Fruit, edible; mandarins (including tangerines and satsumas), fresh or dried",KGM,"8,442","1,021",0,0,"8,442","1,021",Final,,,,
202202,805400000,"Fruit, edible; grapefruit and pomelos, fresh or dried",KGM,42,15,0,0,42,15,Final,,,,
202202,805500010,"Fruit, edible; lemons (Citrus limon, Citrus limonum), fresh or dried",KGM,"1,323",184,0,0,"1,323",184,Final,,,,
202202,805500019,"Fruit, edible; limes (Citrus aurantifolia, Citrus latifolia), fresh or dried",KGM,0,0,93,5,93,5,Final,,,,
202202,806100000,"Fruit, edible; grapes, fresh",KGM,"15,865","1,834","96,312","12,646","112,177","14,480",Final,,,,
202202,806200009,"Fruit, edible; grapes, dried, as raisins, including muscatels",KGM,"1,625",242,0,0,"1,625",242,Final,,,,
202202,806200011,"Fruit, edible; grapes, dried, as sultanas",KGM,"3,653",715,0,0,"3,653",715,Final,,,,
202202,806200019,"Fruit, edible; grapes, n.e.c. in item no. 0806.20, dried",KGM,"39,150","2,175",0,0,"39,150","2,175",Final,,,,
202202,807110000,"Fruit, edible; watermelons, fresh",KGM,254,56,0,0,254,56,Final,,,,
202202,807190009,"Fruit, edible; melons, other than water, musk or prince melons, fresh",KGM,"284,353","27,572",0,0,"284,353","27,572",Final,,,,
202202,808100001,"Fruit, edible; apples, fresh, pulped, grated, sliced, chopped, shredded, minced or peeled",KGM,"77,307","39,900",265,117,"77,572","40,017",Final,,,,
202202,808100022,"Fruit, edible; apples, Fuji/Fuji Sports, fresh, whole fruit",KGM,"7,571","2,340",0,0,"7,571","2,340",Final,,,,
202202,808100026,"Fruit, edible; apples, Granny Smith, fresh, whole fruit",KGM,"2,890","1,701",0,0,"2,890","1,701",Final,,,,
202202,808100028,"Fruit, edible; apples, Jazz (Scifresh), fresh, whole fruit",KGM,"33,792","26,226",0,0,"33,792","26,226",Final,,,,
202202,808100032,"Fruit, edible; apples, Pacific Queen/New Zealand Queen (Scired), fresh, whole fruit",KGM,"446,387","140,372",0,0,"446,387","140,372",Final,,,,
202202,808100034,"Fruit, edible; apples, Pacific Rose/New Zealand Rose (Sciros), fresh, whole fruit",KGM,313,92,0,0,313,92,Final,,,,
202202,808100050,"Fruit, edible; apples, Braeburn/Red Braeburn/Braeburn Sport, fresh, whole fruit",KGM,"6,406","2,268",0,0,"6,406","2,268",Final,,,,
202202,808100060,"Fruit, edible; apples, Royal Gala/Gala, fresh, whole fruit",KGM,"10,168,488","3,865,412",0,0,"10,168,488","3,865,412",Final,,,,
202202,808100079,"Fruit, edible; apples, n.e.c. in item no. 0808.10, fresh, whole fruit",KGM,"6,318,829","1,979,352",0,0,"6,318,829","1,979,352",Final,,,,
202202,808300010,"Fruit, edible; pears, Belle de Jumet, fresh",KGM,"2,001,890","699,809",0,0,"2,001,890","699,809",Final,,,,
202202,808300015,"Fruit, edible; pears, Beurre Bosc, fresh",KGM,58,72,0,0,58,72,Final,,,,
202202,808300025,"Fruit, edible; pears, Green pears, fresh",KGM,342,75,0,0,342,75,Final,,,,
202202,808300027,"Fruit, edible; pears, Nashi, fresh",KGM,"3,756","1,212","2,779",867,"6,535","2,079",Final,,,,
202202,808300049,"Fruit, edible; pears, n.e.c. in item no. 0808.30, fresh",KGM,"77,538","23,977","13,814","5,076","91,352","29,053",Final,,,,
202202,809100000,"Fruit, edible; apricots, fresh",KGM,"484,869","72,534",0,0,"484,869","72,534",Final,,,,
202202,809290000,"Fruit, edible; cherries, other than sour cherries (Prunus cerasus), fresh",KGM,"3,868,436","203,339",0,0,"3,868,436","203,339",Final,,,,
202202,809300001,"Fruit, edible; nectarines, fresh",KGM,"5,019",800,0,0,"5,019",800,Final,,,,
202202,809300009,"Fruit, edible; peaches, other than nectarines, fresh",KGM,"269,619","33,232",0,0,"269,619","33,232",Final,,,,
202202,809400001,"Fruit, edible; plums, fresh",KGM,"20,879","6,684",0,0,"20,879","6,684",Final,,,,
202202,810200001,"Fruit, edible; raspberries, fresh",KGM,58,2,0,0,58,2,Final,,,,
202202,810400001,"Fruit, edible; blueberries, fresh",KGM,"10,572,381","460,123",0,0,"10,572,381","460,123",Final,,,,
202202,810400009,"Fruit, edible; cranberries, bilberries, and other fruits of the genus vaccinium, other than blueberries, fresh",KGM,"1,802",150,0,0,"1,802",150,Final,,,,
202202,810900010,"Fruit, edible; passion fruit, fresh",KGM,"107,752","11,360",0,0,"107,752","11,360",Final,,,,
202202,810900055,"Fruit, edible; kiwiberries, fresh",KGM,"2,227,192","98,149",0,0,"2,227,192","98,149",Final,,,,
202202,811100100,"Fruit, edible; strawberries, frozen, uncooked or cooked by steaming or boiling in water, containing added sugar or other sweetening matter",KGM,"1,922",351,0,0,"1,922",351,Final,,,,
202202,811100900,"Fruit, edible; strawberries, frozen, uncooked or cooked by steaming or boiling in water, not containing added sugar or other sweetening matter",KGM,"3,736",410,"7,181","1,080","10,917","1,490",Final,,,,
202202,811200901,"Fruit, edible; raspberries, frozen, uncooked or cooked by steaming or boiling in water, not containing added sugar or other sweetening matter",KGM,"51,405","2,825","2,545",210,"53,950","3,035",Final,,,,
202202,811200939,"Fruit, edible; blackberries, mulberries, loganberries, white or red currants, gooseberries, uncooked or cooked, not containing added sugar or other sweetening matter, not raspberries or blackcurrants",KGM,"96,446","24,251","2,459",290,"98,905","24,541",Final,,,,
202202,811900100,"Fruit, edible; passionfruit, frozen, uncooked or cooked by steaming or boiling in water, containing added sugar or other sweetening matter",KGM,109,10,0,0,109,10,Final,,,,
202202,811900911,"Fruit, edible; berry fruit n.e.c. in heading no. 0811, frozen, uncooked or cooked by steaming or boiling in water, containing added sugar or other sweetening matter",KGM,"10,958","1,276",0,0,"10,958","1,276",Final,,,,
202202,811900919,"Fruit, edible; fruit salad, frozen, uncooked or cooked by steaming or boiling in water, containing added sugar or other sweetening matter",KGM,83,25,0,0,83,25,Final,,,,
202202,811900951,"Fruit, edible; prunes, frozen, uncooked or cooked by steaming or boiling in water, containing added sugar or other sweetening matter",KGM,"1,037",83,0,0,"1,037",83,Final,,,,
202202,811900959,"Fruit, edible; fruit n.e.c. in heading no. 0811, frozen, uncooked or cooked by steaming or boiling in water, containing added sugar or other sweetening matter",KGM,975,152,0,0,975,152,Final,,,,
202202,811901100,"Fruit, edible; passionfruit, frozen, uncooked or cooked by steaming or boiling in water, not containing added sugar or other sweetening matter",KGM,"1,491",23,0,0,"1,491",23,Final,,,,
202202,811901912,"Fruit, edible; fruit and nuts n.e.c. in item no. 0811.90, cooked or uncooked, frozen, not containing added sugar or other colouring matter, boysenberries, individually quick frozen",KGM,"29,198","4,345",0,0,"29,198","4,345",Final,,,,
202202,811901918,"Fruit, edible; fruit and nuts n.e.c. in item no. 0811.90, cooked or uncooked, frozen, not containing added sugar or other colouring matter, boysenberries, other than concentrate or individually quick frozen",KGM,"773,038","181,883",0,0,"773,038","181,883",Final,,,,
202202,811901931,"Fruit, edible; cooked or uncooked, frozen, no added sugar or other sweetening matter, blueberries, individually quick frozen",KGM,"5,049",561,"6,903",895,"11,952","1,456",Final,,,,
202202,811901939,"Fruit, edible; cooked or uncooked, frozen, no added sugar or other sweetening matter, blueberries, other than concentrate or individually quick frozen",KGM,"12,196",800,766,100,"12,962",900,Final,,,,
202202,811901941,"Fruit, edible; cooked or uncooked, frozen, no added sugar or other sweetening matter, kiwifruit",KGM,"86,443","43,821",0,0,"86,443","43,821",Final,,,,
202202,811901949,"Fruit, edible; cooked or uncooked, frozen, no added sugar or other sweetening matter, other than boysenberries, blueberries or kiwifruit",KGM,"21,120","2,567","6,291",811,"27,411","3,378",Final,,,,
202202,812100000,"Fruit, edible; cherries, provisionally preserved, but unsuitable in that state for immediate consumption",KGM,"1,071",225,0,0,"1,071",225,Final,,,,
202202,812900090,"Fruit, edible; fruit n.e.c. in heading no. 0812, provisionally preserved but unsuitable in that state for immediate consumption",KGM,"15,819","22,000",0,0,"15,819","22,000",Final,,,,
202202,813100000,"Fruit, edible; apricots, dried",KGM,"1,154",126,"1,349",114,"2,503",240,Final,,,,
202202,813200000,"Fruit, edible; prunes, dried",KGM,781,50,0,0,781,50,Final,,,,
202202,813300000,"Fruit, edible; apples, dried",KGM,"134,426","11,196",0,0,"134,426","11,196",Final,,,,
202202,813400001,"Fruit, edible; peaches, dried",KGM,353,30,0,0,353,30,Final,,,,
202202,813400009,"Fruit, edible; other than heading no. 0801 to 0806 and 0813, dried",KGM,"161,930","5,295","4,088",182,"166,018","5,477",Final,,,,
202202,813500000,"Nuts, edible; mixtures of nuts or dried fruits of chapter 08",KGM,"2,825",180,485,55,"3,310",235,Final,,,,
202202,901110000,Coffee; not roasted or decaffeinated,KGM,"98,586","7,537","9,480","1,200","108,066","8,737",Final,,,,
202202,901210000,"Coffee; roasted, not decaffeinated",KGM,"93,180","3,703","6,468",732,"99,648","4,435",Final,,,,
202202,901220000,"Coffee; roasted, decaffeinated",KGM,"3,350",167,"1,319",149,"4,669",316,Final,,,,
202202,901909000,Coffee; coffee substitutes containing coffee in any proportion,KGM,"23,481","4,200",0,0,"23,481","4,200",Final,,,,
202202,902100009,"Tea, green; (not fermented), in immediate packings of a content not exceeding 3kg, other than in packages of 2kg net weight or more",KGM,"115,992","3,848","9,931",224,"125,923","4,072",Final,,,,
202202,902300001,"Tea, black; (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3kg, in packages of 2kg net weight or more",KGM,"6,376",220,0,0,"6,376",220,Final,,,,
202202,902300009,"Tea, black; (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3kg, other than in packages of 2kg net weight or more",KGM,"21,682",558,"27,252","1,227","48,934","1,785",Final,,,,
202202,902400000,"Tea, black; (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg",KGM,"21,585","1,294","4,097",163,"25,682","1,457",Final,,,,
202202,904110000,"Spices; pepper (of the genus piper), neither crushed nor ground",KGM,"9,476",453,"1,608",180,"11,084",633,Final,,,,
202202,904120000,"Spices; pepper (of the genus piper), crushed or ground",KGM,"8,875",588,"2,188",250,"11,063",838,Final,,,,
202202,904210000,"Spices; fruits of the genus Capsicum or Pimenta, dried, neither crushed nor ground",KGM,458,68,563,63,"1,021",131,Final,,,,
202202,904220000,"Spices; fruits of the genus Capsicum or Pimenta, crushed or ground",KGM,617,45,132,7,749,52,Final,,,,
202202,905100000,"Spices; vanilla, neither crushed nor ground",KGM,0,0,"3,582",7,"3,582",7,Final,,,,
202202,905200000,"Spices; vanilla, crushed or ground",KGM,853,102,0,0,853,102,Final,,,,
202202,906110000,"Spices; cinnamon (Cinnamomum zeylanicum Blume), neither crushed nor ground",KGM,0,0,89,2,89,2,Final,,,,
202202,906200000,"Spices; cinnamon and cinnamon-tree flowers, crushed or ground",KGM,492,54,139,3,631,57,Final,,,,
202202,907100000,"Spices; cloves (whole fruit, cloves and stems), neither crushed nor ground",KGM,381,58,0,0,381,58,Final,,,,
202202,908120000,"Spices; nutmeg, crushed or ground",KGM,"1,760",74,0,0,"1,760",74,Final,,,,
202202,908320000,"Spices; cardamoms, crushed or ground",KGM,254,38,0,0,254,38,Final,,,,
202202,909220000,"Spices; coriander seeds, crushed or ground",KGM,203,11,0,0,203,11,Final,,,,
202202,909310000,"Spices; cumin seeds, neither crushed nor ground",KGM,"1,976",117,0,0,"1,976",117,Final,,,,
202202,909320000,"Spices; cumin seeds, crushed or ground",KGM,508,77,0,0,508,77,Final,,,,
202202,909610010,"Spices; anise or badian seeds, neither crushed nor ground",KGM,229,19,0,0,229,19,Final,,,,
202202,909610015,"Spices; caraway seeds, neither crushed nor ground",KGM,59,3,0,0,59,3,Final,,,,
202202,909610019,"Spices; fennel seeds, juniper berries, neither crushed nor ground",KGM,131,7,0,0,131,7,Final,,,,
202202,910110010,"Spices; ginger, green, neither crushed nor ground",KGM,"3,554",465,"123,048","24,484","126,602","24,949",Final,,,,
202202,910110019,"Spices; ginger, dry, neither crushed nor ground",KGM,"1,179",141,"1,556",400,"2,735",541,Final,,,,
202202,910120000,"Spices; ginger, green or dry, crushed or ground",KGM,"1,313",178,"3,254",427,"4,567",605,Final,,,,
202202,910300900,"Spices; turmeric (curcuma), crushed or ground",,"1,163",,0,,"1,163",,Final,,,,
