Month,Harmonised System Code,Harmonised System Description,Unit Qty,Country,Exports ($NZD fob),Exports Qty,Re-exports ($NZD fob),Re-exports Qty,Total Exports ($NZD fob),Total Exports Qty,Status,,,
202212,4202220000,"Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of plastic sheeting or of textile materials",,Hong Kong (Special Administrative Region),0,,"14,247",,"14,247",,Provisional,,,
202212,4202220000,"Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of plastic sheeting or of textile materials",,Japan,0,,"4,636",,"4,636",,Provisional,,,
202212,4202220000,"Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of plastic sheeting or of textile materials",,French Polynesia,0,,"2,516",,"2,516",,Provisional,,,
202212,4202220000,"Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of plastic sheeting or of textile materials",,Papua New Guinea,"36,326",,0,,"36,326",,Provisional,,,
202212,4202220000,"Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of plastic sheeting or of textile materials",,Singapore,0,,"529,109",,"529,109",,Provisional,,,
202212,4202220000,"Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of plastic sheeting or of textile materials",,Thailand,0,,650,,650,,Provisional,,,
202212,4202220000,"Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of plastic sheeting or of textile materials",,Vanuatu,423,,0,,423,,Provisional,,,
202212,4202220000,"Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of plastic sheeting or of textile materials",,Samoa,0,,"1,400",,"1,400",,Provisional,,,
202212,4202290000,"Cases and containers; handbags (whether or not with shoulder strap and including those without handle), of vulcanised fibre or of paperboard, or wholly or mainly covered with such materials or with paper",,Australia,0,,97,,97,,Provisional,,,
202212,4202290000,"Cases and containers; handbags (whether or not with shoulder strap and including those without handle), of vulcanised fibre or of paperboard, or wholly or mainly covered with such materials or with paper",,United Kingdom,0,,40,,40,,Provisional,,,
202212,4202310901,"Cases and containers; purses, of a kind normally carried in the pocket or in the handbag), with outer surface of leather or of composition leather",,Australia,0,,"2,543",,"2,543",,Provisional,,,
202212,4202310901,"Cases and containers; purses, of a kind normally carried in the pocket or in the handbag), with outer surface of leather or of composition leather",,Singapore,0,,"3,059",,"3,059",,Provisional,,,
202212,4202310909,"Cases and containers; keyholders, of a kind normally carried in the pocket or in the handbag, with outer surface of leather or of composition leather",,Australia,0,,101,,101,,Provisional,,,
202212,4202310909,"Cases and containers; keyholders, of a kind normally carried in the pocket or in the handbag, with outer surface of leather or of composition leather",,Singapore,0,,"1,612",,"1,612",,Provisional,,,
202212,4202310911,"Cases and containers; wallets and billfolds, of a kind normally carried in the pocket or in the handbag with outer surface of leather or of composition leather",,Australia,3,,"6,820",,"6,823",,Provisional,,,
202212,4202310911,"Cases and containers; wallets and billfolds, of a kind normally carried in the pocket or in the handbag with outer surface of leather or of composition leather",,Switzerland,0,,"2,087",,"2,087",,Provisional,,,
202212,4202310911,"Cases and containers; wallets and billfolds, of a kind normally carried in the pocket or in the handbag with outer surface of leather or of composition leather",,Hong Kong (Special Administrative Region),0,,"1,568",,"1,568",,Provisional,,,
202212,4202310911,"Cases and containers; wallets and billfolds, of a kind normally carried in the pocket or in the handbag with outer surface of leather or of composition leather",,Singapore,0,,"62,939",,"62,939",,Provisional,,,
202212,4202310919,"Cases and containers; of a kind normally carried in the pocket or in the handbag, n.e.c. in item no. 4202.31, with outer surface of leather or of composition leather",,Australia,0,,"1,538",,"1,538",,Provisional,,,
202212,4202310919,"Cases and containers; of a kind normally carried in the pocket or in the handbag, n.e.c. in item no. 4202.31, with outer surface of leather or of composition leather",,Switzerland,0,,"87,093",,"87,093",,Provisional,,,
202212,4202310919,"Cases and containers; of a kind normally carried in the pocket or in the handbag, n.e.c. in item no. 4202.31, with outer surface of leather or of composition leather",,Cook Islands,7,,180,,187,,Provisional,,,
202212,4202310919,"Cases and containers; of a kind normally carried in the pocket or in the handbag, n.e.c. in item no. 4202.31, with outer surface of leather or of composition leather",,Singapore,0,,"16,397",,"16,397",,Provisional,,,
202212,4202320100,"Cases and containers; spectacle cases, of a kind normally carried in the pocket or in the handbag, with outer surface of plastic sheeting or of textile materials",,Australia,0,,195,,195,,Provisional,,,
202212,4202320901,"Cases and containers; purses, of a kind normally carried in the pocket or in the handbag, with outer surface of plastic sheeting or of textile materials",,Australia,238,,"1,666",,"1,904",,Provisional,,,
202212,4202320901,"Cases and containers; purses, of a kind normally carried in the pocket or in the handbag, with outer surface of plastic sheeting or of textile materials",,Singapore,0,,"10,904",,"10,904",,Provisional,,,
202212,4202320909,"Cases and containers; keyholders, of a kind normally carried in the pocket or in the handbag, with outer surface of plastic sheeting or of textile materials",,Singapore,0,,"4,829",,"4,829",,Provisional,,,
202212,4202320911,"Cases and containers; wallets and billfolds (normally carried in the pocket or in the handbag), with outer surface of plastic sheeting or of textile materials",,Australia,195,,"7,467",,"7,662",,Provisional,,,
202212,4202320911,"Cases and containers; wallets and billfolds (normally carried in the pocket or in the handbag), with outer surface of plastic sheeting or of textile materials",,United Kingdom,0,,"5,736",,"5,736",,Provisional,,,
202212,4202320911,"Cases and containers; wallets and billfolds (normally carried in the pocket or in the handbag), with outer surface of plastic sheeting or of textile materials",,New Caledonia,0,,149,,149,,Provisional,,,
202212,4202320911,"Cases and containers; wallets and billfolds (normally carried in the pocket or in the handbag), with outer surface of plastic sheeting or of textile materials",,French Polynesia,0,,"1,324",,"1,324",,Provisional,,,
202212,4202320911,"Cases and containers; wallets and billfolds (normally carried in the pocket or in the handbag), with outer surface of plastic sheeting or of textile materials",,Singapore,0,,"68,406",,"68,406",,Provisional,,,
202212,4202320911,"Cases and containers; wallets and billfolds (normally carried in the pocket or in the handbag), with outer surface of plastic sheeting or of textile materials",,United States of America,467,,0,,467,,Provisional,,,
202212,4202320919,"Cases and containers; of a kind normally carried in the pocket or in the handbag, with outer surface of plastic sheeting or of textile materials, n.e.c. in item no. 4202.32",,Australia,112,,"4,071",,"4,183",,Provisional,,,
202212,4202320919,"Cases and containers; of a kind normally carried in the pocket or in the handbag, with outer surface of plastic sheeting or of textile materials, n.e.c. in item no. 4202.32",,Switzerland,0,,"3,437",,"3,437",,Provisional,,,
202212,4202320919,"Cases and containers; of a kind normally carried in the pocket or in the handbag, with outer surface of plastic sheeting or of textile materials, n.e.c. in item no. 4202.32",,Fiji,"4,190",,0,,"4,190",,Provisional,,,
202212,4202320919,"Cases and containers; of a kind normally carried in the pocket or in the handbag, with outer surface of plastic sheeting or of textile materials, n.e.c. in item no. 4202.32",,United Kingdom,275,,0,,275,,Provisional,,,
202212,4202320919,"Cases and containers; of a kind normally carried in the pocket or in the handbag, with outer surface of plastic sheeting or of textile materials, n.e.c. in item no. 4202.32",,Panama,487,,0,,487,,Provisional,,,
202212,4202320919,"Cases and containers; of a kind normally carried in the pocket or in the handbag, with outer surface of plastic sheeting or of textile materials, n.e.c. in item no. 4202.32",,Portugal,145,,0,,145,,Provisional,,,
202212,4202320919,"Cases and containers; of a kind normally carried in the pocket or in the handbag, with outer surface of plastic sheeting or of textile materials, n.e.c. in item no. 4202.32",,Singapore,0,,"34,333",,"34,333",,Provisional,,,
202212,4202320919,"Cases and containers; of a kind normally carried in the pocket or in the handbag, with outer surface of plastic sheeting or of textile materials, n.e.c. in item no. 4202.32",,Vanuatu,0,,"5,091",,"5,091",,Provisional,,,
202212,4202320919,"Cases and containers; of a kind normally carried in the pocket or in the handbag, with outer surface of plastic sheeting or of textile materials, n.e.c. in item no. 4202.32",,Samoa,945,,19,,964,,Provisional,,,
202212,4202390000,"Cases and containers; of a kind normally carried in the pocket or in the handbag, of vulcanised fibre or of paperboard, or wholly or mainly covered with such materials or with paper",,United States of America,0,,293,,293,,Provisional,,,
202212,4202910919,"Cases and containers; with outer surface of leather or of composition leather, n.e.c. in heading no. 4202.91",,Australia,"7,992",,"57,617",,"65,609",,Provisional,,,
202212,4202910919,"Cases and containers; with outer surface of leather or of composition leather, n.e.c. in heading no. 4202.91",,Switzerland,0,,639,,639,,Provisional,,,
202212,4202910919,"Cases and containers; with outer surface of leather or of composition leather, n.e.c. in heading no. 4202.91",,Germany,146,,25,,171,,Provisional,,,
202212,4202910919,"Cases and containers; with outer surface of leather or of composition leather, n.e.c. in heading no. 4202.91",,Spain,0,,93,,93,,Provisional,,,
202212,4202910919,"Cases and containers; with outer surface of leather or of composition leather, n.e.c. in heading no. 4202.91",,Israel,138,,0,,138,,Provisional,,,
202212,4202910919,"Cases and containers; with outer surface of leather or of composition leather, n.e.c. in heading no. 4202.91",,"Korea, Republic of","7,586",,0,,"7,586",,Provisional,,,
202212,4202910919,"Cases and containers; with outer surface of leather or of composition leather, n.e.c. in heading no. 4202.91",,Nauru,130,,0,,130,,Provisional,,,
202212,4202910919,"Cases and containers; with outer surface of leather or of composition leather, n.e.c. in heading no. 4202.91",,Singapore,0,,"29,186",,"29,186",,Provisional,,,
202212,4202910919,"Cases and containers; with outer surface of leather or of composition leather, n.e.c. in heading no. 4202.91",,United States of America,0,,"2,669",,"2,669",,Provisional,,,
202212,4202920100,"Cases and containers; camera cases and containers specially suited for musical instruments, with outer surface of plastic sheeting or of textile materials",,Australia,"1,920",,703,,"2,623",,Provisional,,,
202212,4202920909,"Cases and containers; trampers packs, with outer surface of plastic sheeting or of textile materials",,Australia,0,,"4,334",,"4,334",,Provisional,,,
202212,4202920909,"Cases and containers; trampers packs, with outer surface of plastic sheeting or of textile materials",,"China, People's Republic of",0,,741,,741,,Provisional,,,
202212,4202920909,"Cases and containers; trampers packs, with outer surface of plastic sheeting or of textile materials",,Fiji,0,,"107,560",,"107,560",,Provisional,,,
202212,4202920909,"Cases and containers; trampers packs, with outer surface of plastic sheeting or of textile materials",,Japan,0,,"1,992",,"1,992",,Provisional,,,
202212,4202920919,"Cases and containers; with outer surface of plastic sheeting or of textile materials, n.e.c. in item no. 4202.92",,Austria,0,,176,,176,,Provisional,,,
202212,4202920919,"Cases and containers; with outer surface of plastic sheeting or of textile materials, n.e.c. in item no. 4202.92",,Australia,"51,570",,"631,312",,"682,882",,Provisional,,,
202212,4202920919,"Cases and containers; with outer surface of plastic sheeting or of textile materials, n.e.c. in item no. 4202.92",,Canada,0,,626,,626,,Provisional,,,
202212,4202920919,"Cases and containers; with outer surface of plastic sheeting or of textile materials, n.e.c. in item no. 4202.92",,Switzerland,"114,544",,"61,708",,"176,252",,Provisional,,,
202212,4202920919,"Cases and containers; with outer surface of plastic sheeting or of textile materials, n.e.c. in item no. 4202.92",,Cook Islands,"2,574",,266,,"2,840",,Provisional,,,
202212,4202920919,"Cases and containers; with outer surface of plastic sheeting or of textile materials, n.e.c. in item no. 4202.92",,Cyprus,"9,878",,0,,"9,878",,Provisional,,,
202212,4202920919,"Cases and containers; with outer surface of plastic sheeting or of textile materials, n.e.c. in item no. 4202.92",,Czechia,"9,121",,0,,"9,121",,Provisional,,,
202212,4202920919,"Cases and containers; with outer surface of plastic sheeting or of textile materials, n.e.c. in item no. 4202.92",,Germany,0,,312,,312,,Provisional,,,
202212,4202920919,"Cases and containers; with outer surface of plastic sheeting or of textile materials, n.e.c. in item no. 4202.92",,Denmark,"4,186",,0,,"4,186",,Provisional,,,
202212,4202920919,"Cases and containers; with outer surface of plastic sheeting or of textile materials, n.e.c. in item no. 4202.92",,Fiji,"4,979",,705,,"5,684",,Provisional,,,
202212,4202920919,"Cases and containers; with outer surface of plastic sheeting or of textile materials, n.e.c. in item no. 4202.92",,France,0,,103,,103,,Provisional,,,
202212,4202920919,"Cases and containers; with outer surface of plastic sheeting or of textile materials, n.e.c. in item no. 4202.92",,United Kingdom,"8,436",,"13,540",,"21,976",,Provisional,,,
202212,4202920919,"Cases and containers; with outer surface of plastic sheeting or of textile materials, n.e.c. in item no. 4202.92",,Guam,767,,0,,767,,Provisional,,,
202212,4202920919,"Cases and containers; with outer surface of plastic sheeting or of textile materials, n.e.c. in item no. 4202.92",,Hungary,775,,0,,775,,Provisional,,,
202212,4202920919,"Cases and containers; with outer surface of plastic sheeting or of textile materials, n.e.c. in item no. 4202.92",,India,56,,1,,57,,Provisional,,,
202212,4202920919,"Cases and containers; with outer surface of plastic sheeting or of textile materials, n.e.c. in item no. 4202.92",,Italy,0,,392,,392,,Provisional,,,
202212,4202920919,"Cases and containers; with outer surface of plastic sheeting or of textile materials, n.e.c. in item no. 4202.92",,Japan,"1,022",,376,,"1,398",,Provisional,,,
202212,4202920919,"Cases and containers; with outer surface of plastic sheeting or of textile materials, n.e.c. in item no. 4202.92",,Kenya,0,,31,,31,,Provisional,,,
202212,4202920919,"Cases and containers; with outer surface of plastic sheeting or of textile materials, n.e.c. in item no. 4202.92",,Kiribati,0,,"1,425",,"1,425",,Provisional,,,
202212,4202920919,"Cases and containers; with outer surface of plastic sheeting or of textile materials, n.e.c. in item no. 4202.92",,New Caledonia,604,,"15,291",,"15,895",,Provisional,,,
202212,4202920919,"Cases and containers; with outer surface of plastic sheeting or of textile materials, n.e.c. in item no. 4202.92",,Netherlands,21,,233,,254,,Provisional,,,
202212,4202920919,"Cases and containers; with outer surface of plastic sheeting or of textile materials, n.e.c. in item no. 4202.92",,Oman,0,,"2,856",,"2,856",,Provisional,,,
202212,4202920919,"Cases and containers; with outer surface of plastic sheeting or of textile materials, n.e.c. in item no. 4202.92",,French Polynesia,0,,"26,753",,"26,753",,Provisional,,,
202212,4202920919,"Cases and containers; with outer surface of plastic sheeting or of textile materials, n.e.c. in item no. 4202.92",,Papua New Guinea,"4,398",,"5,998",,"10,396",,Provisional,,,
202212,4202920919,"Cases and containers; with outer surface of plastic sheeting or of textile materials, n.e.c. in item no. 4202.92",,Qatar,0,,"4,015",,"4,015",,Provisional,,,
202212,4202920919,"Cases and containers; with outer surface of plastic sheeting or of textile materials, n.e.c. in item no. 4202.92",,Solomon Islands,0,,130,,130,,Provisional,,,
202212,4202920919,"Cases and containers; with outer surface of plastic sheeting or of textile materials, n.e.c. in item no. 4202.92",,Singapore,"1,461",,"47,827",,"49,288",,Provisional,,,
202212,4202920919,"Cases and containers; with outer surface of plastic sheeting or of textile materials, n.e.c. in item no. 4202.92",,Slovakia,"1,021",,0,,"1,021",,Provisional,,,
202212,4202920919,"Cases and containers; with outer surface of plastic sheeting or of textile materials, n.e.c. in item no. 4202.92",,Tonga,285,,113,,398,,Provisional,,,
202212,4202920919,"Cases and containers; with outer surface of plastic sheeting or of textile materials, n.e.c. in item no. 4202.92",,United States of America,"7,788",,"1,668",,"9,456",,Provisional,,,
202212,4202920919,"Cases and containers; with outer surface of plastic sheeting or of textile materials, n.e.c. in item no. 4202.92",,Vanuatu,0,,210,,210,,Provisional,,,
202212,4202920919,"Cases and containers; with outer surface of plastic sheeting or of textile materials, n.e.c. in item no. 4202.92",,Samoa,25,,29,,54,,Provisional,,,
202212,4202990000,"Cases and containers; n.e.c. in heading 4202, of vulcanised fibre or of paperboard, or wholly or mainly covered with such materials or with paper",,Australia,"13,856",,"2,046",,"15,902",,Provisional,,,
202212,4202990000,"Cases and containers; n.e.c. in heading 4202, of vulcanised fibre or of paperboard, or wholly or mainly covered with such materials or with paper",,Canada,0,,"3,170",,"3,170",,Provisional,,,
202212,4202990000,"Cases and containers; n.e.c. in heading 4202, of vulcanised fibre or of paperboard, or wholly or mainly covered with such materials or with paper",,Cook Islands,716,,0,,716,,Provisional,,,
202212,4202990000,"Cases and containers; n.e.c. in heading 4202, of vulcanised fibre or of paperboard, or wholly or mainly covered with such materials or with paper",,Germany,"7,706",,0,,"7,706",,Provisional,,,
202212,4202990000,"Cases and containers; n.e.c. in heading 4202, of vulcanised fibre or of paperboard, or wholly or mainly covered with such materials or with paper",,Spain,"7,724",,0,,"7,724",,Provisional,,,
202212,4202990000,"Cases and containers; n.e.c. in heading 4202, of vulcanised fibre or of paperboard, or wholly or mainly covered with such materials or with paper",,Fiji,"3,783",,0,,"3,783",,Provisional,,,
202212,4202990000,"Cases and containers; n.e.c. in heading 4202, of vulcanised fibre or of paperboard, or wholly or mainly covered with such materials or with paper",,United Kingdom,529,,0,,529,,Provisional,,,
202212,4202990000,"Cases and containers; n.e.c. in heading 4202, of vulcanised fibre or of paperboard, or wholly or mainly covered with such materials or with paper",,New Caledonia,0,,57,,57,,Provisional,,,
202212,4202990000,"Cases and containers; n.e.c. in heading 4202, of vulcanised fibre or of paperboard, or wholly or mainly covered with such materials or with paper",,Netherlands,0,,229,,229,,Provisional,,,
202212,4202990000,"Cases and containers; n.e.c. in heading 4202, of vulcanised fibre or of paperboard, or wholly or mainly covered with such materials or with paper",,French Polynesia,0,,92,,92,,Provisional,,,
202212,4202990000,"Cases and containers; n.e.c. in heading 4202, of vulcanised fibre or of paperboard, or wholly or mainly covered with such materials or with paper",,Papua New Guinea,0,,"1,491",,"1,491",,Provisional,,,
202212,4202990000,"Cases and containers; n.e.c. in heading 4202, of vulcanised fibre or of paperboard, or wholly or mainly covered with such materials or with paper",,United States of America,"6,799",,410,,"7,209",,Provisional,,,
202212,4202990000,"Cases and containers; n.e.c. in heading 4202, of vulcanised fibre or of paperboard, or wholly or mainly covered with such materials or with paper",,Vanuatu,0,,390,,390,,Provisional,,,
202212,4203100300,"Apparel; articles of apparel, of leather or composition leather, coats, waistcoats and the like, of sueded sheepskin or lambskin leather or of deerskin leather, skirts of deerskin leather",NMB,Australia,0,0,370,4,370,4,Provisional,,,
202212,4203101200,"Apparel; articles of apparel, of leather or composition leather, (other than coats, waistcoats and the like of sueded sheepskin or lambskin or deerskin leather or skirts of deerskin)",NMB,Australia,"3,356",111,"53,372","1,005","56,728","1,116",Provisional,,,
202212,4203101200,"Apparel; articles of apparel, of leather or composition leather, (other than coats, waistcoats and the like of sueded sheepskin or lambskin or deerskin leather or skirts of deerskin)",NMB,Cook Islands,185,3,0,0,185,3,Provisional,,,
202212,4203101200,"Apparel; articles of apparel, of leather or composition leather, (other than coats, waistcoats and the like of sueded sheepskin or lambskin or deerskin leather or skirts of deerskin)",NMB,Singapore,0,0,"33,000",6,"33,000",6,Provisional,,,
202212,4203101200,"Apparel; articles of apparel, of leather or composition leather, (other than coats, waistcoats and the like of sueded sheepskin or lambskin or deerskin leather or skirts of deerskin)",NMB,United States of America,"2,673",34,0,0,"2,673",34,Provisional,,,
202212,4203210104,"Clothing accessories; gloves, mittens and mitts, specially designed for use in the sport of boxing, of leather or composition leather, padded",NPR,Australia,"6,689",65,106,2,"6,795",67,Provisional,,,
202212,4203210104,"Clothing accessories; gloves, mittens and mitts, specially designed for use in the sport of boxing, of leather or composition leather, padded",NPR,Canada,"1,287",6,0,0,"1,287",6,Provisional,,,
202212,4203210104,"Clothing accessories; gloves, mittens and mitts, specially designed for use in the sport of boxing, of leather or composition leather, padded",NPR,Lebanon,85,1,0,0,85,1,Provisional,,,
202212,4203210104,"Clothing accessories; gloves, mittens and mitts, specially designed for use in the sport of boxing, of leather or composition leather, padded",NPR,United States of America,"2,167",10,0,0,"2,167",10,Provisional,,,
202212,4203210112,"Clothing accessories; gloves, mittens and mitts, specially designed for cricket batting, of leather or composition leather, padded",NPR,Cook Islands,623,15,0,0,623,15,Provisional,,,
202212,4203210129,"Clothing accessories; gloves, mittens and mitts, specially designed for use in sports n.e.c. in item no 4203.21.01, of leather or composition leather, padded",NPR,Australia,421,88,0,0,421,88,Provisional,,,
202212,4203210909,"Clothing accessories; gloves, mittens and mitts, specially designed for sports n.e.c. in item no. 4203.21.09, of leather or of composition leather, not padded",NPR,Australia,0,0,53,1,53,1,Provisional,,,
202212,4203210909,"Clothing accessories; gloves, mittens and mitts, specially designed for sports n.e.c. in item no. 4203.21.09, of leather or of composition leather, not padded",NPR,Canada,291,2,0,0,291,2,Provisional,,,
202212,4203210909,"Clothing accessories; gloves, mittens and mitts, specially designed for sports n.e.c. in item no. 4203.21.09, of leather or of composition leather, not padded",NPR,France,"1,785",35,0,0,"1,785",35,Provisional,,,
202212,4203290000,"Clothing accessories; gloves, mittens and mitts, n.e.c. in heading no. 4203, of leather or composition leather, not specially designed for use in sports",NPR,Australia,160,24,461,18,621,42,Provisional,,,
202212,4203290000,"Clothing accessories; gloves, mittens and mitts, n.e.c. in heading no. 4203, of leather or composition leather, not specially designed for use in sports",NPR,Fiji,907,126,110,96,"1,017",222,Provisional,,,
202212,4203290000,"Clothing accessories; gloves, mittens and mitts, n.e.c. in heading no. 4203, of leather or composition leather, not specially designed for use in sports",NPR,"Korea, Republic of",332,10,0,0,332,10,Provisional,,,
202212,4203290000,"Clothing accessories; gloves, mittens and mitts, n.e.c. in heading no. 4203, of leather or composition leather, not specially designed for use in sports",NPR,Malaysia,0,0,15,1,15,1,Provisional,,,
202212,4203290000,"Clothing accessories; gloves, mittens and mitts, n.e.c. in heading no. 4203, of leather or composition leather, not specially designed for use in sports",NPR,Solomon Islands,622,6,0,0,622,6,Provisional,,,
202212,4203290000,"Clothing accessories; gloves, mittens and mitts, n.e.c. in heading no. 4203, of leather or composition leather, not specially designed for use in sports",NPR,Vanuatu,24,4,0,0,24,4,Provisional,,,
202212,4203300300,Clothing accessories; belts of leather or composition leather,NMB,Australia,"6,911",390,"18,045",975,"24,956","1,365",Provisional,,,
202212,4203300300,Clothing accessories; belts of leather or composition leather,NMB,Fiji,0,0,"16,847",436,"16,847",436,Provisional,,,
202212,4203300300,Clothing accessories; belts of leather or composition leather,NMB,United Kingdom,0,0,"9,141","1,090","9,141","1,090",Provisional,,,
202212,4203300300,Clothing accessories; belts of leather or composition leather,NMB,Hong Kong (Special Administrative Region),0,0,"2,255",7,"2,255",7,Provisional,,,
202212,4203300300,Clothing accessories; belts of leather or composition leather,NMB,Singapore,0,0,"50,564",160,"50,564",160,Provisional,,,
202212,4203300300,Clothing accessories; belts of leather or composition leather,NMB,Tonga,33,1,0,0,33,1,Provisional,,,
202212,4203300300,Clothing accessories; belts of leather or composition leather,NMB,Tuvalu,292,7,0,0,292,7,Provisional,,,
202212,4203300300,Clothing accessories; belts of leather or composition leather,NMB,United States of America,0,0,253,1,253,1,Provisional,,,
202212,4203400900,"Clothing accessories; articles of leather or of composition leather, n.e.c. in heading no. 4203",NMB,Cook Islands,0,0,617,14,617,14,Provisional,,,
202212,4205001500,"Leather articles; of a kind used in machinery, mechanical appliances or for technical uses, of leather or composition leather, n.e.c. in item no. 4205.00",,Tonga,"4,498",,0,,"4,498",,Provisional,,,
202212,4205001900,"Leather articles; of leather or composition leather or covered with leather or composition leather, n.e.c. in heading no. 4205",,Australia,"1,442",,"1,169",,"2,611",,Provisional,,,
202212,4205001900,"Leather articles; of leather or composition leather or covered with leather or composition leather, n.e.c. in heading no. 4205",,Lebanon,76,,0,,76,,Provisional,,,
202212,4205001900,"Leather articles; of leather or composition leather or covered with leather or composition leather, n.e.c. in heading no. 4205",,Singapore,0,,"3,271",,"3,271",,Provisional,,,
202212,4205001900,"Leather articles; of leather or composition leather or covered with leather or composition leather, n.e.c. in heading no. 4205",,Vanuatu,0,,"2,187",,"2,187",,Provisional,,,
202212,4302190911,"Furskins; tanned or dressed, of opossum, whole, other than dyed, with or without head, tail or paws, not assembled, excluding goods of heading no. 4303",NMB,Italy,"17,900",389,0,0,"17,900",389,Provisional,,,
202212,4303100901,"Furskin apparel; coats or jackets, of sheep or lambskin",NMB,Australia,0,0,536,18,536,18,Provisional,,,
202212,4303100901,"Furskin apparel; coats or jackets, of sheep or lambskin",NMB,United States of America,"6,543",5,0,0,"6,543",5,Provisional,,,
202212,4303900909,"Furskin articles; floor rugs, of furskins other than sheep or lambskin",NMB,Australia,"2,711",7,0,0,"2,711",7,Provisional,,,
202212,4303900909,"Furskin articles; floor rugs, of furskins other than sheep or lambskin",NMB,"Korea, Republic of","1,356",1,0,0,"1,356",1,Provisional,,,
202212,4303900939,"Furskin articles; n.e.c. in heading no. 4303, of furskin other than sheep or lambskin",NMB,"Korea, Republic of",235,1,0,0,235,1,Provisional,,,
202212,4401110000,"Wood; for fuel, in logs, in billets, in twigs, in faggots or similar forms, whether or not agglomerated, coniferous",,Japan,"1,000,484",,0,,"1,000,484",,Provisional,,,
202212,4401210001,"Wood; for fuel, in chips or particles, pinus radiata, whether or not agglomerated",BDU,Japan,"2,022,417","6,442",0,0,"2,022,417","6,442",Provisional,,,
202212,4401210001,"Wood; for fuel, in chips or particles, pinus radiata, whether or not agglomerated",BDU,United States of America,"26,782",15,0,0,"26,782",15,Provisional,,,
202212,4401210009,"Wood; for fuel, in chips or particles, of coniferous species (excluding pinus radiata), whether or not agglomerated",BDU,Canada,"19,030",9,0,0,"19,030",9,Provisional,,,
202212,4401210009,"Wood; for fuel, in chips or particles, of coniferous species (excluding pinus radiata), whether or not agglomerated",BDU,Japan,"146,746",136,0,0,"146,746",136,Provisional,,,
202212,4401220009,"Wood; for fuel in chips or particles, of non-coniferous species (excluding beech), whether or not agglomerated",BDU,Japan,"3,431,282","13,044",0,0,"3,431,282","13,044",Provisional,,,
202212,4401390012,"Wood; for fuel, sawdust and wood waste and scrap, agglomerated in logs or similar forms, other than wood pellets or wood briquettes",,Fiji,"15,484",,0,,"15,484",,Provisional,,,
202212,4402900010,"Wood; charcoal of wood other than bamboo, nut or shell, whether or not agglomerated",KGM,Cook Islands,"1,565",600,0,0,"1,565",600,Provisional,,,
202212,4402900010,"Wood; charcoal of wood other than bamboo, nut or shell, whether or not agglomerated",KGM,French Polynesia,0,0,"22,715","7,700","22,715","7,700",Provisional,,,
202212,4403110017,"Wood; pinus radiata, in the rough, whether or not stripped of bark or sapwood, or roughly squared; treated with paint, stains creosote or other preservatives; other than saw logs and veneer logs",MTQ,New Caledonia,"115,583",97,0,0,"115,583",97,Provisional,,,
202212,4403210012,"Wood; coniferous species, of pine (Pinus spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which the smallest cross-sectional dimension is 15 cm or more, pinus radiata; saw logs and veneer logs",MTQ,"China, People's Republic of","184,357,457","1,182,349",0,0,"184,357,457","1,182,349",Provisional,,,
202212,4403210012,"Wood; coniferous species, of pine (Pinus spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which the smallest cross-sectional dimension is 15 cm or more, pinus radiata; saw logs and veneer logs",MTQ,Indonesia,"24,294",111,0,0,"24,294",111,Provisional,,,
202212,4403210012,"Wood; coniferous species, of pine (Pinus spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which the smallest cross-sectional dimension is 15 cm or more, pinus radiata; saw logs and veneer logs",MTQ,"Korea, Republic of","18,680,129","130,987",0,0,"18,680,129","130,987",Provisional,,,
202212,4403210016,"Wood; coniferous species, of pine (Pinus spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which the smallest cross-sectional dimension is 15 cm or more, other than pinus radiata; saw logs and veneer logs",MTQ,"China, People's Republic of","423,572","2,162",0,0,"423,572","2,162",Provisional,,,
202212,4403220012,"Wood; coniferous species, of pine (Pinus spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which the smallest cross-sectional dimension is less than 15 cm, pinus radiata; saw logs and veneer logs",MTQ,"China, People's Republic of","47,285,164","294,132",0,0,"47,285,164","294,132",Provisional,,,
202212,4403220012,"Wood; coniferous species, of pine (Pinus spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which the smallest cross-sectional dimension is less than 15 cm, pinus radiata; saw logs and veneer logs",MTQ,"Korea, Republic of","2,437,493","15,086",0,0,"2,437,493","15,086",Provisional,,,
