Month,Harmonised System Code,Harmonised System Description,Unit Qty,Exports ($NZD fob),Exports Qty,Re-exports ($NZD fob),Re-exports Qty,Total Exports ($NZD fob),Total Exports Qty,Status,,,,
201912,101210015,"Horses; live, pure-bred breeding animals, thoroughbred, race breeding stock, mares",NMB,"38,540",4,0,0,"38,540",4,Provisional,,,,
201912,1602500100,"Meat preparations; of bovine animals, meat pastes and other preparations of meat or meat offal, prepared with vegetables or other food substances, in airtight cans or jars, n.e.c. in heading no. 1602",KGM,"149,397","14,646",0,0,"149,397","14,646",Provisional,,,,
201912,1602500901,"Meat preparations; of bovine animals, corned beef, prepared without other food substances, preserved in airtight cans or jars (excluding homogenised preparations)",KGM,"2,859,525","237,439","15,504","1,175","2,875,029","238,614",Provisional,,,,
201912,1602500919,"Meat preparations; of bovine animals, meat or meat offal, prepared without other food substances, preserved in airtight cans or jars, n.e.c. in heading no. 1602",KGM,"132,095","13,976",0,0,"132,095","13,976",Provisional,,,,
201912,1602501900,"Meat preparations; of bovine animals, meat or meat offal, prepared or preserved, packed other than in airtight cans or jars, n.e.c. in heading no. 1602",KGM,"10,911,364","763,658","1,325",288,"10,912,689","763,946",Provisional,,,,
201912,1602901909,"Meat preparations; mutton, prepared without other food substances, preserved in airtight cans or jars (excluding homogenised preparations)",KGM,"64,769","5,641",0,0,"64,769","5,641",Provisional,,,,
201912,1602902900,"Meat preparations; of meat or meat offal n.e.c. in heading no. 1602, prepared or preserved, packed other than in airtight cans or jars",KGM,"427,252","27,153",0,0,"427,252","27,153",Provisional,,,,
201912,1603000101,Extracts; of meat,KGM,"1,244,021","202,600",0,0,"1,244,021","202,600",Provisional,,,,
201912,1603000109,Juices; of meat,KGM,"16,950",600,0,0,"16,950",600,Provisional,,,,
201912,1603000111,Extracts and juices; of fish,KGM,"34,108",22,0,0,"34,108",22,Provisional,,,,
201912,1603000121,"Extracts and juices; of crustaceans or molluscs, mussel oil",KGM,"3,154,400","1,600",0,0,"3,154,400","1,600",Provisional,,,,
201912,1603000129,"Extracts and juices; of crustaceans or molluscs, other than mussel oil",KGM,"3,044,135","20,465",0,0,"3,044,135","20,465",Provisional,,,,
201912,1604110001,"Fish preparations; salmon, prepared or preserved, whole or in pieces (but not minced), in airtight cans or jars, whether or not with added liquor, oil or sauce",KGM,"4,798",157,0,0,"4,798",157,Provisional,,,,
201912,1604110009,"Fish preparations; salmon, prepared or preserved, whole or in pieces (but not minced), other than in airtight cans or jars",KGM,"2,967",81,0,0,"2,967",81,Provisional,,,,
201912,1604120009,"Fish preparations; herrings, prepared or preserved, whole or in pieces (but not minced), packed other than in airtight cans or jars",KGM,33,2,0,0,33,2,Provisional,,,,
201912,1604130100,"Fish preparations; sardines, brisling, prepared or preserved, whole or in pieces (but not minced), in airtight cans or jars, whether or not with added liquor, oil or sauce",KGM,"3,096",154,156,31,"3,252",185,Provisional,,,,
201912,1604140100,"Fish preparations; tunas, skipjack and Atlantic bonito (sarda spp.), prepared or preserved, whole or in pieces (but not minced), in airtight cans or jars, whether or not with added liquor, oil or sauce",KGM,"6,699",515,"4,140",363,"10,839",878,Provisional,,,,
201912,1604150100,"Fish preparations; mackerel, prepared or preserved, whole or in pieces (but not minced), in airtight cans or jars, whether or not with added liquor, oil or sauce",KGM,"3,257",353,"8,506","1,286","11,763","1,639",Provisional,,,,
201912,1604160100,"Fish preparations; anchovies, prepared or preserved, whole or in pieces (but not minced), in airtight cans or jars, whether or not with added liquor, oil or sauce",KGM,0,0,230,9,230,9,Provisional,,,,
201912,1604189010,"Fish preparations; shark fin, prepared or preserved, whole or in pieces (but not minced); packed other than in airtight cans or jars",KGM,"10,680","1,200",0,0,"10,680","1,200",Provisional,,,,
201912,1604191911,"Fish preparations; fish prepared or preserved, whole or in pieces (but not minced), packed other than in airtight cans or jars, n.e.c. in heading 1604",KGM,"196,416","20,873","5,698",754,"202,114","21,627",Provisional,,,,
201912,1604200901,Fish preparations; pate,KGM,356,11,0,0,356,11,Provisional,,,,
201912,1604200909,Fish preparations; fish fingers,KGM,"37,690","3,862",0,0,"37,690","3,862",Provisional,,,,
201912,1604200911,Fish preparations; prepared dinners containing fish,KGM,"23,248","3,885",632,14,"23,880","3,899",Provisional,,,,
201912,1604200919,Fish preparations; fish cakes,KGM,"101,568","19,072","3,419",268,"104,987","19,340",Provisional,,,,
201912,1604200929,"Fish preparations; sausages, prepared meals and the like, n.e.c. in item no. 1604.20",KGM,"1,292,534","113,174","1,345",165,"1,293,879","113,339",Provisional,,,,
201912,1604202919,"Fish preparations; fish n.e.c. in item no. 1604.20.1, minced or in forms n.e.c. in heading no. 1604, preserved in airtight cans or jars, whether or not with added liquor, oil or sauce",KGM,523,31,0,0,523,31,Provisional,,,,
201912,1604203900,"Fish preparations; fish, minced or in forms n.e.c. in item no. 1604.1, packed other than in airtight cans or jars",KGM,"10,151",624,0,0,"10,151",624,Provisional,,,,
201912,1604310000,Fish preparations; caviar,KGM,"4,014",25,0,0,"4,014",25,Provisional,,,,
201912,1605100909,"Crustacean preparations; crabs, sausages, prepared meals and the like, excluding pastes and pate",KGM,"8,222","1,680",0,0,"8,222","1,680",Provisional,,,,
201912,1605212019,"Crustacean preparations; shrimps and prawns, sausages, prepared meals and the like, excluding pastes and pate, not in airtight containers",KGM,63,3,0,0,63,3,Provisional,,,,
201912,1605219000,"Crustacean preparations; shrimps and prawns, prepared in was n.e.c. in item no. 1605.21.10 and 1605.21.20, not in airtight containers",KGM,"8,032",672,"6,216",560,"14,248","1,232",Provisional,,,,
201912,1605292019,"Crustacean preparations; shrimps and prawns, sausages, prepared meals and the like, excluding pastes and pate, in airtight containers",KGM,0,0,148,12,148,12,Provisional,,,,
201912,1605529019,"Mollusc preparations; scallops, including queen scallops, prepared or preserved in ways n.e.c. in item no. 1605.52.10 and 1605.52.20, packed other than in airtight cans or jars",KGM,"2,072",80,0,0,"2,072",80,Provisional,,,,
201912,1605539015,"Mollusc preparations; mussels, crumbed or battered, packed other than in airtight cans or jars",KGM,"1,106",60,0,0,"1,106",60,Provisional,,,,
201912,1605539019,"Mollusc preparations; mussels, powder freeze-dried in capsule form, packed other than in airtight cans or jars",KGM,"88,405","1,010",0,0,"88,405","1,010",Provisional,,,,
201912,1605539029,"Mollusc preparations; mussels, prepared or preserved in ways n.e.c. in item no. 1605.53.90, packed other than in airtight cans or jars",KGM,"856,664","124,705",0,0,"856,664","124,705",Provisional,,,,
201912,1605542029,"Mollusc preparations; cuttle fish and squid, sausages, prepared meals and the like, excluding pastes or pate",KGM,"1,553",190,0,0,"1,553",190,Provisional,,,,
201912,1605549029,"Mollusc preparations; cuttle fish and squid, prepared or preserved in ways n.e.c. in item no. 1605.54.10 and 1605.54.20, packed other than in airtight cans or jars",KGM,"14,446","2,140",0,0,"14,446","2,140",Provisional,,,,
201912,1605579010,"Mollusc preparations; abalone, paua, prepared in ways n.e.c. in item no. 1605.57.10 and 1605.57.20, preserved in airtight cans or jars",KGM,"2,797,040","46,905",0,0,"2,797,040","46,905",Provisional,,,,
201912,1701130000,"Sugars; cane sugar, raw, in solid form, as specified in Subheading Note 2 to this chapter, not containing added flavouring or colouring matter",KGM,26,1,0,0,26,1,Provisional,,,,
201912,1701140019,"Sugars; cane sugar, raw, in solid form, other than as specified in Subheading Note 2 to this chapter, not containing added flavouring or colouring matter, of a polarisation of 99 degrees or more",KGM,"3,278","2,077",319,95,"3,597","2,172",Provisional,,,,
201912,1701910001,"Sugars; sucrose, chemically pure, in solid form, containing added flavouring or colouring matter, brown sugar, in packs not exceeding 5kg",KGM,"3,351","1,633",339,250,"3,690","1,883",Provisional,,,,
201912,1701910009,"Sugars; sucrose, chemically pure, in solid form, containing added flavouring or colouring matter, brown sugar, in packs exceeding 5kg",KGM,"89,390","2,641",0,0,"89,390","2,641",Provisional,,,,
201912,1701910019,"Sugars; sucrose; chemically pure, in solid form, containing added flavouring or colouring matter, other than brown sugar",KGM,"21,026","14,105",0,0,"21,026","14,105",Provisional,,,,
201912,1701990001,"Sugars; sucrose, chemically pure, in solid form, not containing added flavouring or colouring matter, icing sugar, in packs not exceeding 5kg",KGM,"35,943","19,752",0,0,"35,943","19,752",Provisional,,,,
201912,1701990009,"Sugars; sucrose, chemically pure, in solid form, not containing added flavouring or colouring matter, icing sugar, in packs exceeding 5kg",KGM,"1,486",556,0,0,"1,486",556,Provisional,,,,
201912,1701990011,"Sugars; sucrose, chemically pure, in solid form, not containing added flavouring or colouring matter, white sugar, other than icing sugar, in packs not exceeding 5kg",KGM,"354,406","344,555","147,516","220,000","501,922","564,555",Provisional,,,,
201912,1701990021,"Sugars; sucrose, chemically pure, in solid form, not containing added flavouring or colouring matter, white sugar, other than icing sugar, in packs exceeding 5kg but not exceeding 15kg",KGM,"3,529",425,0,0,"3,529",425,Provisional,,,,
201912,1701990029,"Sugars; sucrose, chemically pure, in solid form, not containing added flavouring or colouring matter, white sugar, other than icing sugar, in packs exceeding 15kg",KGM,"216,820","298,342",54,50,"216,874","298,392",Provisional,,,,
201912,1701990032,"Sugars; sucrose, chemically pure, in solid form, not containing added flavouring or colouring matter, brown sugar, in packs not exceeding 5kg",KGM,679,430,98,30,777,460,Provisional,,,,
201912,1701990038,"Sugars; sucrose, chemically pure, in solid form, not containing added flavouring or colouring matter, brown sugar, in packs of over 5kg",KGM,50,20,0,0,50,20,Provisional,,,,
201912,1701990041,"Sugars; sucrose, chemically pure, in solid form, not containing added flavouring or colouring matter, other than brown sugar, in packs not exceeding 5kg",KGM,415,55,0,0,415,55,Provisional,,,,
201912,1701990049,"Sugars; sucrose, chemically pure, in solid form, not containing added flavouring or colouring matter, other than brown sugar, in packs exceeding 5kg",KGM,"9,251","7,679",0,0,"9,251","7,679",Provisional,,,,
201912,1702110000,"Sugars; lactose and lactose syrup, containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",KGM,"8,167,112","3,411,325",0,0,"8,167,112","3,411,325",Provisional,,,,
201912,1702200000,"Sugars; maple sugar, chemically pure, in solid form; maple syrup not containing added flavouring or colouring matter",KGM,"4,734",560,0,0,"4,734",560,Provisional,,,,
201912,1702300001,"Sugars; glucose, chemically pure, in solid form, containing less than 20% by weight of fructose",KGM,"173,237","153,844",0,0,"173,237","153,844",Provisional,,,,
201912,1702300009,"Sugars; glucose syrup, not containing fructose, added flavouring or colouring matter",KGM,"22,104","16,540",0,0,"22,104","16,540",Provisional,,,,
201912,1702400009,"Sugars; glucose syrup, excluding invert sugar, not containing added flavouring or colouring matter, n.e.c. in heading no. 1702",KGM,"53,297","8,804",0,0,"53,297","8,804",Provisional,,,,
201912,1702600000,"Sugars; fructose, in the solid form, other than chemically pure fructose, and fructose syrup, (containing in the dry state more than 50% by weight of fructose, but not containing added flavouring or artificial matter), excluding invert sugar",KGM,"31,556","23,500",0,0,"31,556","23,500",Provisional,,,,
201912,1702900900,"Sugars; artificial honey, whether or not mixed with natural honey",KGM,"128,997","2,380",0,0,"128,997","2,380",Provisional,,,,
201912,1702901100,Sugars; caramel,KGM,"3,155",832,0,0,"3,155",832,Provisional,,,,
201912,1702901801,"Sugars; n.e.c. in heading no. 1702, including invert sugar, chemically pure maltose",,"7,590",,0,,"7,590",,Provisional,,,,
201912,1702901809,"Sugars; including invert sugar and other sugar and sugar syrup blends containing, in the dry state, 50% by weight of fructose; n.e.c. in item 1702.90",KGM,"35,784","15,320","6,144","3,155","41,928","18,475",Provisional,,,,
201912,1703100001,"Sugars; molasses, from sugar cane, refined",KGM,"8,660","5,860",0,0,"8,660","5,860",Provisional,,,,
201912,1703100019,"Sugars; molasses, from sugar cane, unrefined, other than stock food",KGM,"107,690","27,972",0,0,"107,690","27,972",Provisional,,,,
201912,1703900009,"Sugars; molasses, from sugar beet, other than stock food",KGM,"18,893","1,324",0,0,"18,893","1,324",Provisional,,,,
201912,1704100000,"Sugar confectionery; chewing gum, whether or not sugar-coated, not containing cocoa",KGM,938,31,0,0,938,31,Provisional,,,,
201912,1704900000,"Sugar confectionery; (excluding chewing gum, including white chocolate), not containing cocoa",KGM,"7,074,010","861,193","13,596",939,"7,087,606","862,132",Provisional,,,,
201912,1802000000,"Cocoa; shells, husks, skins and other cocoa waste",,"16,657",,0,,"16,657",,Provisional,,,,
201912,1804000000,"Cocoa; butter, fat and oil",KGM,"1,058",162,0,0,"1,058",162,Provisional,,,,
201912,1805000000,"Cocoa; powder, not containing added sugar or other sweetening matter",KGM,"38,689","4,125","19,688","1,883","58,377","6,008",Provisional,,,,
201912,1806100000,"Cocoa; powder, containing added sugar or other sweetening matter",KGM,"21,492","2,141","9,240","2,192","30,732","4,333",Provisional,,,,
201912,1806200010,"Chocolate & other food preparations containing cocoa; in blocks/slabs/bars of more than 2kg or in liquid/paste/powder/granular or other bulk form in containers/packings, content exceeding 2kg, containing by weight 30% or more dairy product (milk powder)",KGM,"2,477",389,0,0,"2,477",389,Provisional,,,,
201912,1806200090,"Chocolate & other food preparations containing cocoa; in blocks/slabs/bars of more than 2kg or in liquid/paste/powder/granular or other bulk form in containers/packings, content exceeding 2kg, containing by weight less than 30% dairy (milk powder)",KGM,"69,709","12,608","3,126",330,"72,835","12,938",Provisional,,,,
201912,1806310001,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, moulded, filled, exceeding 15g but not exceeding 2kg",KGM,"70,055",559,0,0,"70,055",559,Provisional,,,,
201912,1806310011,"Chocolate and other food preparations containing cocoa; chocolate coated (enrobed) bars, filled, wrapped, exceeding 15g but not exceeding 2kg",KGM,"690,720","86,726","16,387","1,217","707,107","87,943",Provisional,,,,
201912,1806310019,"Chocolate and other food preparations containing cocoa; chocolate coated (enrobed) bars, filled, unwrapped, exceeding 15g but not exceeding 2kg",KGM,"13,005","1,124",0,0,"13,005","1,124",Provisional,,,,
201912,1806310029,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 15g or less",KGM,"15,827",990,0,0,"15,827",990,Provisional,,,,
201912,1806320001,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, moulded, (not filled), exceeding 15g but not exceeding 2kg",KGM,"1,212,941","138,166",0,0,"1,212,941","138,166",Provisional,,,,
201912,1806320011,"Chocolate and other food preparations containing cocoa; chocolate coated (enrobed) bars, (not filled), wrapped, exceeding 15g but not exceeding 2kg",KGM,"3,940,188","233,225",0,0,"3,940,188","233,225",Provisional,,,,
201912,1806320029,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 15g or less",KGM,"15,048",675,0,0,"15,048",675,Provisional,,,,
201912,1806900001,"Chocolate and other food preparations containing cocoa; (in forms other than blocks, slabs or bars), weight exceeding 15g",KGM,"841,757","68,444","23,723",917,"865,480","69,360",Provisional,,,,
201912,1806900011,"Chocolate and other food preparations containing cocoa; chocolate pieces (creams, liqueurs, assortments and the like), weighing 15g or less, in retail packs",KGM,"228,166","42,505",260,15,"228,426","42,520",Provisional,,,,
201912,1806900019,"Chocolate and other food preparations containing cocoa; chocolate pieces (creams, liqueurs, assortments and the like), weighing 15g or less, other than in retail packs",KGM,"8,487","1,194",633,20,"9,120","1,214",Provisional,,,,
201912,1806900029,"Chocolate and other food preparations containing cocoa; in forms n.e.c. in heading no. 1806, weighing 15g or less",KGM,"544,847","281,052","3,525",347,"548,372","281,399",Provisional,,,,
201912,1901100900,"Food preparations; of flour, meal, starch, malt extract or milk products, (not containing cocoa), suitable for infants or young children, put up for retail sale",KGM,"129,795,378","7,480,476",0,0,"129,795,378","7,480,476",Provisional,,,,
201912,1901200100,"Food preparations; mixes and doughs for the preparation of bread, pastry, cakes, biscuits and other bakers' wares, containing cocoa",KGM,"7,588","1,480",0,0,"7,588","1,480",Provisional,,,,
201912,1901200900,"Food preparations; mixes and doughs for the preparation of bread, pastry, cakes, biscuits and other bakers' wares, not containing cocoa",KGM,"3,038,920","1,209,769","2,981",180,"3,041,901","1,209,949",Provisional,,,,
201912,1901900100,"Food preparations; of flour, meal, starch, malt extract or milk products, containing cocoa, for uses n.e.c. in heading no. 1901",KGM,"98,020","38,348",0,0,"98,020","38,348",Provisional,,,,
201912,1901900903,"Food preparations; malt extract for use in home brewing, in retail packs",KGM,"217,956","17,605","40,372","7,130","258,328","24,735",Provisional,,,,
201912,1901900912,Food preparations; malt extract for use in commercial brewing,KGM,"49,317","10,067",0,0,"49,317","10,067",Provisional,,,,
201912,1901900918,"Food preparations; malt extract, other than for use in home or commercial brewing",KGM,"1,686",420,0,0,"1,686",420,Provisional,,,,
201912,1901900928,"Food preparations; of flour, meal, starch or milk products, (other than malt extract), not containing cocoa, for uses n.e.c. in heading 1901",KGM,"35,190,280","6,311,628",0,0,"35,190,280","6,311,628",Provisional,,,,
201912,1902110000,"Food preparations; pasta, containing eggs, uncooked, not stuffed or otherwise prepared",KGM,"6,985","1,209",14,4,"6,999","1,213",Provisional,,,,
201912,1902190000,"Food preparations; pasta (excluding that containing eggs), uncooked, not stuffed or otherwise prepared",KGM,"13,586","11,011",64,12,"13,650","11,023",Provisional,,,,
201912,1902200000,"Food preparations; pasta, stuffed (with meat or other substances), whether or not cooked or otherwise prepared",KGM,"36,515","11,474",201,8,"36,716","11,482",Provisional,,,,
201912,1902300101,"Food preparations; pasta (excluding stuffed), cooked, prepared in combination with other food substances, dried noodle cake with flavour sachet",KGM,"7,952","1,547","1,609",226,"9,561","1,772",Provisional,,,,
201912,1902300109,"Food preparations; pasta (excluding stuffed), cooked, prepared in combination with other food substances, (other than dried noodle cake with flavour sachet)",KGM,"1,838,727","831,429",0,0,"1,838,727","831,429",Provisional,,,,
201912,1902300901,"Food preparations; pasta (excluding stuffed), dried noodle cake, cooked, not prepared in combination with other food substances",KGM,"2,376",772,0,0,"2,376",772,Provisional,,,,
201912,1902300909,"Food preparations; pasta (excluding stuffed), (other than dried noodle cake), cooked, not prepared in combination with other food substances",KGM,"6,646",929,"1,048",369,"7,694","1,297",Provisional,,,,
201912,1902400000,Food preparations; couscous,KGM,207,30,106,16,313,46,Provisional,,,,
201912,1903000000,"Food preparations; tapioca and substitutes therefor, prepared from starch, in the form of flakes, grains, pearls, siftings or similar",KGM,"3,561",438,0,0,"3,561",438,Provisional,,,,
201912,1904100902,"Food preparations; breakfast cereals, obtained by the swelling or roasting of cereals or cereal products, (not coated with chocolate or cocoa), in packs not exceeding 1 kg, mainly of maize",KGM,"97,051","21,268",0,0,"97,051","21,268",Provisional,,,,
201912,1904100905,"Food preparations; breakfast cereals, obtained by the swelling or roasting of cereals or cereal products, (not coated with chocolate or cocoa), in packs not exceeding 1 kg, mainly of oats",KGM,"70,257","28,860",788,40,"71,045","28,900",Provisional,,,,
201912,1904100911,"Food preparations; breakfast cereals, obtained by the swelling or roasting of cereals or cereal products, (not coated with chocolate or cocoa), in packs not exceeding 1 kg, mainly of rice",KGM,"20,885","4,069",0,0,"20,885","4,069",Provisional,,,,
201912,1904100915,"Food preparations; breakfast cereals, obtained by the swelling or roasting of cereals or cereal products, (not coated with chocolate or cocoa), in packs not exceeding 1 kg, mainly of wheat",KGM,"149,059","30,095",0,0,"149,059","30,095",Provisional,,,,
201912,1904100919,"Food preparations; breakfast cereals, obtained by the swelling or roasting of cereals or cereal products, (not coated with chocolate or cocoa), in packs not exceeding 1 kg, n.e.c. in item no. 1904.10",KGM,"18,365","2,354",0,0,"18,365","2,354",Provisional,,,,
201912,1904100931,"Food preparations; breakfast cereals, obtained by the swelling or roasting of cereals or cereal products, (not coated with chocolate or cocoa), in packs exceeding 1 kg, mainly of rice",KGM,"22,899","6,003",0,0,"22,899","6,003",Provisional,,,,
201912,1904100935,"Food preparations; breakfast cereals, obtained by the swelling or roasting of cereals or cereal products, (not coated with chocolate or cocoa), in packs exceeding 1 kg, mainly of wheat",KGM,"170,351","30,679",0,0,"170,351","30,679",Provisional,,,,
201912,1904100939,"Food preparations; breakfast cereals, obtained by the swelling or roasting of cereals or cereal products, (not coated with chocolate or cocoa), in packs exceeding 1 kg, n.e.c. in item no. 1904.10",KGM,"101,662","23,058",0,0,"101,662","23,058",Provisional,,,,
201912,1904100941,"Food preparations; obtained by the swelling or roasting of cereals or cereal products (excluding breakfast cereals), (not coated with chocolate or cocoa), maize",KGM,"14,062","1,123",0,0,"14,062","1,123",Provisional,,,,
201912,1904100951,"Food preparations; obtained by the swelling or roasting of cereals or cereal products (excluding breakfast cereals), (not coated with chocolate or cocoa), rice",KGM,"27,635","3,432",0,0,"27,635","3,432",Provisional,,,,
201912,1904100961,"Food preparations; obtained by the swelling or roasting of cereals or cereal products (excluding breakfast cereals), (not coated with chocolate or cocoa), mixtures of cereals",KGM,"927,040","148,014",0,0,"927,040","148,014",Provisional,,,,
201912,1904100969,"Food preparations; obtained by the swelling or roasting of cereals or cereal products (excluding breakfast cereals), (not coated with chocolate or cocoa), n.e.c. in item no. 1904.10",KGM,"12,357","4,924",0,0,"12,357","4,924",Provisional,,,,
201912,1904205000,"Food preparations; obtained from unroasted cereal flakes or from mixtures of unroasted cereal flakes and roasted cereal flakes or swelled cereals, muesli",KGM,"598,703","54,662",0,0,"598,703","54,662",Provisional,,,,
201912,1904209002,"Food preparations; obtained from unroasted cereal flakes or their mixtures, roasted cereal flakes and swelled cereals, (not coated with cocoa or chocolate, not muesli), breakfast cereals, (in packs not exceeding 1kg), mainly of maize",KGM,457,20,0,0,457,20,Provisional,,,,
201912,1904209011,"Food preparations; obtained from unroasted cereal flakes or their mixtures, roasted cereal flakes and swelled cereals, (not coated with cocoa or chocolate, not muesli), breakfast cereals, (in packs not exceeding 1kg), mainly of rice",KGM,457,20,0,0,457,20,Provisional,,,,
201912,1904209019,"Food preparations; obtained from unroasted cereal flakes or their mixtures, roasted cereal flakes and swelled cereals, (not coated with cocoa or chocolate, not muesli), breakfast cereals, (in packs not exceeding 1kg), n.e.c. in item no. 1904.20",KGM,"60,109","10,740",0,0,"60,109","10,740",Provisional,,,,
201912,1904209051,"Food preparations; obtained from unroasted cereal flakes or their mixtures, roasted cereal flakes and swelled cereals, (not coated with cocoa or chocolate, not muesli, not breakfast cereals), rice",KGM,"19,910","2,019",0,0,"19,910","2,019",Provisional,,,,
201912,1904209061,"Food preparations; obtained from unroasted cereal flakes or their mixtures, roasted cereal flakes and swelled cereals, (not coated with cocoa or chocolate, not muesli, not breakfast cereals), mixtures",KGM,"1,274",72,0,0,"1,274",72,Provisional,,,,
201912,1904209069,"Food preparations; obtained from unroasted cereal flakes or their mixtures, roasted cereal flakes and swelled cereals, (not coated with cocoa or chocolate, not muesli, not breakfast cereals), n.e.c. in item no. 1904.20",KGM,"856,173","193,335","13,518","3,283","869,691","196,618",Provisional,,,,
201912,1904900901,"Food preparations; cereals (excluding maize), in grain form, pre-cooked or otherwise prepared, (not coated with chocolate), breakfast cereals, muesli",KGM,"5,654",267,0,0,"5,654",267,Provisional,,,,
201912,1904900909,"Food preparations; cereals (excluding maize), in grain form, pre-cooked or otherwise prepared, (not coated with chocolate), breakfast cereals, other than muesli",KGM,98,31,0,0,98,31,Provisional,,,,
201912,1904900929,"Food preparations; (excluding maize and bulgur wheat), in grain form, precooked or otherwise prepared, (not coated with chocolate), other than breakfast cereals.",KGM,"389,904","131,015",142,15,"390,046","131,030",Provisional,,,,
201912,1905100000,"Food preparations; crispbread, whether or not containing cocoa",KGM,"198,793","22,439",0,0,"198,793","22,439",Provisional,,,,
201912,1905200000,"Food preparations; gingerbread and the like, whether or not containing cocoa",,"83,518",,0,,"83,518",,Provisional,,,,
201912,1905310021,"Food preparations; sweet biscuits (other than crackers), centre-filled, fully coated, whether or not containing cocoa",KGM,"442,452","66,440",0,0,"442,452","66,440",Provisional,,,,
201912,1905310023,"Food preparations; sweet biscuits (other than crackers), centre-filled, partly coated, whether or not containing cocoa",KGM,"1,923",73,0,0,"1,923",73,Provisional,,,,
201912,1905310029,"Food preparations; sweet biscuits (other than crackers), centre-filled, uncoated, whether or not containing cocoa",KGM,"86,416","10,565",0,0,"86,416","10,565",Provisional,,,,
201912,1905310031,"Food preparations; sweet biscuits (other than crackers and those which are centre-filled), fully coated, whether or not containing cocoa",KGM,"816,670","131,935",0,0,"816,670","131,935",Provisional,,,,
201912,1905310033,"Food preparations; sweet biscuits (other than crackers and those which are centre-filled), partly coated, whether or not containing cocoa",KGM,"466,499","80,907",407,84,"466,906","80,991",Provisional,,,,
201912,1905310039,"Food preparations; sweet biscuits (other than crackers and those which are centre-filled), uncoated, whether or not containing cocoa",KGM,"1,552,469","208,702","5,867",540,"1,558,336","209,241",Provisional,,,,
201912,1905320023,"Food preparations; waffles and wafers, centre-filled, partly coated, whether or not containing cocoa",KGM,0,0,"1,181",67,"1,181",67,Provisional,,,,
201912,1905320029,"Food preparations; waffles and wafers, centre-filled, uncoated, whether or not containing cocoa",KGM,"281,166","45,601",0,0,"281,166","45,601",Provisional,,,,
201912,1905320033,"Food preparations; waffles and wafers, (other than those which are centre-filled), partly coated, whether or not containing cocoa",KGM,510,36,0,0,510,36,Provisional,,,,
201912,1905320039,"Food preparations; waffles and wafers, (other than those which are centre-filled), uncoated, whether or not containing cocoa",KGM,"27,652","4,624",0,0,"27,652","4,624",Provisional,,,,
201912,1905400009,"Food preparations; rusks, toasted bread and similar toasted products, (excluding those containing added sugar, honey, fats, cheese or cocoa)",KGM,"417,186","30,242",0,0,"417,186","30,242",Provisional,,,,
201912,1905900100,Food preparations; communion wafers and passover bread,,"13,824",,0,,"13,824",,Provisional,,,,
201912,1905900500,Food preparations; crackers,KGM,"1,533,951","245,998","1,169",82,"1,535,120","246,080",Provisional,,,,
201912,1905900901,"Food preparations; biscuits (excluding sweet biscuits), whether or not containing cocoa",KGM,"50,075","4,564",740,20,"50,815","4,584",Provisional,,,,
201912,1905900909,"Food preparations; cakes (excluding gingerbread and the like), whether or not containing cocoa",KGM,"617,770","72,416",296,22,"618,066","72,439",Provisional,,,,
201912,1905900919,"Food preparations; bread, pastry and other bakers' wares n.e.c. in heading no. 1905, empty cachets suitable for pharmaceutical use, rice paper and similar products, whether or not containing cocoa",,"8,655,777",,"5,127",,"8,660,904",,Provisional,,,,
201912,2001100019,"Vegetable preparations; gherkins, prepared or preserved by vinegar or acetic acid",KGM,"18,685","7,419","3,558",659,"22,243","8,078",Provisional,,,,
201912,2001900112,"Vegetable preparations; onions, prepared or preserved by vinegar or acetic acid",KGM,"1,353",205,0,0,"1,353",205,Provisional,,,,
201912,2001900119,"Vegetable preparations; vegetables, fruit and nuts, prepared or preserved by vinegar or acetic acid (excluding cucumbers, gherkins and onions)",KGM,"7,200","1,127",78,3,"7,278","1,130",Provisional,,,,
201912,2001900900,"Vegetable preparations; edible parts of plants n.e.c. in heading no. 2001, prepared or preserved by vinegar or acetic acid",KGM,819,135,0,0,819,135,Provisional,,,,
201912,2002100000,"Vegetable preparations; tomatoes, whole or in pieces, prepared or preserved otherwise than by vinegar or acetic acid",KGM,"52,143","27,539","37,998","19,572","90,141","47,112",Provisional,,,,
201912,2002900100,"Vegetable preparations; tomato juice, puree and concentrate, prepared or preserved otherwise than by vinegar or acetic acid",KGM,"145,073","81,415","5,071","1,395","150,144","82,810",Provisional,,,,
201912,2002900900,"Vegetable preparations; tomatoes, (other than whole, in pieces, juice, puree or concentrate), prepared or preserved otherwise than by vinegar or acetic acid",KGM,"3,198",269,"1,121",405,"4,319",674,Provisional,,,,
201912,2003101000,"Vegetable preparations; mushrooms of the genus Agaricus, prepared or preserved otherwise than by vinegar or acetic acid",KGM,331,61,0,0,331,61,Provisional,,,,
201912,2003909000,"Vegetable preparations; mushrooms other than of the genus Agaricus, prepared or preserved otherwise than by vinegar or acetic acid",KGM,0,0,378,26,378,26,Provisional,,,,
