Month,Harmonised System Code,Harmonised System Description,Unit Qty,Exports ($NZD fob),Exports Qty,Re-exports ($NZD fob),Re-exports Qty,Total Exports ($NZD fob),Total Exports Qty,Status,,,,
201908,8471800001,"Units of automatic data processing machines; peripheral units, including control and adapting units (connectable directly or indirectly to the central unit)",,"102,222",,"86,704",,"188,926",,Final,,,,
201908,8471800010,"Units of automatic data processing machines; n.e.c. in item no. 8471.50, 8471.60, 8471.70 or 8471.80",,"255,015",,"506,937",,"761,952",,Final,,,,
201908,8471900001,"Data processing machines; n.e.c. in heading no. 8471, peripheral units, including control and adapting units (connectable directly or indirectly to the central unit)",,"274,650",,"161,686",,"436,336",,Final,,,,
201908,8471900009,"Data processing machines; n.e.c. in heading no. 8471, (other than peripheral units, including control and adapting units (connectable directly or indirectly to the central unit))",,"539,660",,"19,296",,"558,956",,Final,,,,
201908,8472900500,Office machines; perforating and stapling machines,,"2,488",,"6,627",,"9,115",,Final,,,,
201908,8472900911,"Office machines; for sorting, counting, wrapping or paying out coins or banknotes",NMB,0,0,"1,000",2,"1,000",2,Final,,,,
201908,8472900939,Office machines; machines not elsewhere classified,,"5,683",,"4,627",,"10,310",,Final,,,,
201908,8473210000,"Calculating machines; parts and accessories of the electronic calculating machines of item no. 8470.10, 8470.21 or 8470.29 (other than covers, carrying cases and the like)",,"8,180",,0,,"8,180",,Final,,,,
201908,8473290000,"Machinery; parts and accessories of the machines of item no. 8470.30. 8470.50 or 8470.90 (other than covers, carrying cases and the like)",,"186,975",,"181,588",,"368,563",,Final,,,,
201908,8473300011,"Machinery; parts and accessories (other than covers, carrying cases and the like) of the machines of heading no. 8471",,"539,626",,"1,042,684",,"1,582,310",,Final,,,,
201908,8473400011,"Machinery; parts and accessories (other than covers, carrying cases and the like) of the machines of heading no. 8472",,"4,617",,"14,343",,"18,960",,Final,,,,
201908,8473500011,"Machines; parts and accessories (other than covers, carrying cases and the like) equally suitable for use with machines of two or more of the headings 8470 to 8472",,544,,"7,491",,"8,035",,Final,,,,
201908,8474100000,"Machines; for sorting, screening, separating or washing earth, stone, ores or other mineral substances",KGM,0,0,"176,000","21,000","176,000","21,000",Final,,,,
201908,8474200009,Machines; crushing and grinding (excluding jaw crushers),KGM,"6,800",445,"87,000","10,000","93,800","10,445",Final,,,,
201908,8474310000,Machines; concrete or mortar mixers,KGM,"102,613","3,169",0,0,"102,613","3,169",Final,,,,
201908,8474320000,Machines; for mixing mineral substances with bitumen,KGM,"4,851",43,0,0,"4,851",43,Final,,,,
201908,8474390000,"Machines; for mixing or kneading mineral substances, excluding concrete mixers and machines for mixing mineral substances with bitumen",KGM,"111,990","2,570",785,20,"112,775","2,590",Final,,,,
201908,8474800100,Machines; for forming foundry moulds of sand,KGM,"16,198",100,0,0,"16,198",100,Final,,,,
201908,8474800909,"Machines; for agglomerating, shaping or moulding solid mineral fuels, ceramic paste, unhardened cement, plastering materials or other mineral products, in powder or paste form",KGM,"455,538","10,010",0,0,"455,538","10,010",Final,,,,
201908,8474900100,Machines; parts for forming foundry moulds of sand,,"146,872",,"112,204",,"259,076",,Final,,,,
201908,8474900909,"Machines; parts, for agglomerating, shaping or moulding solid mineral fuels, ceramic paste, unhardened cement, plastering materials or other mineral products, in powder or paste form",,"493,337",,"24,750",,"518,087",,Final,,,,
201908,8475900000,"Machines; parts, of those for assembling electric or electronic lamps, tubes, valves or flash-bulbs, in glass envelopes, manufacturing or hot working glass or glassware",,"1,236",,"109,204",,"110,440",,Final,,,,
201908,8476290000,"Machines; automatic beverage-vending machines, not incorporating heating or refrigerating devices",,"38,592",,0,,"38,592",,Final,,,,
201908,8476899000,"Machines; automatic goods-vending machines, (e.g. postage stamp, cigarette, food or money-changing machines, excluding beverage-vending machines), not incorporating heating or refrigerating devices",,"20,100",,0,,"20,100",,Final,,,,
201908,8476909000,Machines; parts of automatic goods-vending machines,,"15,405",,0,,"15,405",,Final,,,,
201908,8477101010,"Machinery; plastics injection-moulding machines, encapsulation equipment for assembly of semiconductors",NMB,"20,455",2,0,0,"20,455",2,Final,,,,
201908,8477200010,Machinery; plastics extrusion machines,NMB,"126,317",3,"4,500",1,"130,817",4,Final,,,,
201908,8477200019,Machinery; rubber extrusion machines,,0,,"22,098",,"22,098",,Final,,,,
201908,8477400010,"Machinery; vacuum moulding machines and other thermoforming machines, for working rubber or plastics or for the manufacture of products from these materials",,"38,008",,0,,"38,008",,Final,,,,
201908,8477590010,"Machinery; for moulding or forming, for working rubber or plastics or for the manufacture of products from these materials, n.e.c. in this chapter",,0,,"19,530",,"19,530",,Final,,,,
201908,8477800010,"Machinery; for working rubber or plastics or for the manufacture of products from these materials, n.e.c. in this chapter",NMB,"80,400",4,"5,217",17,"85,617",21,Final,,,,
201908,8477900110,"Machinery; parts, dies for extruding plastics",,"7,790",,0,,"7,790",,Final,,,,
201908,8477901000,"Machinery; parts of plastics injection and blow moulding machines, parts of encapsulation equipment",,"385,059",,"29,635",,"414,694",,Final,,,,
201908,8477901500,"Machinery; parts of plastics injection and blow moulding machines, n.e.c. in item no. 8477.90",,"216,425",,0,,"216,425",,Final,,,,
201908,8477901910,"Machinery; parts of the machines of heading no. 8477, n.e.c. in item no. 8477.90",,"94,696",,0,,"94,696",,Final,,,,
201908,8479100000,"Machinery and mechanical appliances; for public works, building or the like",,"2,000",,"173,114",,"175,114",,Final,,,,
201908,8479502019,Machines and mechanical appliances; industrial robots n.e.c. or included,NMB,"162,100",2,0,0,"162,100",2,Final,,,,
201908,8479600000,Machinery and mechanical appliances; evaporative air coolers,NMB,"1,353",14,0,0,"1,353",14,Final,,,,
201908,8479810000,"Machines and mechanical appliances; for treating metal, including electric wire coil-winders",NMB,"408,440",1,"9,487",6,"417,927",7,Final,,,,
201908,8479820000,"Machines; for mixing, kneading, crushing, grinding, screening, sifting, homogenising, emulsifying or stirring",KGM,"86,916","1,413","4,849",139,"91,765","1,552",Final,,,,
201908,8479899011,Machines and mechanical appliances; vats and other vessels fitted with mechanical devices,NMB,"25,303",2,0,0,"25,303",2,Final,,,,
201908,8479899015,"Machines and mechanical appliances; dehumidifiers, containing HFCs, containing 1,1,1,2-tetrafluoroethane (HFC-134a)",NMB,0,0,900,1,900,1,Final,,,,
201908,8479899019,"Machines and mechanical appliances; dehumidifiers, not containing HFCs",NMB,0,0,"215,962","1,211","215,962","1,211",Final,,,,
201908,8479899029,"Machines and mechanical appliances; having individual functions, n.e.c. or included in chapter 84",NMB,"2,432,860","7,591","86,384",339,"2,519,244","7,930",Final,,,,
201908,8479900901,"Machines and mechanical appliances; parts, sanitary units, water flushing or chemical recirculating machines",,202,,0,,202,,Final,,,,
201908,8479900939,"Machines and mechanical appliances having individual functions, n.e.c. or included in this chapter; parts, n.e.c. in heading 8479",,"1,050,361",,"235,170",,"1,285,531",,Final,,,,
201908,8480300100,Moulding patterns; of plastics,NMB,"4,477",946,0,0,"4,477",946,Final,,,,
201908,8480300911,Moulding patterns; of iron or steel,,"8,737",,0,,"8,737",,Final,,,,
201908,8480300919,Moulding patterns; of materials n.e.c. in item no. 8480.3,,"1,280",,"4,298",,"5,578",,Final,,,,
201908,8480600000,Moulds; for mineral materials,,"93,401",,0,,"93,401",,Final,,,,
201908,8480710110,"Moulds; for plastics, injection or compression types",NMB,"160,242",12,0,0,"160,242",12,Final,,,,
201908,8480710910,"Moulds; for rubber, injection or compression types",,"24,099",,0,,"24,099",,Final,,,,
201908,8480790109,"Moulds: for plastics, excluding blow moulds and injection or compression types",NMB,"18,023",323,0,0,"18,023",323,Final,,,,
201908,8481100000,"Valves; pressure reducing, for pipes, boiler shells, tanks, vats or the like",NMB,"37,312","4,291","114,270","6,817","151,582","11,108",Final,,,,
201908,8481200000,Valves; for oleohydraulic or pneumatic transmissions,NMB,"7,489",29,"17,958",14,"25,447",43,Final,,,,
201908,8481300000,"Valves; check (nonreturn) valves, for pipes, boiler shells, tanks, vats or the like",NMB,"158,546","1,632","13,491",804,"172,037","2,436",Final,,,,
201908,8481400000,"Valves; safety or relief valves, for pipes, boiler shells, tanks, vats or the like",NMB,"63,368",183,"26,929",259,"90,297",442,Final,,,,
201908,8481800100,"Valves; taps, cocks and valves for motor vehicles, other than engine valves",,"4,944",,"73,269",,"78,213",,Final,,,,
201908,8481801100,"Valves; petrol dispensing nozzles, automatic shut-off type, other than of copper alloy",,0,,"2,402",,"2,402",,Final,,,,
201908,8481801909,Valves; air control or pneumatic valves,NMB,"426,726",631,0,0,"426,726",631,Final,,,,
201908,8481801911,Valves; air relief valves,NMB,"2,659",22,"1,289",3,"3,948",25,Final,,,,
201908,8481801919,Valves; anti-vacuum valves or vacuum breakers,NMB,0,0,366,5,366,5,Final,,,,
201908,8481801921,Valves; automatic process control valves,NMB,"10,086",31,0,0,"10,086",31,Final,,,,
201908,8481801929,Valves; ball or spherical plug valves,NMB,"284,051","5,490","4,595",104,"288,646","5,594",Final,,,,
201908,8481801931,Valves; ball float or level control valves,NMB,"296,250","17,943","6,097",132,"302,347","18,075",Final,,,,
201908,8481801939,Valves; butterfly valves,NMB,"212,175","1,136","7,464",20,"219,639","1,156",Final,,,,
201908,8481801941,Valves; diaphragm valves,NMB,"6,798",404,375,1,"7,173",405,Final,,,,
201908,8481801949,Valves; gate valves,NMB,"2,784",87,"3,778",4,"6,562",91,Final,,,,
201908,8481801951,"Valves; globe, stop, piston, angle, radiator and needle valves",NMB,"44,154",98,"6,830",158,"50,984",256,Final,,,,
201908,8481801959,Valves; hydraulic or flow control valves,NMB,"82,385","3,565","11,902",242,"94,287","3,807",Final,,,,
201908,8481801971,Valves; quick release couplings,NMB,"1,617",32,0,0,"1,617",32,Final,,,,
201908,8481801979,Valves; refrigeration valves,NMB,"368,248","1,903","8,337",617,"376,585","2,520",Final,,,,
201908,8481801981,Valves; solenoid valves,NMB,"57,982",398,"3,345",75,"61,327",473,Final,,,,
201908,8481801991,"Valves; taps, cocks and valves for use as water plumbing fittings",NMB,"2,335,649","13,907","81,580","11,558","2,417,229","25,465",Final,,,,
201908,8481801995,Valves; thermostatic and thermoscopic mixing valves,NMB,517,2,"7,857",17,"8,374",19,Final,,,,
201908,8481801999,Valves; n.e.c. in item no. 8481.80,NMB,"835,090","133,419","950,326","1,619","1,785,416","135,038",Final,,,,
201908,8481900100,"Valves; parts of taps, cocks and valves for motor vehicles, other than of engine valves",,"12,983",,11,,"12,994",,Final,,,,
201908,8481900900,Valves; parts of valves for pneumatic tyres and tubes,,"1,273",,"1,603",,"2,876",,Final,,,,
201908,8481901100,"Valves; parts of petrol dispensing nozzles, automatic shut-off type, other than of copper alloy",,"27,770",,0,,"27,770",,Final,,,,
201908,8481901905,Valves; parts of air control or pneumatic valves,,"11,573",,"2,749",,"14,322",,Final,,,,
201908,8481901911,Valves; parts of anti-vacuum values or vacuum breakers,,576,,0,,576,,Final,,,,
201908,8481901919,Valves; parts of ball or spherical plug valves,,"4,617",,"4,125",,"8,742",,Final,,,,
201908,8481901921,Valves; parts of ball float or level control valves,,"5,303",,0,,"5,303",,Final,,,,
201908,8481901925,Valves; parts of butterfly valves,,"14,575",,"1,111",,"15,686",,Final,,,,
201908,8481901929,Valves; parts of check valves,,"2,775",,0,,"2,775",,Final,,,,
201908,8481901931,Valves; parts of diaphragm valves,,0,,"4,270",,"4,270",,Final,,,,
201908,8481901935,Valves; parts of gate valves,,0,,200,,200,,Final,,,,
201908,8481901939,"Valves; parts of globe, stop, piston, angle, radiator and needle valves",,0,,491,,491,,Final,,,,
201908,8481901941,Valves; parts of hydraulic or flow control valves,,"1,543",,"1,275",,"2,818",,Final,,,,
201908,8481901951,Valves; parts of pressure control and regulating valves,,"125,432",,0,,"125,432",,Final,,,,
201908,8481901959,Valves; parts of refrigeration valves,,0,,173,,173,,Final,,,,
201908,8481901961,Valves; parts of relief and safety valves,,0,,780,,780,,Final,,,,
201908,8481901965,Valves; parts of solenoid valves,,"37,235",,"91,275",,"128,510",,Final,,,,
201908,8481901971,"Valves; parts of taps, cocks and valves, for use as water plumbing fittings",,"504,644",,"45,749",,"550,393",,Final,,,,
201908,8481901989,Valves; parts n.e.c. in item no. 8481.90,,"734,886",,"42,495",,"777,381",,Final,,,,
201908,8482100000,Ball bearings,,"31,139",,"35,260",,"66,399",,Final,,,,
201908,8482200000,"Bearings; tapered roller bearings, including cone and tapered roller assemblies",,"3,063",,"47,544",,"50,607",,Final,,,,
201908,8482300000,Bearings; spherical roller bearings,,"2,759",,83,,"2,842",,Final,,,,
201908,8482400000,Bearings; needle roller bearings,,"1,136",,792,,"1,928",,Final,,,,
201908,8482500000,Bearings; cylindrical roller bearings n.e.c. in heading no. 8482,,911,,"10,704",,"11,615",,Final,,,,
201908,8482800000,"Bearings; n.e.c. in heading no. 8482, including combined ball/roller",,"36,356",,"42,415",,"78,771",,Final,,,,
201908,8482910000,"Bearings; parts, balls, needles and rollers",,"2,739",,240,,"2,979",,Final,,,,
201908,8482990000,"Bearings; parts, (other than balls, needles and rollers)",,"1,716",,"5,684",,"7,400",,Final,,,,
201908,8483100100,Crank shafts and cam shafts; for internal combustion engines,,"123,793",,"12,389",,"136,182",,Final,,,,
201908,8483101100,Transmission shafts and cranks; designed for use solely or principally with a particular machine or appliance,,"46,473",,"2,192",,"48,665",,Final,,,,
201908,8483101901,"Transmission shafts and cranks; (other than those designed for use solely or principally with a particular machine or appliance), power take-off shafts",NMB,0,0,"1,855",5,"1,855",5,Final,,,,
201908,8483101909,"Transmission shafts and cranks; other than those designed for use solely or principally with a particular machine or appliance, other than power take-off shafts",,"73,002",,"7,978",,"80,980",,Final,,,,
201908,8483200100,"Bearing housings, incorporating ball or roller bearings; designed for use solely or principally with a particular machine or appliance",,62,,150,,212,,Final,,,,
201908,8483200900,"Bearing housings, incorporating ball or roller bearings; other than those designed for use solely or principally with a particular machine or appliance",,"58,210",,368,,"58,578",,Final,,,,
201908,8483300100,"Bearing housings, not incorporating ball or roller bearings and plain shaft bearings; designed for use solely or principally with a particular machine or appliance",,"482,265",,"22,927",,"505,192",,Final,,,,
201908,8483300900,"Bearing housings, not incorporating ball or roller bearings and plain shaft bearings; other than those designed for use solely or principally with a particular machine or appliance",,"571,914",,"79,521",,"651,435",,Final,,,,
201908,8483402000,"Gears and gearing; (excluding transmission elements presented separately), ball screws, gear boxes, torque converters and other speed changers (not roller screws), for use solely or principally with a particular machine or appliance",,"486,393",,"155,967",,"642,360",,Final,,,,
201908,8483409009,"Gears and gearing; (excluding transmission elements presented separately), ball screws, gear boxes, torque converters and other speed changers (not roller screws), not for use solely or principally with particular machine or appliance",,"134,746",,"180,277",,"315,023",,Final,,,,
201908,8483500100,Pulley blocks,NMB,943,11,"2,000",4,"2,943",15,Final,,,,
201908,8483501100,"Pulleys and flywheels, designed for use solely or principally with a particular machine or appliance",,"51,601",,"7,101",,"58,702",,Final,,,,
201908,8483501909,"Machinery; flywheels and pulleys, n.e.c. in heading no. 8435, not designed for use solely or principally with a particular machine or appliance",,"22,327",,"1,503",,"23,830",,Final,,,,
201908,8483600100,Clutches and shaft couplings (including universal joints); designed for use solely or principally with a particular machine or appliance,,"160,792",,"1,471",,"162,263",,Final,,,,
201908,8483600900,Clutches and shaft couplings (including universal joints); not designed for use solely or principally with a machine or appliance,,"36,408",,"9,143",,"45,551",,Final,,,,
201908,8483900100,"Transmission components; toothed wheels, chain sprockets and other transmission elements presented separately; parts, designed for use solely or principally with a particular machine or appliance",,"83,972",,"34,390",,"118,362",,Final,,,,
201908,8483900900,"Transmission components; toothed wheels, chain sprockets and other transmission elements presented separately; parts, other than those designed for use solely or principally with a particular machine or appliance",,"185,114",,"6,946",,"192,060",,Final,,,,
201908,8484100000,Gaskets and similar joints; of metal sheeting combined with other materials or of two or more layers of metal,,"43,719",,"49,168",,"92,887",,Final,,,,
201908,8484200000,Seals; mechanical,,"318,756",,"13,793",,"332,549",,Final,,,,
201908,8484900000,"Gaskets sets or assortments of gaskets and similar joints; dissimilar in composition, put up in pouches, envelopes or similar packings",,"36,088",,"2,797",,"38,885",,Final,,,,
201908,8486207900,"Machines and apparatus for the manufacture of semiconductor devices or of electronic integrated circuits; electric welding machines and apparatus, and electric machines for hot spraying of metals or cermets",,"2,888",,0,,"2,888",,Final,,,,
201908,8486400300,"Machines and apparatus specified in Note 9C to this Chapter; automated machines for transport, handling and storage of semiconductor wafers, wafer cassettes, wafer boxes and other material for semiconductor devices",,0,,"13,853",,"13,853",,Final,,,,
201908,8486905900,"Machines and apparatus of heading 8486; machines and apparatus for the treatment of semiconductor materials by a process involving a change in temperature, parts (other than parts of furnaces and ovens)",,"120,755",,0,,"120,755",,Final,,,,
201908,8486907700,Machines and apparatus of heading 8486; parts of particle accelerators,,"1,811,481",,0,,"1,811,481",,Final,,,,
201908,8486908100,"Machines and apparatus of heading 8486; parts of apparatus for physical deposition by sputtering on semiconductor wafers, and for semiconductor production",,"62,549",,0,,"62,549",,Final,,,,
201908,8486909900,"Machines and apparatus of heading 8486; parts and accessories, n.e.c. in item no. 8486.90",,"61,814",,0,,"61,814",,Final,,,,
201908,8487100000,Ships' or boats' propellers and blades therefor,,"7,937",,"53,282",,"61,219",,Final,,,,
201908,8487900100,"Machinery; parts, lubricators, grease cups, grease nipples",,"1,501",,139,,"1,640",,Final,,,,
201908,8487900910,"Machinery parts; other than lubricators, grease cups, or grease nipples",,"95,276",,"12,920",,"108,196",,Final,,,,
201908,8501100001,"Electric motors; DC, of an output not exceeding 37.5W",NMB,"37,557",97,903,4,"38,460",101,Final,,,,
201908,8501100009,"Electric motors; other than DC, of an output not exceeding 37.5W",NMB,"5,877",20,"4,680",71,"10,557",91,Final,,,,
201908,8501200101,"Electric motors; universal AC/DC motors, other than for toys, of an output exceeding 373W but not exceeding 746W",NMB,"15,904",201,"1,025",1,"16,929",202,Final,,,,
201908,8501200109,"Electric motors; universal AC/DC motors, other than for toys, of an output from 746W to 7kW inclusive",NMB,"6,958",3,"1,514",11,"8,472",14,Final,,,,
201908,8501200119,"Electric motors; universal AC/DC motors, other than for toys, of an output exceeding 37kW but not exceeding 55kW",NMB,0,0,730,4,730,4,Final,,,,
201908,8501200901,"Electric motors; universal AC/DC motors, of an output not exceeding 75W",NMB,"9,288",17,"4,692",66,"13,980",83,Final,,,,
201908,8501310100,"Electric motors; DC motors, of an output exceeding 373W but not exceeding 750W",NMB,"5,356",40,"16,269",150,"21,625",190,Final,,,,
201908,8501310900,"Electric motors; DC motors, of an output exceeding 37.5W but not exceeding 373W",NMB,"7,742",16,"11,558",37,"19,300",53,Final,,,,
201908,8501311900,"Electric generators; DC generators, of an output not exceeding 750W",NMB,"1,344",1,"12,061",3,"13,405",4,Final,,,,
201908,8501320100,"Electric motors; DC motors, of an output exceeding 750W but not exceeding 55kW",NMB,"3,454",3,"6,452",60,"9,906",63,Final,,,,
201908,8501320900,"Electric motors; DC motors, of an output exceeding 55kW but not exceeding 75kW",NMB,0,0,300,1,300,1,Final,,,,
201908,8501340100,"Electric motors; DC motors, of an output exceeding 375kW",NMB,"25,124",4,0,0,"25,124",4,Final,,,,
201908,8501400101,"Electric motors; AC motors, single-phase, of an output exceeding 373W but not exceeding 746W",NMB,"93,898",556,"16,072",182,"109,970",738,Final,,,,
201908,8501400109,"Electric motors; AC motors, single-phase, of an output from 746W to 7kW inclusive",NMB,"1,342",7,"12,546",150,"13,888",157,Final,,,,
201908,8501400111,"Electric motors; AC motors, single-phase, of an output exceeding 7kW but not exceeding 37kW",NMB,"12,278",4,"4,220",1,"16,498",5,Final,,,,
201908,8501400901,"Electric motors; AC motors, single-phase, not exceeding 75W",NMB,"6,053",6,"5,804",1,"11,857",7,Final,,,,
201908,8501400909,"Electric motors; AC motors, single-phase, exceeding 75W but not exceeding 186W",NMB,0,0,"7,396",130,"7,396",130,Final,,,,
201908,8501400919,"Electric motors; AC motors, single-phase, exceeding 186W but not exceeding 373W",NMB,"2,405",36,"5,462",72,"7,867",108,Final,,,,
201908,8501400929,"Electric motors; AC motors, single-phase, exceeding 186kW",NMB,0,0,"1,254",1,"1,254",1,Final,,,,
201908,8501510100,"Electric motors; AC motors, multi-phase, of an output exceeding 373W but not exceeding 750W",NMB,0,0,"5,915",25,"5,915",25,Final,,,,
201908,8501510900,"Electric motors; AC motors, multi-phase, of an output not exceeding 373W",NMB,"35,402","4,863",800,1,"36,202","4,864",Final,,,,
201908,8501520100,"Electric motors; AC motors, multi-phase, of an output exceeding 750W but not exceeding 55kW",NMB,"28,285",4,334,1,"28,619",5,Final,,,,
201908,8501520900,"Electric motors; AC motors, multi-phase, of an output exceeding 55kW but not exceeding 75kW",NMB,"1,535",1,"8,385",21,"9,920",22,Final,,,,
201908,8502110000,"Electric generating sets; with compression-ignition internal combustion piston engines (diesel or semi-diesel engines), of an output not exceeding 75kVA",NMB,0,0,"18,850",4,"18,850",4,Final,,,,
201908,8502120000,"Electric generating sets; with compression-ignition internal combustion piston engines (diesel or semi-diesel engines), of an output exceeding 75kVA but not exceeding 375kVA",NMB,0,0,"40,000",1,"40,000",1,Final,,,,
201908,8502130000,"Electric generating sets; with compression-ignition internal combustion piston engines (diesel or semi-diesel engines), of an output exceeding 375kVA",NMB,0,0,"47,209",1,"47,209",1,Final,,,,
201908,8502200000,Electric generating sets; with spark-ignition internal combustion piston engines,NMB,0,0,"2,499",1,"2,499",1,Final,,,,
201908,8502390000,"Electric generating sets; (excluding those with spark-ignition or compression-ignition internal combustion piston engines), other than wind powered",NMB,0,0,"46,628",3,"46,628",3,Final,,,,
201908,8503000101,"Electric motors; parts, DC motors of an output exceeding 373W but not exceeding 55kW",,0,,342,,342,,Final,,,,
201908,8503000109,"Electric motors; parts, other than DC motors but including universal AC/DC motors, n.e.c. in heading no. 8503, of an output exceeding 373W but not exceeding 55W",,"6,343",,"1,584",,"7,927",,Final,,,,
201908,8503000909,"Electric motors; parts, of motors including universal AC/DC motors, of an output not exceeding 373W or exceeding 55kW (excluding DC motors)",,"70,181",,"4,400",,"74,581",,Final,,,,
201908,8503001909,"Electric generating sets; parts, with internal combustion piston engines",,0,,"2,752",,"2,752",,Final,,,,
201908,8503001919,"Electric motors, generators and generating sets; parts n.e.c. in heading no. 8503",,"137,424",,"1,737",,"139,161",,Final,,,,
201908,8504100100,"Discharge lamps or tubes; ballasts therefor, having a rated input voltage exceeding 240 volts",,0,,"15,235",,"15,235",,Final,,,,
201908,8504100900,"Discharge lamps or tubes; ballasts therefor, having a rated input voltage not exceeding 240 volts",,"1,727",,"3,453",,"5,180",,Final,,,,
201908,8504310100,"Electrical transformers having a power handling capacity not exceeding 1kVA, having a rated input voltage exceeding 240 volts (excluding liquid dielectric transformers)",,"2,324",,948,,"3,272",,Final,,,,
201908,8504310900,"Electrical transformers; having a power handling capacity not exceeding 1kVA, having a rated input voltage not exceeding 240 volts (excluding liquid dielectric transformers)",,"228,711",,"10,199",,"238,910",,Final,,,,
201908,8504320110,"Electrical transformers; having a power handling capacity exceeding 1kVA but not exceeding 16kVA, having a rated input voltage exceeding 240 volts (excluding liquid dielectric transformers)",NMB,88,3,0,0,88,3,Final,,,,
201908,8504320910,"Electrical transformers, having a power handling capacity exceeding 1kVA but not exceeding 16kVA, having a rated input voltage not exceeding 240 volts (excluding liquid dielectric transformers)",NMB,0,0,"10,251",3,"10,251",3,Final,,,,
201908,8504330010,Electrical transformers; having a power handling capacity exceeding 16kVA but not exceeding 500kVA (excluding liquid dielectric transformers),NMB,"30,502",1,0,0,"30,502",1,Final,,,,
201908,8504340010,Electrical transformers; having a power handling capacity exceeding 500kVA (excluding liquid dielectric transformers),NMB,"2,249,244",364,0,0,"2,249,244",364,Final,,,,
201908,8504400710,"Electrical static converters; battery chargers, having an output of less than 10 amperes for batteries not over 12 volts, for use with nickel cadmium batteries of sizes AA, C, D and 9 volt only",NMB,"1,798",61,0,0,"1,798",61,Final,,,,
201908,8504400715,"Electrical static converters; battery chargers, having an output of less than 10 amperes for batteries not over 12 volts, for use with other than nickel cadmium batteries of sizes AA, C, D and 9 volt",NMB,"73,278","1,070","156,810","17,284","230,088","18,354",Final,,,,
201908,8504400719,"Electrical static converters; battery chargers, having an output of 10 amperes or more, for batteries exceeding 12 volts",NMB,"2,162,171","2,115","118,124","10,041","2,280,295","12,156",Final,,,,
201908,8504401100,Electrical static converters; automotive rectifiers,NMB,"8,542",3,"1,781",3,"10,323",6,Final,,,,
201908,8504401500,"Electrical static converters; (other than battery chargers), separately presented power supply units for automatic data processing machines",,"225,189",,"138,938",,"364,127",,Final,,,,
201908,8504401700,"Electrical static converters; static converters for automatic data processing machines or units thereof, or telecommunications equipment",NMB,"223,321",606,"89,000",134,"312,321",740,Final,,,,
201908,8504402900,"Electrical static converters; other than battery chargers and automotive rectifiers, other than separately presented power units for automatic data processing machines",NMB,"8,182,521","8,020","385,000","1,102","8,567,521","9,122",Final,,,,
201908,8504501000,"Electrical inductors; for power supplies for automatic data processing machines or units thereof, or telecommunication apparatus",NMB,0,0,"1,406",27,"1,406",27,Final,,,,
201908,8504509000,Electrical inductors; n.e.c. in heading no. 8504,NMB,"161,383","2,871","3,421",15,"164,804","2,886",Final,,,,
201908,8504902000,"Electrical transformers; parts, for those having a rated input voltage exceeding 240 volts",,0,,"40,384",,"40,384",,Final,,,,
201908,8504904000,"Electrical transformers; parts, for those having a rated input voltage not exceeding 240 volts",,"584,594",,"17,921",,"602,515",,Final,,,,
201908,8504906000,Electrical static converters; parts of battery chargers,,"13,657",,0,,"13,657",,Final,,,,
201908,8504909900,Electrical inductors; other than of printed circuit assemblies,,"67,867",,"2,996",,"70,863",,Final,,,,
201908,8505110000,"Magnets; permanent magnets and articles intended to become permanent magnets after magnetisation, of metal",,"50,953",,174,,"51,127",,Final,,,,
201908,8505190000,"Magnets; permanent magnets and articles intended to become permanent magnets after magnetisation, other than of metal",,"7,577",,121,,"7,698",,Final,,,,
201908,8505200000,"Magnets; electro-magnetic couplings, clutches and brakes",NMB,"5,871",7,213,1,"6,084",8,Final,,,,
201908,8505900001,Magnets; electro-magnets,NMB,"2,498,130","2,859","3,081",31,"2,501,211","2,890",Final,,,,
201908,8505900009,"Magnets; electro-magnetic and permanent magnet chucks, clamps, vices and similar work holders",NMB,"27,666",1,"5,172",16,"32,838",17,Final,,,,
201908,8505900019,"Magnets; of heading no. 8505, parts n.e.c. in heading no. 8505",,"129,024",,0,,"129,024",,Final,,,,
201908,8506100010,"Cells and batteries; primary, manganese dioxide, of an external volume not exceeding 300cm3, alkaline batteries",NCL,"10,483","1,402",877,"2,884","11,360","4,286",Final,,,,
201908,8506100013,"Cells and batteries; primary, manganese dioxide, of an external volume not exceeding 300cm3, carbon zinc batteries",NCL,0,0,114,72,114,72,Final,,,,
201908,8506500001,"Cells and batteries; primary, lithium, (of an external volume not exceeding 300cm3)",NCL,"35,381",346,"73,184","1,597","108,565","1,943",Final,,,,
201908,8506500009,"Cells and batteries; primary, lithium, of an external volume exceeding 300cm3",NCL,"1,590",12,0,0,"1,590",12,Final,,,,
201908,8506800010,"Cells and batteries; primary, (other than manganese dioxide, mercuric oxide, silver oxide, lithium or air-zinc), of an external volume not exceeding 300cm3",NCL,0,0,358,30,358,30,Final,,,,
201908,8506800019,"Cells and batteries; primary, (other than manganese dioxide, mercuric oxide, silver oxide, lithium or air-zinc), of an external volume exceeding 300cm3",NCL,"30,878",218,"5,993",7,"36,871",225,Final,,,,
201908,8506900000,"Cells and batteries; primary, parts thereof",,"3,033",,"2,072",,"5,105",,Final,,,,
201908,8507100200,"Electric accumulators; lead-acid, of a kind used for starting piston engines, for use in the assembly of motor cars, including station wagons and racing cars, as may be determined by the Minister",NMB,"3,028",28,"17,258",129,"20,286",157,Final,,,,
